***********	*************	*************	**************	*************	*************	*************	*************	*************	*************	*************	*************	*************	*************																
Data	from	Pyro	Oxygen	Logger	V3.206	with	FireStingO2	(Firmware	3.07)	---	Pyro	Science	---	Device	Name:														
08/02/2016	14:47:14	3328		6.8991	---	---	---	20	---	---	---	1018.06	53.936	---	---	---	22.67	---	---	---	182.233	---	---	---	5.231	---	---	---	
08/02/2016	14:47:15	3329		6.9003	---	---	---	20	---	---	---	1018.02	53.936	---	---	---	22.668	---	---	---	182.203	---	---	---	5.255	---	---	---	
08/02/2016	14:47:16	3330		6.9037	---	---	---	20	---	---	---	1018.03	53.936	---	---	---	22.663	---	---	---	182.182	---	---	---	5.249	---	---	---	
08/02/2016	14:47:17	3331		6.9062	---	---	---	20	---	---	---	1018.02	53.936	---	---	---	22.658	---	---	---	182.168	---	---	---	5.245	---	---	---	
08/02/2016	14:47:18	3332		6.9068	---	---	---	20	---	---	---	1018.04	53.936	---	---	---	22.657	---	---	---	182.14	---	---	---	5.251	---	---	---	
08/02/2016	14:47:19	3333		6.908	---	---	---	20	---	---	---	1018.04	53.936	---	---	---	22.655	---	---	---	182.13	---	---	---	5.234	---	---	---	
08/02/2016	14:47:20	3334		6.9102	---	---	---	20	---	---	---	1018.04	53.936	---	---	---	22.652	---	---	---	182.107	---	---	---	5.231	---	---	---	
08/02/2016	14:47:21	3335		6.912	---	---	---	20	---	---	---	1018.04	53.936	---	---	---	22.649	---	---	---	182.083	---	---	---	5.211	---	---	---	
08/02/2016	14:47:22	3336		6.9132	---	---	---	20	---	---	---	1018.01	53.936	---	---	---	22.647	---	---	---	182.047	---	---	---	5.208	---	---	---	
08/02/2016	14:47:23	3337		6.9139	---	---	---	20	---	---	---	1018.01	53.936	---	---	---	22.645	---	---	---	182.011	---	---	---	5.208	---	---	---	
08/02/2016	14:47:24	3338		6.9189	---	---	---	20	---	---	---	1017.98	53.936	---	---	---	22.637	---	---	---	181.97	---	---	---	5.197	---	---	---	
08/02/2016	14:47:25	3339		6.9215	---	---	---	20	---	---	---	1018.01	53.936	---	---	---	22.633	---	---	---	181.909	---	---	---	5.185	---	---	---	
08/02/2016	14:47:26	3340		6.927	---	---	---	20	---	---	---	1017.99	53.936	---	---	---	22.623	---	---	---	181.87	---	---	---	5.188	---	---	---	
08/02/2016	14:47:27	3341		6.928	---	---	---	20	---	---	---	1018.01	53.936	---	---	---	22.622	---	---	---	181.835	---	---	---	5.193	---	---	---	
08/02/2016	14:47:28	3342		6.9314	---	---	---	20	---	---	---	1017.98	53.936	---	---	---	22.616	---	---	---	181.792	---	---	---	5.193	---	---	---	
08/02/2016	14:47:29	3343		6.9328	---	---	---	20	---	---	---	1017.97	53.936	---	---	---	22.614	---	---	---	181.733	---	---	---	5.177	---	---	---	
08/02/2016	14:47:30	3344		6.9363	---	---	---	20	---	---	---	1017.99	53.936	---	---	---	22.608	---	---	---	181.678	---	---	---	5.159	---	---	---	
08/02/2016	14:47:31	3345		6.9395	---	---	---	20	---	---	---	1018.02	53.936	---	---	---	22.602	---	---	---	181.657	---	---	---	5.154	---	---	---	
08/02/2016	14:47:32	3346		6.9423	---	---	---	20	---	---	---	1018.04	53.936	---	---	---	22.598	---	---	---	181.623	---	---	---	5.165	---	---	---	
08/02/2016	14:47:33	3347		6.9427	---	---	---	20	---	---	---	1018	53.936	---	---	---	22.597	---	---	---	181.592	---	---	---	5.183	---	---	---	
08/02/2016	14:47:34	3348		6.9411	---	---	---	20	---	---	---	1017.99	53.936	---	---	---	22.6	---	---	---	181.553	---	---	---	5.213	---	---	---	
08/02/2016	14:47:35	3349		6.9415	---	---	---	20	---	---	---	1017.98	53.936	---	---	---	22.599	---	---	---	181.538	---	---	---	5.209	---	---	---	
08/02/2016	14:47:36	3350		6.9423	---	---	---	20	---	---	---	1018	53.936	---	---	---	22.598	---	---	---	181.525	---	---	---	5.219	---	---	---	
08/02/2016	14:47:37	3351		6.9451	---	---	---	20	---	---	---	1017.99	53.936	---	---	---	22.593	---	---	---	181.5	---	---	---	5.215	---	---	---	
08/02/2016	14:47:38	3352		6.9483	---	---	---	20	---	---	---	1018.01	53.936	---	---	---	22.588	---	---	---	181.476	---	---	---	5.219	---	---	---	
08/02/2016	14:47:39	3353		6.9504	---	---	---	20	---	---	---	1018.01	53.936	---	---	---	22.584	---	---	---	181.446	---	---	---	5.197	---	---	---	
08/02/2016	14:47:40	3354		6.955	---	---	---	20	---	---	---	1018	53.936	---	---	---	22.576	---	---	---	181.409	---	---	---	5.171	---	---	---	
08/02/2016	14:47:41	3355		6.9554	---	---	---	20	---	---	---	1017.99	53.936	---	---	---	22.576	---	---	---	181.351	---	---	---	5.158	---	---	---	
08/02/2016	14:47:42	3356		6.9584	---	---	---	20	---	---	---	1017.98	53.936	---	---	---	22.571	---	---	---	181.324	---	---	---	5.165	---	---	---	
08/02/2016	14:47:43	3357		6.9614	---	---	---	20	---	---	---	1017.99	53.936	---	---	---	22.566	---	---	---	181.301	---	---	---	5.186	---	---	---	
08/02/2016	14:47:44	3358		6.9672	---	---	---	20	---	---	---	1017.98	53.936	---	---	---	22.556	---	---	---	181.29	---	---	---	5.188	---	---	---	
08/02/2016	14:47:45	3359		6.9644	---	---	---	20	---	---	---	1018.02	53.936	---	---	---	22.561	---	---	---	181.243	---	---	---	5.195	---	---	---	
08/02/2016	14:47:46	3360		6.967	---	---	---	20	---	---	---	1018.02	53.936	---	---	---	22.556	---	---	---	181.219	---	---	---	5.185	---	---	---	
08/02/2016	14:47:47	3361		6.9664	---	---	---	20	---	---	---	1018.04	53.936	---	---	---	22.557	---	---	---	181.219	---	---	---	5.178	---	---	---	
08/02/2016	14:47:48	3362		6.9702	---	---	---	20	---	---	---	1018.01	53.936	---	---	---	22.551	---	---	---	181.208	---	---	---	5.174	---	---	---	
08/02/2016	14:47:49	3363		6.9626	---	---	---	20	---	---	---	1018.03	53.936	---	---	---	22.564	---	---	---	181.251	---	---	---	5.174	---	---	---	
08/02/2016	14:47:50	3364		6.9526	---	---	---	20	---	---	---	1018.01	53.936	---	---	---	22.58	---	---	---	181.388	---	---	---	5.179	---	---	---	
08/02/2016	14:47:51	3365		6.9359	---	---	---	20	---	---	---	1018.04	53.936	---	---	---	22.608	---	---	---	181.653	---	---	---	5.186	---	---	---	
08/02/2016	14:47:52	3366		6.9231	---	---	---	20	---	---	---	1018.05	53.936	---	---	---	22.63	---	---	---	181.948	---	---	---	5.189	---	---	---	
08/02/2016	14:47:53	3367		6.9092	---	---	---	20	---	---	---	1018.05	53.936	---	---	---	22.653	---	---	---	182.176	---	---	---	5.211	---	---	---	
08/02/2016	14:47:54	3368		6.899	---	---	---	20	---	---	---	1018.03	53.936	---	---	---	22.671	---	---	---	182.365	---	---	---	5.217	---	---	---	
08/02/2016	14:47:55	3369		6.8899	---	---	---	20	---	---	---	1018.01	53.936	---	---	---	22.686	---	---	---	182.476	---	---	---	5.207	---	---	---	
08/02/2016	14:47:56	3370		6.8802	---	---	---	20	---	---	---	1018.04	53.936	---	---	---	22.702	---	---	---	182.586	---	---	---	5.208	---	---	---	
08/02/2016	14:47:57	3371		6.8739	---	---	---	20	---	---	---	1018.05	53.936	---	---	---	22.713	---	---	---	182.665	---	---	---	5.191	---	---	---	
08/02/2016	14:47:58	3372		6.8694	---	---	---	20	---	---	---	1018.07	53.936	---	---	---	22.721	---	---	---	182.734	---	---	---	5.191	---	---	---	
08/02/2016	14:47:59	3373		6.8677	---	---	---	20	---	---	---	1018.05	53.936	---	---	---	22.724	---	---	---	182.788	---	---	---	5.179	---	---	---	
08/02/2016	14:48:00	3374		6.8649	---	---	---	20	---	---	---	1018.05	53.936	---	---	---	22.728	---	---	---	182.822	---	---	---	5.178	---	---	---	
08/02/2016	14:48:01	3375		6.8584	---	---	---	20	---	---	---	1018.06	53.936	---	---	---	22.739	---	---	---	182.854	---	---	---	5.186	---	---	---	
08/02/2016	14:48:02	3376		6.8557	---	---	---	20	---	---	---	1018.06	53.936	---	---	---	22.744	---	---	---	182.899	---	---	---	5.178	---	---	---	
08/02/2016	14:48:03	3377		6.8545	---	---	---	20	---	---	---	1018.06	53.936	---	---	---	22.746	---	---	---	182.961	---	---	---	5.18	---	---	---	
08/02/2016	14:48:04	3378		6.8549	---	---	---	20	---	---	---	1018.02	53.936	---	---	---	22.745	---	---	---	183.04	---	---	---	5.199	---	---	---	
08/02/2016	14:48:05	3379		6.8499	---	---	---	20	---	---	---	1018.05	53.936	---	---	---	22.754	---	---	---	183.122	---	---	---	5.2	---	---	---	
08/02/2016	14:48:06	3380		6.8444	---	---	---	20	---	---	---	1018.06	53.936	---	---	---	22.763	---	---	---	183.198	---	---	---	5.214	---	---	---	
08/02/2016	14:48:07	3381		6.8354	---	---	---	20	---	---	---	1018.06	53.936	---	---	---	22.779	---	---	---	183.271	---	---	---	5.191	---	---	---	
08/02/2016	14:48:08	3382		6.8299	---	---	---	20	---	---	---	1018.04	53.936	---	---	---	22.788	---	---	---	183.329	---	---	---	5.182	---	---	---	
08/02/2016	14:48:09	3383		6.8278	---	---	---	20	---	---	---	1018.04	53.936	---	---	---	22.792	---	---	---	183.426	---	---	---	5.176	---	---	---	
08/02/2016	14:48:10	3384		6.8263	---	---	---	20	---	---	---	1018.05	53.936	---	---	---	22.794	---	---	---	183.53	---	---	---	5.18	---	---	---	
08/02/2016	14:48:11	3385		6.8212	---	---	---	20	---	---	---	1018.03	53.936	---	---	---	22.803	---	---	---	183.644	---	---	---	5.18	---	---	---	
08/02/2016	14:48:12	3386		6.8115	---	---	---	20	---	---	---	1018.04	53.936	---	---	---	22.82	---	---	---	183.743	---	---	---	5.189	---	---	---	
08/02/2016	14:48:13	3387		6.8051	---	---	---	20	---	---	---	1018.04	53.936	---	---	---	22.831	---	---	---	183.851	---	---	---	5.198	---	---	---	
08/02/2016	14:48:14	3388		6.7973	---	---	---	20	---	---	---	1018.05	53.936	---	---	---	22.844	---	---	---	183.925	---	---	---	5.23	---	---	---	
08/02/2016	14:48:15	3389		6.7954	---	---	---	20	---	---	---	1018.04	53.936	---	---	---	22.847	---	---	---	183.978	---	---	---	5.228	---	---	---	
08/02/2016	14:48:16	3390		6.794	---	---	---	20	---	---	---	1018.03	53.936	---	---	---	22.85	---	---	---	184.018	---	---	---	5.23	---	---	---	
08/02/2016	14:48:17	3391		6.7956	---	---	---	20	---	---	---	1018.06	53.936	---	---	---	22.847	---	---	---	184.054	---	---	---	5.226	---	---	---	
08/02/2016	14:48:18	3392		6.7943	---	---	---	20	---	---	---	1018.05	53.936	---	---	---	22.849	---	---	---	184.064	---	---	---	5.21	---	---	---	
08/02/2016	14:48:19	3393		6.7929	---	---	---	20	---	---	---	1018.04	53.936	---	---	---	22.852	---	---	---	184.088	---	---	---	5.201	---	---	---	
08/02/2016	14:48:20	3394		6.7929	---	---	---	20	---	---	---	1018	53.936	---	---	---	22.852	---	---	---	184.109	---	---	---	5.192	---	---	---	
08/02/2016	14:48:21	3395		6.7912	---	---	---	20	---	---	---	1017.99	53.936	---	---	---	22.855	---	---	---	184.159	---	---	---	5.204	---	---	---	
08/02/2016	14:48:22	3396		6.7898	---	---	---	20	---	---	---	1018.02	53.936	---	---	---	22.857	---	---	---	184.162	---	---	---	5.221	---	---	---	
08/02/2016	14:48:23	3397		6.7871	---	---	---	20	---	---	---	1018.04	53.936	---	---	---	22.862	---	---	---	184.2	---	---	---	5.214	---	---	---	
08/02/2016	14:48:24	3398		6.7859	---	---	---	20	---	---	---	1018.04	53.936	---	---	---	22.864	---	---	---	184.216	---	---	---	5.188	---	---	---	
08/02/2016	14:48:25	3399		6.7844	---	---	---	20	---	---	---	1018.05	53.936	---	---	---	22.866	---	---	---	184.291	---	---	---	5.17	---	---	---	
08/02/2016	14:48:26	3400		6.7835	---	---	---	20	---	---	---	1018.03	53.936	---	---	---	22.868	---	---	---	184.336	---	---	---	5.167	---	---	---	
08/02/2016	14:48:27	3401		6.7839	---	---	---	20	---	---	---	1018.03	53.936	---	---	---	22.867	---	---	---	184.373	---	---	---	5.18	---	---	---	
08/02/2016	14:48:28	3402		6.7806	---	---	---	20	---	---	---	1017.98	53.936	---	---	---	22.873	---	---	---	184.397	---	---	---	5.189	---	---	---	
08/02/2016	14:48:29	3403		6.7746	---	---	---	20	---	---	---	1018	53.936	---	---	---	22.883	---	---	---	184.429	---	---	---	5.208	---	---	---	
08/02/2016	14:48:30	3404		6.7707	---	---	---	20	---	---	---	1017.99	53.936	---	---	---	22.89	---	---	---	184.476	---	---	---	5.202	---	---	---	
08/02/2016	14:48:31	3405		6.7645	---	---	---	20	---	---	---	1018.01	53.936	---	---	---	22.901	---	---	---	184.505	---	---	---	5.209	---	---	---	
08/02/2016	14:48:32	3406		6.7657	---	---	---	20	---	---	---	1018.01	53.926	---	---	---	22.898	---	---	---	184.579	---	---	---	5.2	---	---	---	
08/02/2016	14:48:33	3407		6.7624	---	---	---	20	---	---	---	1018.02	53.916	---	---	---	22.904	---	---	---	184.627	---	---	---	5.218	---	---	---	
08/02/2016	14:48:34	3408		6.7646	---	---	---	20	---	---	---	1018.03	53.906	---	---	---	22.9	---	---	---	184.661	---	---	---	5.207	---	---	---	
08/02/2016	14:48:35	3409		6.7591	---	---	---	20	---	---	---	1018.04	53.916	---	---	---	22.91	---	---	---	184.676	---	---	---	5.187	---	---	---	
08/02/2016	14:48:36	3410		6.7561	---	---	---	20	---	---	---	1018.07	53.926	---	---	---	22.915	---	---	---	184.702	---	---	---	5.18	---	---	---	
08/02/2016	14:48:37	3411		6.7535	---	---	---	20	---	---	---	1018.04	53.926	---	---	---	22.92	---	---	---	184.734	---	---	---	5.197	---	---	---	
08/02/2016	14:48:38	3412		6.7528	---	---	---	20	---	---	---	1018.02	53.916	---	---	---	22.921	---	---	---	184.736	---	---	---	5.206	---	---	---	
08/02/2016	14:48:39	3413		6.7534	---	---	---	20	---	---	---	1018.03	53.906	---	---	---	22.92	---	---	---	184.753	---	---	---	5.201	---	---	---	
08/02/2016	14:48:40	3414		6.7543	---	---	---	20	---	---	---	1018.07	53.906	---	---	---	22.918	---	---	---	184.773	---	---	---	5.186	---	---	---	
08/02/2016	14:48:41	3415		6.7563	---	---	---	20	---	---	---	1018.09	53.906	---	---	---	22.915	---	---	---	184.79	---	---	---	5.198	---	---	---	
08/02/2016	14:48:42	3416		6.7542	---	---	---	20	---	---	---	1018.06	53.906	---	---	---	22.919	---	---	---	184.788	---	---	---	5.211	---	---	---	
08/02/2016	14:48:43	3417		6.7505	---	---	---	20	---	---	---	1018.05	53.906	---	---	---	22.925	---	---	---	184.794	---	---	---	5.224	---	---	---	
08/02/2016	14:48:44	3418		6.7489	---	---	---	20	---	---	---	1018.03	53.906	---	---	---	22.928	---	---	---	184.801	---	---	---	5.218	---	---	---	
08/02/2016	14:48:45	3419		6.7513	---	---	---	20	---	---	---	1018.03	53.906	---	---	---	22.924	---	---	---	184.817	---	---	---	5.201	---	---	---	
08/02/2016	14:48:46	3420		6.7503	---	---	---	20	---	---	---	1018.02	53.906	---	---	---	22.925	---	---	---	184.839	---	---	---	5.193	---	---	---	
08/02/2016	14:48:47	3421		6.7484	---	---	---	20	---	---	---	1017.99	53.906	---	---	---	22.929	---	---	---	184.87	---	---	---	5.203	---	---	---	
08/02/2016	14:48:48	3422		6.7463	---	---	---	20	---	---	---	1017.95	53.906	---	---	---	22.932	---	---	---	184.933	---	---	---	5.215	---	---	---	
08/02/2016	14:48:49	3423		6.7446	---	---	---	20	---	---	---	1017.96	53.906	---	---	---	22.935	---	---	---	184.977	---	---	---	5.214	---	---	---	
08/02/2016	14:48:50	3424		6.7423	---	---	---	20	---	---	---	1018.01	53.906	---	---	---	22.939	---	---	---	185.027	---	---	---	5.191	---	---	---	
08/02/2016	14:48:51	3425		6.7348	---	---	---	20	---	---	---	1018.04	53.906	---	---	---	22.952	---	---	---	185.046	---	---	---	5.183	---	---	---	
08/02/2016	14:48:52	3426		6.733	---	---	---	20	---	---	---	1018.03	53.906	---	---	---	22.955	---	---	---	185.06	---	---	---	5.168	---	---	---	
08/02/2016	14:48:53	3427		6.7319	---	---	---	20	---	---	---	1017.98	53.906	---	---	---	22.957	---	---	---	185.084	---	---	---	5.186	---	---	---	
08/02/2016	14:48:54	3428		6.7342	---	---	---	20	---	---	---	1017.98	53.906	---	---	---	22.953	---	---	---	185.109	---	---	---	5.203	---	---	---	
08/02/2016	14:48:55	3429		6.7313	---	---	---	20	---	---	---	1017.98	53.906	---	---	---	22.958	---	---	---	185.139	---	---	---	5.212	---	---	---	
08/02/2016	14:48:56	3430		6.7294	---	---	---	20	---	---	---	1017.97	53.906	---	---	---	22.962	---	---	---	185.162	---	---	---	5.21	---	---	---	
08/02/2016	14:48:57	3431		6.7236	---	---	---	20	---	---	---	1018	53.906	---	---	---	22.972	---	---	---	185.183	---	---	---	5.205	---	---	---	
08/02/2016	14:48:58	3432		6.7223	---	---	---	20	---	---	---	1018.01	53.906	---	---	---	22.974	---	---	---	185.222	---	---	---	5.221	---	---	---	
08/02/2016	14:48:59	3433		6.72	---	---	---	20	---	---	---	1018.05	53.906	---	---	---	22.978	---	---	---	185.279	---	---	---	5.221	---	---	---	
08/02/2016	14:49:00	3434		6.7162	---	---	---	20	---	---	---	1018.05	53.906	---	---	---	22.984	---	---	---	185.368	---	---	---	5.213	---	---	---	
08/02/2016	14:49:01	3435		6.7101	---	---	---	20	---	---	---	1018.07	53.906	---	---	---	22.995	---	---	---	185.46	---	---	---	5.199	---	---	---	
08/02/2016	14:49:02	3436		6.7059	---	---	---	20	---	---	---	1018.05	53.906	---	---	---	23.002	---	---	---	185.531	---	---	---	5.201	---	---	---	
08/02/2016	14:49:03	3437		6.7006	---	---	---	20	---	---	---	1018.05	53.906	---	---	---	23.011	---	---	---	185.598	---	---	---	5.19	---	---	---	
08/02/2016	14:49:04	3438		6.6973	---	---	---	20	---	---	---	1018.02	53.906	---	---	---	23.017	---	---	---	185.638	---	---	---	5.179	---	---	---	
08/02/2016	14:49:05	3439		6.6951	---	---	---	20	---	---	---	1018.04	53.906	---	---	---	23.021	---	---	---	185.69	---	---	---	5.175	---	---	---	
08/02/2016	14:49:06	3440		6.6926	---	---	---	20	---	---	---	1018.04	53.906	---	---	---	23.026	---	---	---	185.745	---	---	---	5.188	---	---	---	
08/02/2016	14:49:07	3441		6.6903	---	---	---	20	---	---	---	1018.06	53.906	---	---	---	23.029	---	---	---	185.799	---	---	---	5.199	---	---	---	
08/02/2016	14:49:08	3442		6.6819	---	---	---	20	---	---	---	1018.05	53.906	---	---	---	23.044	---	---	---	185.844	---	---	---	5.201	---	---	---	
08/02/2016	14:49:09	3443		6.681	---	---	---	20	---	---	---	1018.04	53.906	---	---	---	23.046	---	---	---	185.858	---	---	---	5.214	---	---	---	
08/02/2016	14:49:10	3444		6.6806	---	---	---	20	---	---	---	1018.05	53.906	---	---	---	23.046	---	---	---	185.873	---	---	---	5.221	---	---	---	
08/02/2016	14:49:11	3445		6.6819	---	---	---	20	---	---	---	1018.05	53.906	---	---	---	23.044	---	---	---	185.867	---	---	---	5.232	---	---	---	
08/02/2016	14:49:12	3446		6.6857	---	---	---	20	---	---	---	1018.03	53.906	---	---	---	23.037	---	---	---	185.866	---	---	---	5.212	---	---	---	
08/02/2016	14:49:13	3447		6.6825	---	---	---	20	---	---	---	1018.02	53.906	---	---	---	23.043	---	---	---	185.854	---	---	---	5.211	---	---	---	
08/02/2016	14:49:14	3448		6.6852	---	---	---	20	---	---	---	1018.02	53.906	---	---	---	23.038	---	---	---	185.867	---	---	---	5.192	---	---	---	
08/02/2016	14:49:15	3449		6.6814	---	---	---	20	---	---	---	1018.02	53.906	---	---	---	23.045	---	---	---	185.881	---	---	---	5.203	---	---	---	
08/02/2016	14:49:16	3450		6.6825	---	---	---	20	---	---	---	1018.01	53.906	---	---	---	23.043	---	---	---	185.892	---	---	---	5.195	---	---	---	
08/02/2016	14:49:17	3451		6.6814	---	---	---	20	---	---	---	1018.03	53.906	---	---	---	23.045	---	---	---	185.902	---	---	---	5.2	---	---	---	
08/02/2016	14:49:18	3452		6.6808	---	---	---	20	---	---	---	1018.04	53.906	---	---	---	23.046	---	---	---	185.898	---	---	---	5.2	---	---	---	
08/02/2016	14:49:19	3453		6.6808	---	---	---	20	---	---	---	1018.01	53.906	---	---	---	23.046	---	---	---	185.911	---	---	---	5.198	---	---	---	
08/02/2016	14:49:20	3454		6.6787	---	---	---	20	---	---	---	1018	53.906	---	---	---	23.049	---	---	---	185.932	---	---	---	5.203	---	---	---	
08/02/2016	14:49:21	3455		6.6753	---	---	---	20	---	---	---	1017.97	53.906	---	---	---	23.056	---	---	---	185.975	---	---	---	5.205	---	---	---	
08/02/2016	14:49:22	3456		6.671	---	---	---	20	---	---	---	1018	53.906	---	---	---	23.063	---	---	---	186.041	---	---	---	5.206	---	---	---	
08/02/2016	14:49:23	3457		6.6679	---	---	---	20	---	---	---	1017.98	53.906	---	---	---	23.069	---	---	---	186.105	---	---	---	5.214	---	---	---	
08/02/2016	14:49:24	3458		6.6626	---	---	---	20	---	---	---	1018.01	53.906	---	---	---	23.078	---	---	---	186.179	---	---	---	5.203	---	---	---	
08/02/2016	14:49:25	3459		6.6534	---	---	---	20	---	---	---	1018.04	53.906	---	---	---	23.095	---	---	---	186.278	---	---	---	5.196	---	---	---	
08/02/2016	14:49:26	3460		6.6441	---	---	---	20	---	---	---	1018.04	53.906	---	---	---	23.111	---	---	---	186.381	---	---	---	5.192	---	---	---	
08/02/2016	14:49:27	3461		6.6371	---	---	---	20	---	---	---	1018.01	53.906	---	---	---	23.123	---	---	---	186.48	---	---	---	5.193	---	---	---	
08/02/2016	14:49:28	3462		6.6356	---	---	---	20	---	---	---	1017.94	53.906	---	---	---	23.125	---	---	---	186.526	---	---	---	5.199	---	---	---	
08/02/2016	14:49:29	3463		6.6341	---	---	---	20	---	---	---	1017.96	53.906	---	---	---	23.128	---	---	---	186.592	---	---	---	5.163	---	---	---	
08/02/2016	14:49:30	3464		6.6341	---	---	---	20	---	---	---	1017.98	53.906	---	---	---	23.128	---	---	---	186.632	---	---	---	5.159	---	---	---	
08/02/2016	14:49:31	3465		6.6319	---	---	---	20	---	---	---	1018.03	53.906	---	---	---	23.132	---	---	---	186.685	---	---	---	5.151	---	---	---	
08/02/2016	14:49:32	3466		6.6283	---	---	---	20	---	---	---	1018.03	53.906	---	---	---	23.138	---	---	---	186.685	---	---	---	5.17	---	---	---	
08/02/2016	14:49:33	3467		6.6253	---	---	---	20	---	---	---	1018.03	53.906	---	---	---	23.144	---	---	---	186.721	---	---	---	5.176	---	---	---	
08/02/2016	14:49:34	3468		6.6228	---	---	---	20	---	---	---	1018.04	53.906	---	---	---	23.148	---	---	---	186.729	---	---	---	5.171	---	---	---	
08/02/2016	14:49:35	3469		6.6204	---	---	---	20	---	---	---	1018.03	53.906	---	---	---	23.152	---	---	---	186.759	---	---	---	5.18	---	---	---	
08/02/2016	14:49:36	3470		6.6202	---	---	---	20	---	---	---	1018.05	53.906	---	---	---	23.153	---	---	---	186.745	---	---	---	5.173	---	---	---	
08/02/2016	14:49:37	3471		6.6225	---	---	---	20	---	---	---	1018.02	53.906	---	---	---	23.149	---	---	---	186.785	---	---	---	5.183	---	---	---	
08/02/2016	14:49:38	3472		6.6229	---	---	---	20	---	---	---	1018.02	53.906	---	---	---	23.148	---	---	---	186.8	---	---	---	5.178	---	---	---	
08/02/2016	14:49:39	3473		6.6242	---	---	---	20	---	---	---	1018.02	53.906	---	---	---	23.146	---	---	---	186.855	---	---	---	5.192	---	---	---	
08/02/2016	14:49:40	3474		6.6218	---	---	---	20	---	---	---	1018.01	53.906	---	---	---	23.15	---	---	---	186.867	---	---	---	5.2	---	---	---	
08/02/2016	14:49:41	3475		6.6186	---	---	---	20	---	---	---	1018	53.906	---	---	---	23.156	---	---	---	186.931	---	---	---	5.2	---	---	---	
08/02/2016	14:49:42	3476		6.6139	---	---	---	20	---	---	---	1018	53.906	---	---	---	23.164	---	---	---	186.944	---	---	---	5.198	---	---	---	
08/02/2016	14:49:43	3477		6.606	---	---	---	20	---	---	---	1018	53.906	---	---	---	23.178	---	---	---	186.98	---	---	---	5.183	---	---	---	
08/02/2016	14:49:44	3478		6.6052	---	---	---	20	---	---	---	1017.99	53.906	---	---	---	23.18	---	---	---	186.993	---	---	---	5.206	---	---	---	
08/02/2016	14:49:45	3479		6.6015	---	---	---	20	---	---	---	1017.97	53.906	---	---	---	23.186	---	---	---	187.032	---	---	---	5.194	---	---	---	
08/02/2016	14:49:46	3480		6.6032	---	---	---	20	---	---	---	1018.01	53.906	---	---	---	23.183	---	---	---	187.063	---	---	---	5.207	---	---	---	
08/02/2016	14:49:47	3481		6.5998	---	---	---	20	---	---	---	1018.03	53.906	---	---	---	23.189	---	---	---	187.091	---	---	---	5.183	---	---	---	
08/02/2016	14:49:48	3482		6.5991	---	---	---	20	---	---	---	1018.03	53.906	---	---	---	23.19	---	---	---	187.121	---	---	---	5.188	---	---	---	
08/02/2016	14:49:49	3483		6.5985	---	---	---	20	---	---	---	1018.02	53.906	---	---	---	23.191	---	---	---	187.15	---	---	---	5.203	---	---	---	
08/02/2016	14:49:50	3484		6.5957	---	---	---	20	---	---	---	1018.02	53.906	---	---	---	23.196	---	---	---	187.178	---	---	---	5.211	---	---	---	
08/02/2016	14:49:51	3485		6.5938	---	---	---	20	---	---	---	1018.01	53.906	---	---	---	23.2	---	---	---	187.21	---	---	---	5.225	---	---	---	
08/02/2016	14:49:52	3486		6.5905	---	---	---	20	---	---	---	1018.04	53.906	---	---	---	23.206	---	---	---	187.245	---	---	---	5.22	---	---	---	
08/02/2016	14:49:53	3487		6.5916	---	---	---	20	---	---	---	1018.03	53.906	---	---	---	23.204	---	---	---	187.274	---	---	---	5.198	---	---	---	
08/02/2016	14:49:54	3488		6.5875	---	---	---	20	---	---	---	1018.05	53.906	---	---	---	23.211	---	---	---	187.303	---	---	---	5.194	---	---	---	
08/02/2016	14:49:55	3489		6.5824	---	---	---	20	---	---	---	1018.01	53.906	---	---	---	23.22	---	---	---	187.341	---	---	---	5.173	---	---	---	
08/02/2016	14:49:56	3490		6.5766	---	---	---	20	---	---	---	1018.02	53.906	---	---	---	23.23	---	---	---	187.391	---	---	---	5.189	---	---	---	
08/02/2016	14:49:57	3491		6.5761	---	---	---	20	---	---	---	1018.03	53.906	---	---	---	23.231	---	---	---	187.452	---	---	---	5.192	---	---	---	
08/02/2016	14:49:58	3492		6.5744	---	---	---	20	---	---	---	1018.06	53.906	---	---	---	23.234	---	---	---	187.513	---	---	---	5.202	---	---	---	
08/02/2016	14:49:59	3493		6.5731	---	---	---	20	---	---	---	1018.05	53.896	---	---	---	23.237	---	---	---	187.528	---	---	---	5.204	---	---	---	
08/02/2016	14:50:00	3494		6.5701	---	---	---	20	---	---	---	1018.05	53.885	---	---	---	23.242	---	---	---	187.532	---	---	---	5.208	---	---	---	
08/02/2016	14:50:01	3495		6.569	---	---	---	20	---	---	---	1018.02	53.875	---	---	---	23.244	---	---	---	187.546	---	---	---	5.236	---	---	---	
08/02/2016	14:50:02	3496		6.5657	---	---	---	20	---	---	---	1018.03	53.875	---	---	---	23.25	---	---	---	187.583	---	---	---	5.235	---	---	---	
08/02/2016	14:50:03	3497		6.5659	---	---	---	20	---	---	---	1018.02	53.875	---	---	---	23.25	---	---	---	187.631	---	---	---	5.23	---	---	---	
08/02/2016	14:50:04	3498		6.5642	---	---	---	20	---	---	---	1018.05	53.875	---	---	---	23.253	---	---	---	187.67	---	---	---	5.217	---	---	---	
