Wreck ID;Strauss ID;Name;Parker Number;Sea area;Country;Region;Latitude;Longitude;Min depth;Max depth;Depth;Period;Dating;Earliest date;Latest date;Date range;Mid point of date range;Probability;Place of origin;Place of destination;Reference;Comments;Amphorae;Marble;Columns etc;Sarcophagi;Blocks;Marble type;Other cargo;Hull remains;Shipboard paraphernalia;Ship equipment;Estimated tonnage;Amphora type
8957;0;Ventotene 3;;;Italy;;0;0;0;0;;Roman Imperial;C1st AD;1;100;0;0;0;;;http://www.auroratrust.com/projects/italy/ventotene_2009_season.html;Shipwreck with mixed cargo of mortaria (mortars) and Italian wine amphorae (from Campania) measuring approximately 13 metres long and 4 metres wide. The height of the mortaria pile is approximately one metre. Some amphorae can be observed emerging from under the pile of mortaria. Although divided into two this site is very well preserved. Four mortaria were brought to the surface.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8958;0;Ventotene 4;;;Italy;;0;0;0;0;;Roman Imperial;C1st AD;1;100;0;0;0;;;http://www.auroratrust.com/projects/italy/ventotene_2009_season.html;Shipwreck with mixed cargo of Italian wine amphorae, glass frit, metal bars and as yet unidentified cylindrical objects. This site measures approximately 20 metres long and 5 metres wide and is relatively flat (not more that 50 cm off the seabed). Although not as complete as the first three sites the objects from this shipwreck are relatively well preserved.;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8959;0;Ventotene 5;;;Italy;;0;0;120;122;122;Late Roman;C5th AD;400;500;0;0;0;;;http://www.auroratrust.com/projects/italy/ventotene_2009_season.html;a very well preserved shipwreck with a cargo of North African amphorae (carrying garum) measuring approximately 12 metres long and 4 metres wide. The height of the amphorae, many if which are still stacked in their original position, is of just over two metres.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8960;0;Cartagena;;Western Mediterranean;Spain;Cartagena;0;0;63;65;65;Roman Republic;late C3rd-2nd BC;-225;-175;0;0;0;;;http://www.auroratrust.com/projects/spain/spain_2007_exploration.html;Pieces of ceramics formed a trail which led to a large homogeneous pile of amphorae stacked over two meters high.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8961;0;Malta (2006);;;Malta;;0;0;130;130;130;Greek;C 6th BC;-600;-500;0;0;0;;;http://www.auroratrust.com/projects/malta/malta_exploration_2008.html;Scattered remains of a wreck of amphorae;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8962;0;Rodon;;;Albania;;0;0;0;0;;Greek;late C6th- early C5th BC;-525;-475;0;0;0;Corinth;;http://www.rpmnautical.org/rodon.htm;Over 3km from shore;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8963;0;Qefalit Tile wreck;;;Albania;;0;0;0;0;;Hellenistic;C4th BC;-400;-300;0;0;0;Corinth;;http://www.rpmnautical.org/qefalit.htm   INA Annual 2008, 23;A fairly well preserved cargo of roofing tiles found 7km off shore measuring 15m by 6m;SAND;FALSK;FALSK;FALSK;FALSK;;The tile cargo is still stacked and forms an interlocking and compacted deposit. Pan and cover tiles are present of Corinthiam manufacture measuring 29 x 20 inches.;;;;0;
8964;0;Butrint 2;;;Albania;;0;0;0;0;;Roman Imperial;C1st-2nd AD;50;200;0;0;0;;;http://www.rpmnautical.org/butrint2.htm;;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8965;0;Butrint 3;;;Albania;;0;0;0;0;;Greek;C6th-5th BC;-600;-400;0;0;0;;;http://www.rpmnautical.org/butrint3.htm;A badly damaged wreck of Corinthian amphorae;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8966;0;Butrint 1;;Adriatic;Albania;;0;0;20;30;30;Hellenistic;C3rd BC;-300;-275;0;0;0;;;http://www.rpmnautical.org/sbutrint1.htm             INA Annual 2008 29-31;Located about 50m offshore, the cargo of this wreck is scattered and buried down a silt-laden incline, although most of the amphorae are situated at the bottom. Excavation is ongoing.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;A removable lead anchor stock 0.8m is possibly part of the same wreck.;0;
8967;0;Tilegrafo Bay;;;Greece;near Volos, Pagasitic Gulf;39,34463;22,95318;0;0;;Late Roman;late C4th AD;375;400;0;0;0;;;http://www.ienae.gr/e107EN/page.php?5;Eight  wrecks were discovered dating to the late Roman and Byzantine periods. One of these, Wreck 7, was considered worth investigating more thoroughly. Wreck 7 is located in Tilegrafo Bay, 5 nautical miles south of Amaliapoli, and dates to the late 4th c. of the Christian era, i.e. the later Roman period. This is a significant wreck, preserved in reasonably good condition, carrying wine amphorae of at least five different types. One of the four  was previously unknown to archaeologists.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8968;0;Korakia (Porto heli);;;Greece;Argolic Gulf;37,31266;23,1269;0;0;;Early Byzantine;C6th-7th AD;500;700;0;0;0;;;http://www.ienae.gr/e107EN/page.php?3;;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8969;0;Vlychos (Hydra);;;Greece;Argolic Gulf;37,34599;23,44757;0;0;;Early Byzantine;C6th-7th AD;500;700;0;0;0;;;http://www.ienae.gr/e107EN/page.php?3;;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8970;0;Trikeri;;;Greece;Argolic Gulf;0;0;0;0;;Early Byzantine;C6th-7th AD;500;700;0;0;0;;;http://www.ienae.gr/e107EN/page.php?3;;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8971;0;Metochi;;;Greece;Argolic Gulf;37,40721;23,39641;0;0;;Early Byzantine;C6th-7th AD;500;700;0;0;0;;;http://www.ienae.gr/e107EN/page.php?3;;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8972;0;Saranda 1;;;Albania;;0;0;78;78;78;Classical;C6th-5th BC;-600;-450;0;0;0;;;http://www.msnbc.msn.com/id/28963784/;A 20-inch long pottery jar, or amphora, used to transport wine and olive oil, and a smaller version found 260 feet deep were probably made in the southern Greek city of Corinth, in the 6th or early 5th centuries B.C. Both were recovered from a merchant ship that sank 1.8 miles off shore. Albanian archaeologist Adrian Anastasi said if the 6th century B.C. dating is confirmed, it would be only the fifth of its kind found in the world.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8973;0;Saranda 2;;;Albania;;0;0;0;0;78;Hellenistic;C4th BC;-400;-300;0;0;0;;;http://www.msnbc.msn.com/id/28963784/;a 4th century B.C. amphora and roof tiles;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8974;0;Saranda 3;;;Albania;;0;0;0;0;78;Roman Imperial;C1st-2nd AD;1;200;0;0;0;;;http://www.msnbc.msn.com/id/28963784/;north African jar from the 1st to 3rd centuries A.D.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8975;0;Saranda 4;;;Albania;;0;0;0;0;78;Roman Republic;C1st BC;-100;-1;0;0;0;;;http://www.msnbc.msn.com/id/28963784/;stone ship's anchor of the 2nd-1st century B.C;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8976;0;Boka Kotorska 2;;;Montenegro;;42,41527;18,70903;0;0;;Roman Republic;C2nd-1st BC;-200;-1;0;0;0;;;"J. Royal, INA Annual 2008 26-28; http://www.rpmnautical.org/bokakotorska2.htm";This Roman ship was found over 2km off shore , covering an area 20 x 17m, with many of its amphorae in their original stacked position.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8977;0;La Yuca Beach;;Western Mediterranean;Spain;;0;0;0;0;;;C2nd-3rd AD;175;225;0;0;0;;;http://www.sportesport.it/wrecksSP006.htm;"a Roman trade vessel carrying a cargo of marble statues and architectural elements, sunk off la Yuca beach near Benalmadena (Malaga) between the II and the III Century A.D. The cargo was probably destined to the construction of a temple beyond the Gibraltar Strait. the most interesting findings were the pieces of a  marble sculpture representing Artemis (above): the restored sculpture is now exposed in the Museum of Benalmadena. 
Some remains of the cargo still lie at a depth of -4m, 80m from the coast.";FALSK;SAND;SAND;FALSK;FALSK;;;;;;0;
8978;0;Rompetimones rock;;Western Mediterranean;Spain;Cadiz;0;0;0;0;;;;-30;20;0;0;0;;;http://www.sportesport.it/wrecksSP007.htm;Parts of a  large bronze statue (left), representing the Emperor Augustus have been recovered near the dangerous seiche known as Rompetimones (rudder-breaker), off Sancti Petri Island, near Cadiz. The bust, dressed with a rich armour, a leg and a hand were recovered from a depth of -2m.;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8979;0;Ship of Tarragona;;Western Mediterranean;Spain;;0;0;0;0;;;;50;150;0;0;0;;;http://www.sportesport.it/wrecksSP008.htm;"The ancient Ship of Tarragona was a Roman trade vessel carrying a cargo of marble columns and architectural elements, sunk off ""the Miracle Beach"" near Tarragona between the first and the second Century A.D. 
The cargo has been recovered and is now exhibited in Tarragona Museum";FALSK;SAND;SAND;FALSK;FALSK;;;;;;0;
8980;0;Sant Jordi;;Western Mediterranean;Spain;Majorca;0;0;0;0;;Roman Republic;C1st BC;-100;-80;0;0;0;;;http://www.sportesport.it/wrecksSP013.htm              M. Polzer, IJNA 37 (2008), 225-252         D. Colls, L'Epave de la Colonia de Sant Jordi 1 (Majorque) 1987;The ancient wreck known as the Ship of Sant Jordi 1 was a Roman trade vessel, carrying a cargo of amphorae, sunk near Sant Jordi (Mallorca Island) possibly between 100 and 80 B.C. Several archaeological campaigns have been brougt on since 1987, and a part of the cargo and fragments of the hull have been recovered.;SAND;FALSK;FALSK;FALSK;FALSK;;;Fragments;;A bobbin wooden toggle, possibly part of a fishing reel.;0;
8981;0;Pegli;;;;;0;0;0;0;;;C2nd BC;-200;-100;0;0;0;;;http://www.sportesport.it/wrecksLI002.htm;;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8982;0;Seno del Campese;;;Italy;Giglio;0;0;0;0;;;;-700;-600;0;0;0;;;http://www.sportesport.it/wrecksTI001.htm;An Etruscan trade vessel, sunk in Seno del Campese (Giglio Island) during the VII Century B.C. A number of terra-cotta oil lamps  and interesting Etruscan pottery samples  have been recovered from the wreck.;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8983;0;Cala del Diavolo;;;Italy;Isola di Montecristo,Tuscany;42,30612;10,31066;0;0;;Roman Republic;late C2nd-1st BC;-120;-10;0;0;0;;;http://www.sportesport.it/wrecksTI002.htm;A Roman trade vessel carrying a cargo of wine in Lamboglia 2 amphorae, and black Campanian pottery.;SAND;FALSK;FALSK;FALSK;FALSK;;Black Campanian pottery;;;A beautiful encrusted iron anchor was recovered from the wreck;0;
8984;0;Polyaigos;;Southern Aegean;Greece;Cyclades, near Kimolos;36,75729;24,54483;0;0;;Classical;end C5th-1st half C4th BC;-420;-350;0;0;0;;;http://www.balkantravellers.com/en/read/article/1720              http://www.in.gr/news/article.asp?IngEntityID=1099326&IngDtrID=253;The shipwreck, first spotted in 2004, was initially explored by underwater archaeologists in the fall of 2009. These excavations resulted in the discovery of valuable archaeological objects, including amphorae, ceramic vases and fragments of the vessel’s anchor. At least three types of amphorae were identified, one of which originated from ancient Peparithos (the island of Skopelos), while the others were closely identified with Classical Era amphorae workshops of the northern Aegean.;SAND;FALSK;FALSK;FALSK;FALSK;;Ceramic vases;;;Parts of the ship's anchor were also found;0;
8985;0;La Manga (Bajo de la Campana);;Western Mediterranean;Spain;Cartagena;0;0;0;0;;Phoenician;C7th BC;-620;-600;0;0;0;Cadiz?;;http://inadiscover.com/projects/all/southern_europe_mediterranean_aegean/bajo_de_la_campana_wrecks_spain/introduction/    M. Polzer, INA Quarterly 36.3 (2009), 10;Over 1400 objects have been collected from this wreck between Grosa Island and El Farallon Island. Two other wrecks have also been found at the site, a Punic one  (2nd century B.C.), and a Roman one (1st century A.D.) though Phoenician material predominated;SAND;FALSK;FALSK;FALSK;FALSK;;A cargo of ivory, amber and many ceramic objects. The 10 ivory tusks measure between 70 and 150 cm long and are inscribed with Phoenician writing. They have come from a race of elephants now thought to be extinct. Also on board were 28 small tin ingots, 2 copper ingots, hundres of galena (lead ore) nuggets) and stones containing silver and lead, and plates, bowls, several double-sided wooden combs, ivory knife handles, bronze needles and chandeliers.;Some of the hull timbers have been recovered, and the ship is estimated to have been c 15m long;A tiny stone cube that may be a gaming piece and a stone rod that appears to be a whetstone with what looks like Phoenician graffiti scratched onto the surface. Nuts and seeds including an acorn, a hazelnut and an olive pit give some idea of the provisions carried on board. A fluted stone pedestal may have been part of the ship's altar.;Pine cones and numerous large round ballast stones may come from this wreck or from one of the other 2 wrecks in the area.;0;
8986;0;Pseira;;;Greece;NE Crete;35,17766;25,85701;40;40;40m;Minoan;C18th-C17th BC;-1800;-1675;0;0;0;Eastern Crete;Crete;http://www.archaeology.org/1001/etc/minoan_shipwreck.html    http://www.timesonline.co.uk/tol/life_and_style/court_and_social/article7028160.ece;"The first Minoan Shipwreck. Six seasons of exploration, ending in 2009, revealed a narrow trail of pottery about 100 feet long at the northern end of the wreck, according to the US journal Archaeology. This broadened out over an area 65 by 50 feet, and Dr Hadjidaki estimates that the ship itself was between 32 and 50 feet long. It had capsized as it sank, spreading the cargo across the sea-bed. She believes the ship probably looked something like the one shown on a sealstone found on Pseira in 1991, with a beaked prow, high stern, and single mast anchored by ropes. It was probably a coasting vessel, delivering everyday goods to ports along the Cretan shore; whether it used a sails, oars or both is not known. More than 200 pottery vessels have been recovered, about 80 of which are complete enough to be identifiable as amphorae and large jars, used for shipping liquids such as wine and olive oil. Philip Betancourt has dated all the vessels to roughly 1800-1675BC, and the clay from which they were made suggests that the ship took on cargo at two or more locations in eastern Crete.";SAND;FALSK;FALSK;FALSK;FALSK;;Ceramics including jugs, cups and cooking pots.;;;;0;
8987;0;Chios Straits;;Northern Aegean;Greece;Chios;38,52761;26,18248;70;70;70m;Hellenistic;C4th BC;-400;-300;0;0;0;;;"B.P.  Foley and M.C. Hansson, Journal of Archaeological Science  35 (2008), 1169?76; Eleutheros Typos, Ta Nea 05/11/2007                           AR 51 (2004?2005), 90; AR 52 (2005?2006), 97    D. Sakellariou et al, IJNA 36 (2007), 365-381    B. Foley et al, Hesperia 78 (2009), 269-305                                                                                         http://www.whoi.edu/sbl/liteSite.do?litesiteid=2740&articleId=5698";A C4th BC wreck found in the straits between Chios and Oinousses during a 2004 sonar survey by HCMR scientists and Ephorate archaeologists. . Over 400 concentrated artefacts form a longitudinal body of high reflectivity which rises to by 1.5-2m above the sea floor.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8988;0;Protaras;;;Cyprus;Cape Greco, SE tip;0;0;5;9;9m;Roman Imperial;early C2nd AD;100;120;0;0;0;Cyprus;Cyprus?;http://www.inadiscover.com/cyprus/protaras.html                  http://heritage-key.com/blogs/bija-knowles/roman-shipwreck-coast-cyprus-was-carrying-french-wine         http://minervamagazine.com/news.asp?min_issue=JAN_FEB2010;A new wreck of the early imperial period was discovered in 2007. The site is badly damaged by wave action and strong currents, but the extent of the scatter and the presence of several interesting amphora types make it worthy of more intensive mapping and study. Dating probably around the very early 2nd century AD, the ship appears to have been carrying a mixed cargo in three or four amphora types. It is the only wreck of its date so far reported off the coast of Cyprus. The cargo’s generally regional character, interspersed with a few long-distance imports that were likely picked up locally at some port in the northeast Mediterranean, fits well with the wreck’s location not far offshore and may indicate an involvement in short-haul coasting commerce. About half the wreck is stil to be investigated.;SAND;FALSK;FALSK;FALSK;FALSK;;;;Storage and cooking items were also found;;0;
8989;0;Polyaigos (marble);;Southern Aegean;Greece;Polyaigos;36,73528;24,54483;0;0;;;;1;350;0;0;0;;;http://chronique.efa.gr/index.php/fiches/voir/544/          Dellaporta, A., Dimitriadou, Th., AD 54 (1999) [2006] B’2, p. 1031.;;FALSK;SAND;SAND;FALSK;FALSK;A single column of cipollino from Carystos was found that may come from an otherwise unknown wreck transporting architectural elements.;;;;;0;
8990;0;Agios Petros classical;;Aegean;Greece;Kyra-Panagia Island, Northern Sporades;39,29165;24,07653;0;0;;Classical;mid C5th BC;-475;-425;0;0;0;;;"F. Haniotis, Archaeologikon Deltion 49 (1994), 862-64; K. Delaporta et al, IJNA 35 (2006), 79-87";The earliest classical shipwreck found, with a cargo of Mendean amphorae.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8991;0;Portolafia 1;;;Greece;Attica;0;0;0;0;;Roman Imperial;C2nd-C3rd AD;100;250;0;0;0;;;http://chronique.efa.gr/index.php/fiches/voir/452/                Ethnos 05/11/2007;One of two shipwrecks 'probably from Pontos'?.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8992;0;Portolafia 2;;;;;0;0;0;0;;Byzantine;C12th AD;1100;1200;0;0;0;;;http://chronique.efa.gr/index.php/fiches/voir/452/                   Ethnos 05/11/2007;One of two wrecks found on the site.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8993;0;Megalo Stironisi;;;Greece;Attica;0;0;0;0;;;;;;0;0;0;;;http://chronique.efa.gr/index.php/fiches/voir/451/            Ethnos 05/11/2007;An antique tile wreck has been reported.;FALSK;FALSK;FALSK;FALSK;FALSK;;A cargo of tiles in sets of 6 and tied in large piles.;;;;0;
8994;0;Agios Andreas;;;Greece;Euboia;38,39534;23,72428;0;0;;Late Roman;C5th-6th AD;400;550;0;0;0;;;Ethnos 05/11/2007          http://chronique.efa.gr/index.php/fiches/voir/450/;A shipwreck was discovered with a cargo of C5th-6th AD amphorae;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8995;0;Petousi;;;Greece;Euboia;38,14937;24,16339;0;0;;Roman Imperial;C2nd-3rd AD;100;250;0;0;0;;;http://chronique.efa.gr/index.php/fiches/voir/449/       Ethnos 5/11/2007;A Roman shipwreck was found at this islet outside Styra. The cargo contained many 2nd?3rd Ct AD African amphorae for olive oil, of a type probably manufactured in Libya or Tunisia and generally found in the W Mediterranean (this is the first cargo in Greek waters).;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8996;0;Prophete Elie;;;Greece;Laconia;0;0;6;9;9m;Roman;C2nd AD;100;200;0;0;0;;;http://chronique.efa.gr/index.php/fiches/voir/131/                   Spondilis, H., AD 54 (1999) [2006] p. 1024.;A C2nd AD wreck;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8997;0;Plytra - Xyli Bay;;;Greece;Laconia;0;0;15;23;23m;Roman;;-150;400;0;0;0;;;http://chronique.efa.gr/index.php/fiches/voir/129/;A Roman wreck of metal pipes and anchors was discovered to the south-west of Pouda point.;FALSK;FALSK;FALSK;FALSK;FALSK;;Metal pipes?;;;Iron anchors.;0;
8998;0;Monemvasia - Kremmydi;;;Greece;Laconia;36,68148;23,05687;4;7;7m;Roman;C1st-4th AD;1;350;0;0;0;;;"http://chronique.efa.gr/index.php/fiches/voir/127/                   Dellaporta, A., AD 54 (1999) [2006], p. 1023.
Spondilis, H., AD 54 (1999) [2006], p. 1025.";Three Roman wrecks are reported in the bay of Kremmydi;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
8999;0;Ashkelon Hellenistic/Roman;;Eastern Mediterranean;Israel;;;0;3;4;4m;Roman Republic;C2nd-1st BC;-200;-1;0;0;0;;;E. Galili et al, IJNA (2010) 39.1, 125-145;Discovered about 80-100m off the coast, the site covers an area of 30 x30m although the heavy artefacts were concentrated over an area 15 x 15m. The main cargo of this medium-sized ship must have been perishable as there are no signs of it. An interesting feature is the carpenter's set of new nails (cf a Hellenistic wreck from Apollonia and a Byzantine wreck south of Haifa).;FALSK;FALSK;FALSK;FALSK;FALSK;;;Five broken, twisted and torn fragments of lead sheathing. Planks with a thickness of 4-5cm and the scattered nails indicate that the ship measured 15-25m.;Sixteen lead artefacts definable as fishing gear sinkers, three of which are decorated with patterns and unidentifiable inscriptions. Eight bronze weights with an inner lead core weighing between 0.9kg to 26 kg were also recovered along with three bronze balance scales. A set of bronze vessels were found in a relatively small area 3 x3m comprising an oil lamp, 2 ladles and an (incense?) shovel possibly used as a ceremonial group - other Israeli finds indicate ritual activities were carried out on board Greco-Roman ships. A metre long bronze trumpet was also found, an unusual find on a wreck site but it may well have had a nautical use like the modern fog horn.;Four iron anchors (1.5-2m long) were found, a pair of 2-armed anchors with their stocks not inserted and two 1-armed anchors with their stocks in place. The 2-armed anchors can be classified as Kapitan intermediate type between A and B, thus dating them to the C2nd-1st BC, whilst 1-armed anchors from antiquity are relatively rare (another was found on the Ma'agan Michael wreck). Both used and unused copper alloy nails with round cross-section were also found - 53 new, straight nails in an area 2m x 2m, probably belonging to the ship's carpenter, whilst the old ones were spread over the site. Generally in Israel, nails of this type come from Hellenistic/Roman ships, cf Megadim wreck. A lead sounding weight was found nearby but its late from means it  may be an intrusion and not from this wreck.;0;
9000;0;Yenikapi;;;Turkey;Istanbul;41,00447;28,95249;0;0;0m;Byzantine;7th-11th AD;600;1099;0;0;0;;;U. Kocabas (ed.), The Old ships of the New Gate, vol I (2008)                               http://inadiscover.com/projects/all/southern_europe_mediterranean_aegean/yenikapi_harbor_wrecks_turkey/introduction/;Thirty-four wrecks have been found in the remains of a former harbour, the Portus Theodosiacus, and are in the process of being excavated. One is a galley and at least 9 are merchant ships measuring from 8m to 19m.;FALSK;FALSK;FALSK;FALSK;FALSK;;;Many of the timbers are well preserved, with original tool marks and intricate detail.;;;0;
9001;0;Cala Sant Vicents 2;;Western Mediterranean;Spain;Majorca;0;0;6;6;6m;Greek;late C6th BC;-520;-500;0;0;0;;;X. Nieto and M Santos, El Vaixell Grec Arcaic de Cala Sant Vicenc (2008);Excavated in 2002 and 2004, this ship seems to have been sunk when it came loose from its moorings in the bay and hit the submerged rocks. It is the largest wholly-sewn Greek ship yet to be studied at 20-22m long. 6.3m wide and c 2.1m depth of hold.;SAND;FALSK;FALSK;FALSK;FALSK;;Bundles of iron tools, some tin ingots, baskets and grain-rubbers.;Only nine pine strakes and four oak frames survive. A false keel was fastened to the bottom of the keel by false tenons and the frames are similar to those of other archaic wrecks.;A necklace of glass beads. A fair amount of tableware, much of it 'Ionian bowls' as well as black-glazed, black-figured (without the figures!), Massiliot etc pottery, various lamps and mortaria. Some cooking ware and a pierced ceramic disc of a widespread type which here mught be a net- rather than a loom- weight. A basekt-lined bronze helmet and a repaired ladle, a goldsmith's mould, a carved wooden box-lid (cf one from Giglio Campse wreck) and a bracelet of lignite were also found.;;0;
9002;0;Porto Palermo;;;Albania;;0;0;0;0;;Late Roman;C4th AD;400;500;0;0;0;;;J. Royal, INA Annual 2008 26-28;A cargo of mainly African amphorae has been found during an ongoing exploration of the Illyrian coast.;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
9003;0;Boka Kotorska  1;;;Montenegro;;42,41756;18,70731;0;0;;Roman Imperial;C1st-3rd AD;1;300;0;0;0;;;"J Royal, INA Annual 2008, 26-28; http://www.rpmnautical.org/bokakotorska1.htm";A cargo of tiles comprise a large shipment on what must have been a vessel of significant dimensions now spread over an area 25 x 7m;FALSK;FALSK;FALSK;FALSK;FALSK;;Pan tiles and cover tiles are in several stacks, many of which are now postitioned vertically. The pan tiles measure c 65 x 45 cm with flanges angled at 90 degrees and are characteristic of Roman manufacture during the Imperial period.;;;;0;
9004;0;Kekova Adasi;;;Turkey;Antalya;0;0;8;25;25m;Archaic;C7th BC;-700;-600;0;0;0;;;E. Greene et al, INA Annual 2008, 65-68;The wreck was first discovered in 1983 and has been recently revisited by INA. Its cargo was primarily held in basket-handle amphorae from the Cypro-Levantine coast, along with a number of SE Aegean and Corinthian amphorae.;SAND;FALSK;FALSK;FALSK;FALSK;;;;Coarse ware includes large fragments of 2 mortaria and a roof tile.;Ballast stones of round rivertine rocks;0;
9005;0;Arapya Gulf;;Black Sea;Bulgaria;;0;0;0;0;;Late Roman/ Byzantine;C4th-6th AD;300;600;0;0;0;;;S. Stanimirov, Archaeologia Bulgarica 7 (2003), 1-34;;FALSK;FALSK;FALSK;FALSK;FALSK;;Table ceramics, glass pots;;Two coins;;0;
9006;0;Ropotamo River;;Black Sea;Bulgaria;;0;0;0;0;;;late C4th-early C6th AD;375;525;0;0;0;Asia Minor;Tera??;S. Stanimirov, Archaeologia Bulgarica 7 (2003), 1-34;;FALSK;FALSK;FALSK;FALSK;FALSK;;Luxury ceramics from Asia Minor;;;;0;
9007;0;Sozopol;;Black Sea;Bulgaria;;0;0;0;0;;Hellenistic;C3rd BC;-300;-200;0;0;0;Herakleia Pontica;Apollonia;S. Stanimirov, Archaeologia Bulgarica 7 (2003), 1-34;;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
9008;0;Pomorie 1-5;;Black Sea;Bulgaria;;0;0;0;0;;Byzantine;C5th-6th AD;400;600;0;0;0;;;S. Stanimirov, Archaeologia Bulgarica 7 (2003), 1-34;Five wrecks of cargoes of amphorae;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
9009;0;Pomorie 6;;Black Sea;Bulgaria;;0;0;6;6;6m;Byzantine;C5th-6th AD;400;600;0;0;0;Constantinople;Anhialo;S. Stanimirov, Archaeologia Bulgarica 7 (2003), 1-34;A cargo of tiles;FALSK;FALSK;FALSK;FALSK;FALSK;;Tiles;;;;0;
9010;0;Ravda;;Black Sea;Bulgaria;;0;0;0;0;;Classical Greek;mid C5th BC;-475;-450;0;0;0;Chios;Mesembria;S. Stanimirov, Archaeologia Bulgarica 7 (2003), 1-34;;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
9011;0;Nesebar 1;;Black Sea;Bulgaria;;0;0;0;0;;Classical Greek;C5th BC;-500;-400;0;0;0;Chios;Mesembria;S. Stanimirov, Archaeologia Bulgarica 7 (2003), 1-34;;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
9012;0;Nesebar 2;;Black Sea;Bulgaria;;0;0;0;0;;Hellenistic;late C4th-early 3rd BC;-325;-280;0;0;0;Aegean;Mesembria;S. Stanimirov, Archaeologia Bulgarica 7 (2003), 1-34;;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
9013;0;Cape Cherni nos 1;;Black Sea;Bulgaria;;0;0;0;0;;Byzantine;C5th-6th AD;400;600;0;0;0;;;S. Stanimirov, Archaeologia Bulgarica 7 (2003), 1-34;;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
9014;0;Varna;;Black Sea;Bulgaria;;0;0;0;0;;Hellenistic;C4th BC;-400;-300;0;0;0;Chios;Odessos;S. Stanimirov, Archaeologia Bulgarica 7 (2003), 1-34;A cargo of amphorae was found 100-150m east of the shipyard of Vanya;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
9015;0;Lazuran bryag;;Black Sea;Bulgaria;;0;0;8;8;8.5m;Byzantine;C5th AD;400;500;0;0;0;;;S. Stanimirov, Archaeologia Bulgarica 7 (2003), 1-34;Cargo has been found from 2 ships.;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;0;
9016;0;Cape Chirakman, Kaliakra 1-2;;Black Sea;Bulgaria;;0;0;0;0;;Hellenistic;;-330;-50;0;0;0;;;S. Stanimirov, Archaeologia Bulgarica 7 (2003), 1-34;The cargoes of two Hellenistic wrecks have been found.;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;0;
9017;0;Cape Chirakman, Kaliakra 3-5;;Black Sea;Bulgaria;;0;0;0;0;;early Byzantine;;400;800;0;0;0;;;S. Stanimirov, Archaeologia Bulgarica 7 (2003), 1-34;Cargoes from 3 early Byzantine wrecks have been found.;FALSK;FALSK;FALSK;FALSK;FALSK;;;;;;0;
9018;0;Port Kavarna;;Black Sea;Bulgaria;;0;0;0;0;;Hellenistic;C4th BC;-400;-370;0;0;0;Herakleia Pontica;Bizone;S. Stanimirov, Archaeologia Bulgarica 7 (2003), 1-34;;SAND;FALSK;FALSK;FALSK;FALSK;;;;;;0;
