LEVEL	NAME	ROLLUP	ASSIGN	TAXID	REL_ABU
species	Citrobacter sp. 50677481	1	1	1736699	0.0000
species	Enterobacter sp. 50588862	1	1	1736698	0.0000
species	Methylococcus capsulatus	1	1	414	0.0000
species	Aquitalea magnusonii	1	1	332411	0.0000
species	Microvirga sp. BSC39	1	1	1549810	0.0000
species	Xanthomonas phaseoli	1	1	1985254	0.0000
species	[Clostridium] hiranonis	1	1	89152	0.0000
species	Xenorhabdus szentirmaii	1	1	290112	0.0000
species	Microbacterium gorillae	1	1	1231063	0.0000
species	Chromobacterium pseudoviolaceum	1	1	686830	0.0000
species	Liberibacter crescens	1	1	1273132	0.0000
species	Rhizobium rhizosphaerae	1	1	1672749	0.0000
species	Roseovarius albus	1	1	1247867	0.0000
species	Sinorhizobium fredii	1	1	380	0.0000
species	Mesorhizobium loti	1	1	381	0.0000
species	Streptococcus sp. F0442	1	1	999425	0.0000
species	Halalkalibacillus halophilus	1	1	392827	0.0000
species	Polynucleobacter sp. QLW-P1DATA-2	1	1	1743167	0.0000
species	Denitrovibrio acetiphilus	1	1	118000	0.0000
species	Clostridium oryzae	1	1	1450648	0.0000
species	Streptobacillus notomytis	1	1	1712031	0.0000
species	Cellvibrionaceae bacterium 017	1	1	1737490	0.0000
species	Treponema saccharophilum	1	1	165	0.0000
species	Bacillus sp. 1NLA3E	1	1	666686	0.0000
species	Halomonas desiderata	1	1	52021	0.0000
species	Cronobacter dublinensis	1	1	413497	0.0000
species	Bacillus oryziterrae	1	1	1191699	0.0000
species	Dickeya zeae	1	1	204042	0.0000
species	Methylobacillus sp. MM2	1	1	1848039	0.0000
species	Pseudomonas psychrotolerans	1	1	237610	0.0000
species	Sphingopyxis terrae	1	1	33052	0.0000
species	Roseobacter sp. CCS2	1	1	391593	0.0000
species	Serratia sp. TEL	1	1	1656220	0.0000
species	Streptococcus sp. DD10	1	1	1777878	0.0000
species	Shigella sp. FC2175	1	1	1898680	0.0000
species	Sulfurimonas hongkongensis	1	1	1172190	0.0000
species	Acinetobacter bereziniae	1	1	106648	0.0000
species	Ruegeria halocynthiae	1	1	985054	0.0000
species	Serinicoccus marinus	1	1	247333	0.0000
species	Enterococcus sp. 10A9_DIV0425	1	1	1987383	0.0000
species	Mycobacterium sp. 1100029.7	1	1	1834067	0.0000
species	Pseudomonas sp. HMSC063H08	1	1	1739428	0.0000
species	Agrobacterium larrymoorei	1	1	160699	0.0000
species	Staphylococcus sp. HMSC068D05	1	1	1739420	0.0000
species	Pseudomonas citronellolis	1	1	53408	0.0000
species	Staphylococcus sp. EGD-HP3	1	1	1357269	0.0000
species	Mycobacterium gordonae	1	1	1778	0.0000
species	Exiguobacterium aurantiacum	1	1	33987	0.0000
species	Devosia psychrophila	1	1	728005	0.0000
species	Thaumasiovibrio subtropicus	1	1	1891207	0.0000
species	Mesorhizobium alhagi	1	1	475067	0.0000
species	blood disease bacterium A2-HR MARDI	1	1	1944648	0.0000
species	Tistrella mobilis	1	1	171437	0.0000
species	Dongia sp. URHE0060	1	1	1380391	0.0000
species	Staphylococcus sp. HMSC055A09	1	1	1715121	0.0000
species	Edwardsiella ictaluri	1	1	67780	0.0000
species	Sphingobium baderi	1	1	1332080	0.0000
species	Bosea sp. WAO	1	1	406341	0.0000
species	Sneathia amnii	1	1	187101	0.0000
species	Enterobacter cloacae complex sp. CIDEIMsCOL1	1	1	1870931	0.0000
species	Nitrincola lacisaponensis	1	1	267850	0.0000
species	Bacillus circulans	1	1	1397	0.0000
species	Synechococcus sp. JA-3-3Ab	1	1	321327	0.0000
species	Altererythrobacter marensis	1	1	543877	0.0000
species	Methylocystis sp. SB2	1	1	743836	0.0000
species	Faecalibacterium prausnitzii	1	1	853	0.0000
species	Staphylococcus sp. HMSC074C12	1	1	1715011	0.0000
species	Bacillus aquimaris	1	1	189382	0.0000
species	Clostridiales bacterium mt11	1	1	1686289	0.0000
species	Ruegeria atlantica	1	1	81569	0.0000
species	Bacillus soli	1	1	220688	0.0000
species	Clostridium intestinale	1	1	36845	0.0000
species	Bacillus novalis	1	1	220687	0.0000
species	Herbaspirillum aquaticum	1	1	568783	0.0000
species	Novibacillus thermophilus	1	1	1471761	0.0000
species	secondary endosymbiont of Ctenarytaina eucalypti	1	1	1199245	0.0000
species	Tumebacillus sp. AR23208	1	1	1903704	0.0000
species	Bacillus sp. UNC438CL73TsuS30	1	1	1340434	0.0000
species	Agrobacterium sp. DSM 25558	1	1	1907665	0.0000
species	Methanothermus fervidus	1	1	2180	0.0000
species	Devosia limi	1	1	288995	0.0000
species	Pseudorhizobium pelagicum	1	1	1509405	0.0000
species	Deinococcus apachensis	1	1	309886	0.0000
species	Enterobacter sp. IF2SW-B1	1	1	1841143	0.0000
species	[Eubacterium] saphenum	1	1	51123	0.0000
species	Pseudomonas azotifigens	1	1	291995	0.0000
species	Shimia marina	1	1	321267	0.0000
species	Bacillus horneckiae	1	1	549687	0.0000
species	Arenimonas metalli	1	1	948077	0.0000
species	Salimicrobium jeotgali	1	1	1230341	0.0000
species	Hirschia baltica	1	1	2724	0.0000
species	Nesiotobacter exalbescens	1	1	197461	0.0000
species	Thioclava sp. IC9	1	1	1973007	0.0000
species	Vagococcus lutrae	1	1	81947	0.0000
species	Candidatus Symbiobacter mobilis	1	1	1436290	0.0000
species	Staphylococcus sp. HMSC36D12	1	1	1608871	0.0000
species	Staphylococcus sp. HMSC55F09	1	1	1608875	0.0000
species	Staphylococcus sp. HMSC56B09	1	1	1608876	0.0000
species	Staphylococcus sp. HMSC57B03	1	1	1608878	0.0000
species	Alkalibacter saccharofermentans	1	1	235931	0.0000
species	Domibacillus sp. SAB 38	1	1	1714355	0.0000
species	Pacificimonas flava	1	1	1234595	0.0000
species	Acinetobacter sp. NIPH 817	1	1	520708	0.0000
species	Thiomonas sp. FB-6	1	1	1158291	0.0000
species	Staphylococcus sp. HMSC12H08	1	1	1581092	0.0000
species	Psychrobacter lutiphocae	1	1	540500	0.0000
species	Candidatus Solibacter usitatus	1	1	332163	0.0000
species	Acinetobacter sp. ANC 4648	1	1	1977875	0.0000
species	Xylophilus sp. Leaf220	1	1	1735686	0.0000
species	Sphingomonadales bacterium EhC05	1	1	1849171	0.0000
species	Caulobacteraceae bacterium TH1-2	1	1	1978549	0.0000
species	Anaerobacillus macyae	1	1	157733	0.0000
species	Beggiatoa leptomitiformis	1	1	319938	0.0000
species	Methylobacterium populi	1	1	223967	0.0000
species	Cosenzaea myxofaciens	1	1	184072	0.0000
species	Lactobacillus johnsonii	1	1	33959	0.0000
species	Paenibacillus alginolyticus	1	1	59839	0.0000
species	Stappia indica	1	1	538381	0.0000
species	Oceanicaulis sp. HL-87	1	1	1479238	0.0000
species	Aestuariivita boseongensis	1	1	1470562	0.0000
species	Streptococcus sp. HMSC10A01	1	1	1581076	0.0000
species	Bordetella pertussis	1	1	520	0.0000
species	Paenibacillus darwinianus	1	1	1380763	0.0000
species	Paenibacillus wynnii	1	1	268407	0.0000
species	Staphylococcus sp. HMSC10C03	1	1	1581078	0.0000
species	Methanobrevibacter cuticularis	1	1	47311	0.0000
species	Sphingomonas sp. URHD0057	1	1	1380389	0.0000
species	Negativibacillus massiliensis	1	1	1871035	0.0000
species	Methanobrevibacter wolinii	1	1	190977	0.0000
species	Defluviimonas sp. 20V17	1	1	1417296	0.0000
species	Arsenophonus symbiont of Lipoptena fortisetosa	1	1	634113	0.0000
species	Pseudoxanthomonas sp. GW2	1	1	1211114	0.0000
species	Pseudomonas sp. P179	1	1	1125698	0.0000
species	Blattabacterium sp. (Blattella germanica)	1	1	624186	0.0000
species	Staphylococcus sp. HMSC035F01	1	1	1715068	0.0000
species	Klebsiella sp. KGM-IMP216	1	1	1714265	0.0000
species	Mariniradius saccharolyticus	1	1	1245591	0.0000
species	Geoalkalibacter ferrihydriticus	1	1	392333	0.0000
species	Microbacterium sp. MRS-1	1	1	1451261	0.0000
species	Citrobacter sp. JT3	1	1	1451265	0.0000
species	Pseudomonas costantinii	1	1	168469	0.0000
species	Afipia sp. P52-10	1	1	1429916	0.0000
species	Pseudomonas denitrificans (nomen rejiciendum)	1	1	43306	0.0000
species	Anaerobranca californiensis	1	1	182411	0.0000
species	Aerococcus urinaehominis	1	1	128944	0.0000
species	Loktanella sp. S4079	1	1	579483	0.0000
species	Erythrobacter litoralis	1	1	39960	0.0000
species	Acinetobacter sp. 272263	1	1	1310639	0.0000
species	Dokdonella koreensis	1	1	323415	0.0000
species	Mesorhizobium australicum	1	1	536018	0.0000
species	Pseudomonas endophytica	1	1	1563157	0.0000
species	Aurantimonas manganoxydans	1	1	651183	0.0000
species	Acinetobacter qingfengensis	1	1	1262585	0.0000
species	Kurthia massiliensis	1	1	1033739	0.0000
species	bacterium endosymbiont of Pedicinus badii	1	1	1719126	0.0000
species	Streptomyces purpureus	1	1	1951	0.0000
species	Serratia sp. M24T3	1	1	932213	0.0000
species	Dakarella massiliensis	1	1	1506471	0.0000
species	Pseudomonas jinjuensis	1	1	198616	0.0000
species	Pseudomonas graminis	1	1	158627	0.0000
species	Colwellia piezophila	1	1	211668	0.0000
species	Pseudomonas sp. HMSC066B03	1	1	1739334	0.0000
species	Urinacoccus massiliensis	1	1	1723382	0.0000
species	Sulfitobacter sp. EhC04	1	1	1849168	0.0000
species	Pseudomonas caeni	1	1	521720	0.0000
species	Nocardia flavorosea	1	1	53429	0.0000
species	Bacillus aidingensis	1	1	384933	0.0000
species	Pseudomonas monteilii	1	1	76759	0.0000
species	Corynebacterium diphtheriae	1	1	1717	0.0000
species	Hydrogenophaga sp. PML113	1	1	1899350	0.0000
species	Enterococcus casseliflavus	1	1	37734	0.0000
species	Nocardiopsis gilva	1	1	280236	0.0000
species	Acinetobacter junii	1	1	40215	0.0000
species	Candidatus Ruthia magnifica	1	1	386487	0.0000
species	Kosakonia oryzae	1	1	497725	0.0000
species	Salinicoccus halodurans	1	1	407035	0.0000
species	Anaeromyxobacter dehalogenans	1	1	161493	0.0000
species	Paraburkholderia heleia	1	1	634127	0.0000
species	Desulfosporosinus sp. I2	1	1	1617025	0.0000
species	Rhodobacteraceae bacterium HIMB11	1	1	1366046	0.0000
species	Bacillus jeotgali	1	1	129985	0.0000
species	Serratia sp. Leaf51	1	1	1736224	0.0000
species	Nitrospina gracilis	1	1	35801	0.0000
species	Fictibacillus gelatini	1	1	225985	0.0000
species	Erwinia tasmaniensis	1	1	338565	0.0000
species	Comamonadaceae bacterium CCH4-C5	1	1	1768804	0.0000
species	Rhizobium sp. CIAT894	1	1	2020312	0.0000
species	marine gamma proteobacterium HTCC2143	1	1	247633	0.0000
species	Pontibacter korlensis	1	1	400092	0.0000
species	Aureimonas frigidaquae	1	1	424757	0.0000
species	Rubritepida flocculans	1	1	182403	0.0000
species	Risungbinella massiliensis	1	1	1329796	0.0000
species	Methylibium sp. CF059	1	1	1500261	0.0000
species	Bacillus smithii	1	1	1479	0.0000
species	Halomonas sp. CSM-2	1	1	1975722	0.0000
species	Carnobacterium sp. ZWU0011	1	1	1339243	0.0000
species	Tangfeifania diversioriginum	1	1	1168035	0.0000
species	Marinobacterium jannaschii	1	1	64970	0.0000
species	Hyphomonas sp. Mor2	1	1	1906738	0.0000
species	Burkholderia dolosa	1	1	152500	0.0000
species	Dickeya dadantii	1	1	204038	0.0000
species	Bradyrhizobium erythrophlei	1	1	1437360	0.0000
species	Aquabacterium sp. NJ1	1	1	1538295	0.0000
species	Verrucomicrobia bacterium IMCC26134	1	1	1637999	0.0000
species	Microvirga massiliensis	1	1	1033741	0.0000
species	Neisseria dentiae	1	1	194197	0.0000
species	Nocardia otitidiscaviarum	1	1	1823	0.0000
species	Staphylococcus sp. HMSC065C10	1	1	1739325	0.0000
species	Weissella oryzae	1	1	1129792	0.0000
species	Sporomusa malonica	1	1	112901	0.0000
species	Thalassospira alkalitolerans	1	1	1293890	0.0000
species	Rhizobiales bacterium HL-109	1	1	1653334	0.0000
species	Enterobacter sp. MGH 10	1	1	1329819	0.0000
species	Halobacillus sp. BBL2006	1	1	1543706	0.0000
species	Neisseria sicca	1	1	490	0.0000
species	Acidovorax sp. NO-1	1	1	512030	0.0000
species	Streptococcus sinensis	1	1	176090	0.0000
species	Staphylococcus sp. HMSC072E01	1	1	1739457	0.0000
species	Candidatus Berkiella cookevillensis	1	1	437022	0.0000
species	Pleomorphomonas koreensis	1	1	257440	0.0000
species	Thioalkalivibrio sp. ALJT	1	1	1158146	0.0000
species	Oceanibulbus indolifex	1	1	225422	0.0000
species	Orientia tsutsugamushi	1	1	784	0.0000
species	Anoxybacillus sp. 103	1	1	1919277	0.0000
species	Pseudomonas sp. ML96	1	1	1523503	0.0000
species	Streptococcus marimammalium	1	1	269666	0.0000
species	Oligotropha carboxidovorans	1	1	40137	0.0000
species	Rhizobium sp. YS-1r	1	1	1532558	0.0000
species	Novosphingobium sp. B 225	1	1	1961849	0.0000
species	Carnobacterium sp. CP1	1	1	1564681	0.0000
species	Caryophanon tenue	1	1	33978	0.0000
species	Lactobacillus casei	1	1	1582	0.0000
species	Methylobacterium sp. B34	1	1	95563	0.0000
species	Sphingobium sp. MI1205	1	1	407020	0.0000
species	Shimia sp. SK013	1	1	1389006	0.0000
species	Singulisphaera acidiphila	1	1	466153	0.0000
species	Afipia felis	1	1	1035	0.0000
species	Yersinia pseudotuberculosis	1	1	633	0.0000
species	Edwardsiella tarda	1	1	636	0.0000
species	Arsenophonus nasoniae	1	1	638	0.0000
species	Enterobacter sp. SENG-6	1	1	1247402	0.0000
species	Rickettsia canadensis	1	1	788	0.0000
species	Staphylococcus sp. HMSC069E10	1	1	1715041	0.0000
species	Eubacterium sp. 68-3-10	1	1	1261640	0.0000
species	Clostridium sp. L74	1	1	1560217	0.0000
species	Lactobacillus hokkaidonensis	1	1	1193095	0.0000
species	Massilibacterium senegalense	1	1	1632858	0.0000
species	Sporosarcina sp. HYO08	1	1	1759557	0.0000
species	Staphylococcus sp. AL1	1	1	861530	0.0000
species	Hydrocarboniphaga daqingensis	1	1	490188	0.0000
species	Ruegeria conchae	1	1	981384	0.0000
species	Bacteroides pyogenes	1	1	310300	0.0000
species	Dickeya paradisiaca	1	1	69223	0.0000
species	Pseudooceanicola marinus	1	1	396013	0.0000
species	Devosia sp. Leaf64	1	1	1736229	0.0000
species	Bacteroides gallinarum	1	1	376806	0.0000
species	Bacteroides dorei	1	1	357276	0.0000
species	Sandarakinorhabdus limnophila	1	1	210512	0.0000
species	Megasphaera sp. MJR8396C	1	1	1603888	0.0000
species	Geobacter sp. DSM 9736	1	1	1277350	0.0000
species	Sulfitobacter sp. HI0054	1	1	1822238	0.0000
species	Acinetobacter sp. 88816	1	1	1310761	0.0000
species	Streptococcus infantarius	1	1	102684	0.0000
species	Woodsholea maritima	1	1	240237	0.0000
species	Methyloceanibacter stevinii	1	1	1774970	0.0000
species	Ruegeria sp. CECT 5091	1	1	1715692	0.0000
species	Hyphomonas adhaerens	1	1	81029	0.0000
species	uncultured bacterium pMCBF6	1	1	429581	0.0000
species	Pseudomonas sp. EGD-AK9	1	1	1386078	0.0000
species	Bacillus vietnamensis	1	1	218284	0.0000
species	Porphyrobacter mercurialis	1	1	1572751	0.0000
species	Acinetobacter seifertii	1	1	1530123	0.0000
species	Butyricicoccus pullicaecorum	1	1	501571	0.0000
species	Cloacibacterium normanense	1	1	237258	0.0000
species	Corallococcus coralloides	1	1	184914	0.0000
species	Enterococcus cecorum	1	1	44008	0.0000
species	Bacillus manliponensis	1	1	574376	0.0000
species	Lactobacillus plantarum	1	1	1590	0.0000
species	Pseudomonas amygdali	1	1	47877	0.0000
species	Pseudomonas sp. GM49	1	1	1144331	0.0000
species	Xylanimonas cellulosilytica	1	1	186189	0.0000
species	Neisseria sp. HMSC03D10	1	1	1581049	0.0000
species	Viridibacillus arvi	1	1	263475	0.0000
species	Propionibacterium sp. HMSC067A01	1	1	1739486	0.0000
species	Corynebacterium sp. HMSC074C01	1	1	1739482	0.0000
species	Ruminococcus sp. JC304	1	1	1095771	0.0000
species	Methylosinus sp. LW4	1	1	136993	0.0000
species	Mesorhizobium sp. AA23	1	1	1854058	0.0000
species	Nitrospirillum amazonense	1	1	28077	0.0000
species	Amphibacillus xylanus	1	1	1449	0.0000
species	Actinobacillus succinogenes	1	1	67854	0.0000
species	Neisseria lactamica	1	1	486	0.0000
species	Neisseria flavescens	1	1	484	0.0000
species	Neisseria cinerea	1	1	483	0.0000
species	Leisingera methylohalidivorans	1	1	133924	0.0000
species	Acidaminococcus timonensis	1	1	1871002	0.0000
species	Arsenicicoccus bolidensis	1	1	229480	0.0000
species	Enterobacter cloacae complex sp. 35699	1	1	1619248	0.0000
species	Methylotenera mobilis	1	1	359408	0.0000
species	Marinomonas aquimarina	1	1	295068	0.0000
species	Mesorhizobium huakuii	1	1	28104	0.0000
species	Actinomyces vaccimaxillae	1	1	183916	0.0000
species	Pseudomonas sp. Bc-h	1	1	1943632	0.0000
species	Pseudomonas sp. HMSC064G05	1	1	1715204	0.0000
species	Halomonas sp. TD01	1	1	999141	0.0000
species	Caballeronia choica	1	1	326476	0.0000
species	Thermosipho melanesiensis	1	1	46541	0.0000
species	Paraburkholderia sprentiae	1	1	948107	0.0000
species	Nocardioides luteus	1	1	1844	0.0000
species	Amorphus coralli	1	1	340680	0.0000
species	Virgibacillus sp. LM2416	1	1	2017483	0.0000
species	Pseudomonas sp. 2_1_26	1	1	665948	0.0000
species	Psychrobacter sp. 1501(2011)	1	1	1002339	0.0000
species	Pseudomonas taeanensis	1	1	574962	0.0000
species	Fusobacterium russii	1	1	854	0.0000
species	Staphylococcus sp. HMSC74D05	1	1	1608903	0.0000
species	Staphylococcus sp. HMSC74F04	1	1	1608904	0.0000
species	Staphylococcus sp. HMSC74G05	1	1	1608907	0.0000
species	Staphylococcus sp. HMSC74G01	1	1	1608906	0.0000
species	Anaerobacillus alkalidiazotrophicus	1	1	472963	0.0000
species	Enterococcus saccharolyticus	1	1	41997	0.0000
species	Chelatococcus sambhunathii	1	1	363953	0.0000
species	Staphylococcus sp. HMSC075C08	1	1	1739274	0.0000
species	Microvirga vignae	1	1	1225564	0.0000
species	Polycyclovorans algicola	1	1	616992	0.0000
species	Cohnella laeviribosi	1	1	380174	0.0000
species	Macrococcus canis	1	1	1855823	0.0000
species	Janthinobacterium sp. Marseille	1	1	375286	0.0000
species	Treponema endosymbiont of Eucomonympha sp.	1	1	1580831	0.0000
species	Pseudomonas sp. R37(2017)	1	1	1981685	0.0000
species	Lachnospiraceae bacterium V9D3004	1	1	1410632	0.0000
species	Bacillus sp. FJAT-21945	1	1	1581033	0.0000
species	Serratia odorifera	1	1	618	0.0000
species	Staphylococcus sp. HMSC062A01	1	1	1715194	0.0000
species	Azospirillum halopraeferens	1	1	34010	0.0000
species	Staphylococcus sp. HMSC074C02	1	1	1715199	0.0000
species	Pseudomonas sp. HMSC073F05	1	1	1739490	0.0000
species	Pantoea stewartii	1	1	66269	0.0000
species	Virgibacillus pantothenticus	1	1	1473	0.0000
species	Streptococcus salivarius	1	1	1304	0.0000
species	Streptococcus thermophilus	1	1	1308	0.0000
species	Devosia sp. Root685	1	1	1736587	0.0000
species	Vibrio ostreicida	1	1	526588	0.0000
species	Erwinia toletana	1	1	92490	0.0000
species	Skermanella aerolata	1	1	393310	0.0000
species	Oceanobacillus jeddahense	1	1	1462527	0.0000
species	Corynebacterium durum	1	1	61592	0.0000
species	Acidiphilium sp. JA12-A1	1	1	1464546	0.0000
species	Novosphingobium lentum	1	1	145287	0.0000
species	Lactobacillus acetotolerans	1	1	1600	0.0000
species	Staphylococcus sp. HMSC063H12	1	1	1715212	0.0000
species	Cronobacter turicensis	1	1	413502	0.0000
species	Erysipelothrix larvae	1	1	1514105	0.0000
species	Rhodococcus sp. ADH	1	1	224843	0.0000
species	Thalassobius maritimus	1	1	870908	0.0000
species	Staphylococcus phage tp310-1	1	1	445515	0.0000
species	Methylobacterium nodulans	1	1	114616	0.0000
species	Roseovarius nanhaiticus	1	1	573024	0.0000
species	Candidatus Riesia pediculischaeffi	1	1	428411	0.0000
species	Methylocystis bryophila	1	1	655015	0.0000
species	Celeribacter marinus	1	1	1397108	0.0000
species	Pontibacillus yanchengensis	1	1	462910	0.0000
species	Sulfitobacter guttiformis	1	1	74349	0.0000
species	Agrobacterium genomosp. 1	1	1	1183401	0.0000
species	Citrobacter sp. MGH103	1	1	1686378	0.0000
species	Enterobacter sp. GN02600	1	1	1659714	0.0000
species	Hydrogenivirga sp. 128-5-R1-1	1	1	392423	0.0000
species	Methylobacterium aquaticum	1	1	270351	0.0000
species	Acinetobacter sp. 528	1	1	1221302	0.0000
species	Thiothrix flexilis	1	1	125627	0.0000
species	Paucisalibacillus sp. EB02	1	1	1347087	0.0000
species	Candidatus Brocadia sinica	1	1	795830	0.0000
species	Uliginosibacterium gangwonense	1	1	392736	0.0000
species	Paenibacillus taiwanensis	1	1	401638	0.0000
species	Flavobacterium denitrificans	1	1	281361	0.0000
species	Paraburkholderia caribensis	1	1	75105	0.0000
species	Bacillus sp. HMSC76G11	1	1	1608910	0.0000
species	Staphylococcus sp. HMSC77A05	1	1	1608911	0.0000
species	Carnobacterium mobile	1	1	2750	0.0000
species	Streptococcus sp. HMSC072C09	1	1	1739397	0.0000
species	Novosphingobium sp. CCH12-A3	1	1	1768752	0.0000
species	Azospirillum sp. B4	1	1	95605	0.0000
species	Azoarcus olearius	1	1	418699	0.0000
species	Actinobacteria bacterium OV450	1	1	1592328	0.0000
species	Salinicoccus luteus	1	1	367840	0.0000
species	Burkholderia pseudomallei	1	1	28450	0.0000
species	Verminephrobacter eiseniae	1	1	364317	0.0000
species	Paraburkholderia oxyphila	1	1	614212	0.0000
species	Enterobacter sp. UCD-UG_FMILLET	1	1	1542468	0.0000
species	Thalassospira sp. MCCC 1A02491	1	1	1769751	0.0000
species	Streptococcus sp. HMSC076C09	1	1	1715183	0.0000
species	Sporanaerobacter sp. PP17-6a	1	1	1891289	0.0000
species	Pseudolabrys sp. Root1462	1	1	1736466	0.0000
species	Clostridium ventriculi	1	1	1267	0.0000
species	Ruminococcus flavefaciens	1	1	1265	0.0000
species	Bacillus bingmayongensis	1	1	1150157	0.0000
species	Paenibacillus larvae	1	1	1464	0.0000
species	Bacillus lentus	1	1	1467	0.0000
species	Wenyingzhuangia fucanilytica	1	1	1790137	0.0000
species	Phenylobacterium sp. Root700	1	1	1736591	0.0000
species	Rhizobium sp. Root708	1	1	1736592	0.0000
species	Alcanivorax sp. N3-7A	1	1	2014542	0.0000
species	Devosia sp. 17-2-E-8	1	1	1535287	0.0000
species	Photorhabdus asymbiotica	1	1	291112	0.0000
species	Methylomagnum ishizawai	1	1	1760988	0.0000
species	Acinetobacter tandoii	1	1	202954	0.0000
species	Roseivivax isoporae	1	1	591206	0.0000
species	Paucibacter sp. KCTC 42545	1	1	1768242	0.0000
species	Enterovibrio calviensis	1	1	91359	0.0000
species	Thiomicrospira arctica	1	1	131540	0.0000
species	Lactobacillus sucicola	1	1	519050	0.0000
species	Paracoccus sp. TRP	1	1	412597	0.0000
species	Pseudoruegeria sabulilitoris	1	1	1510458	0.0000
species	Gluconobacter oxydans	1	1	442	0.0000
species	Porphyromonas asaccharolytica	1	1	28123	0.0000
species	Photobacterium iliopiscarium	1	1	56192	0.0000
species	Desulfovibrio sp. L21-Syr-AB	1	1	1307759	0.0000
species	Magnetococcus marinus	1	1	1124597	0.0000
species	Phaeobacter gallaeciensis	1	1	60890	0.0000
species	Geminicoccus roseus	1	1	404900	0.0000
species	Aquamicrobium defluvii	1	1	69279	0.0000
species	Thermobaculum terrenum	1	1	166501	0.0000
species	Tatumella saanichensis	1	1	480813	0.0000
species	Aeromonas dhakensis	1	1	196024	0.0000
species	[Polyangium] brachysporum	1	1	413882	0.0000
species	Desulfobacterium autotrophicum	1	1	2296	0.0000
species	Candidatus Schmidhempelia bombi	1	1	1505866	0.0000
species	Thioflavicoccus mobilis	1	1	80679	0.0000
species	Plautia stali symbiont	1	1	891974	0.0000
species	Candidatus Doolittlea endobia	1	1	1778262	0.0000
species	Gammaproteobacteria bacterium MFB021	1	1	1492922	0.0000
species	Microvirgula aerodenitrificans	1	1	57480	0.0000
species	Nautella italica	1	1	481446	0.0000
species	Streptococcus gallolyticus	1	1	315405	0.0000
species	Sporolactobacillus vineae	1	1	444463	0.0000
species	Lactobacillus selangorensis	1	1	81857	0.0000
species	Lactobacillus vaccinostercus	1	1	176291	0.0000
species	Gemmatimonas phototrophica	1	1	1379270	0.0000
species	Vibrio genomosp. F10	1	1	723171	0.0000
species	Anaerobacillus arseniciselenatis	1	1	85682	0.0000
species	Jeotgalibacillus soli Cunha et al. 2012	1	1	889306	0.0000
species	Carnobacterium gallinarum	1	1	2749	0.0000
species	Carnobacterium divergens	1	1	2748	0.0000
species	Tropheryma whipplei	1	1	2039	0.0000
species	Pusillimonas sp. T7-7	1	1	1007105	0.0000
species	Coxiella endosymbiont of Amblyomma americanum	1	1	325775	0.0000
species	Bacillus dakarensis	1	1	1926278	0.0000
species	Dehalobacter sp. FTH1	1	1	1035308	0.0000
species	Thioalkalivibrio thiocyanodenitrificans	1	1	243063	0.0000
species	Rhodobacteraceae bacterium HTCC2150	1	1	388401	0.0000
species	Rhizobium freirei	1	1	1353277	0.0000
species	Ileibacterium valens	1	1	1862668	0.0000
species	Helicobacter cetorum	1	1	138563	0.0000
species	Loktanella cinnabarina	1	1	1125964	0.0000
species	Rickettsiales bacterium Ac37b	1	1	1528098	0.0000
species	Serratia sp. DD3	1	1	1410619	0.0000
species	Rhodopseudomonas palustris	1	1	1076	0.0000
species	Sulfitobacter geojensis	1	1	1342299	0.0000
species	Tetragenococcus solitarius	1	1	71453	0.0000
species	Enterococcus malodoratus	1	1	71451	0.0000
species	Pseudomonas abietaniphila	1	1	89065	0.0000
species	Vibrio vulnificus	1	1	672	0.0000
species	Roseovarius sp. MCTG156(2b)	1	1	1354722	0.0000
species	Bacillus akibai	1	1	1411	0.0000
species	Rhizobium taibaishanense	1	1	887144	0.0000
species	Streptococcus acidominimus	1	1	1326	0.0000
species	Devosia sp. DBB001	1	1	1380412	0.0000
species	Rahnella aquatilis	1	1	34038	0.0000
species	Enterobacter sp. 50793107	1	1	1736700	0.0000
species	Staphylococcus sp. HMSC068D07	1	1	1715151	0.0000
species	Ferrithrix thermotolerans	1	1	209649	0.0000
species	Staphylococcus phage 29	1	1	320846	0.0000
species	Massilia sp. LC238	1	1	1502852	0.0000
species	Paenibacillus odorifer	1	1	189426	0.0000
species	Thalassobacillus devorans	1	1	279813	0.0000
species	Thiocapsa marina	1	1	244573	0.0000
species	Escherichia sp. TW14182	1	1	754336	0.0000
species	Arthrobacter sp. SW1	1	1	1920889	0.0000
species	Aeromonas sp. HZM	1	1	1454008	0.0000
species	Roseovarius nubinhibens	1	1	314263	0.0000
species	Sulfitobacter sp. NAS-14.1	1	1	314267	0.0000
species	Mycobacterium sp. MAC_011194_8550	1	1	1335321	0.0000
species	Paenirhodobacter sp. MME-103	1	1	1662865	0.0000
species	Methanocella arvoryzae	1	1	1175445	0.0000
species	Spiroplasma poulsonii	1	1	2138	0.0000
species	Methyloversatilis thermotolerans	1	1	1346290	0.0000
species	Erwinia billingiae	1	1	182337	0.0000
species	Legionella waltersii	1	1	66969	0.0000
species	Bacteroides massiliensis	1	1	204516	0.0000
species	Lactobacillus floricola	1	1	679249	0.0000
species	Lactobacillus frumenti	1	1	104955	0.0000
species	Luteimonas sp. J29	1	1	935863	0.0000
species	Bacillus sp. ABP14	1	1	1892404	0.0000
species	Aureimonas sp. AU12	1	1	1638161	0.0000
species	Aureimonas sp. AU4	1	1	1638163	0.0000
