LEVEL	NAME	ROLLUP	ASSIGNED	TAXID	READ_COUNT	READ_COUNT_RNR	READ_COUNT_RSNB	TOTAL_BP_MAPPED	TOTAL_BP_MISMATCH	LINEAR_LENGTH	LINEAR_DOC	PATHOGEN	SCORE	REL_ABUNDANCE	ABUNDANCE	LINEAR_COV	NOTE	RPKM	PRI_READ_COUNT	REB_READ_COUNT	REB_READ_COUNT_RNR	TOL_RS_READ_CNT	TOL_NS_READ_CNT	TOL_RS_RNR	TOL_NS_RNR	STR	SPE	GEN	FAM	ORD	CLA	PHY	SK	ROOT	STR_rnb	SPE_rnb	GEN_rnb	FAM_rnb	ORD_rnb	CLA_rnb	PHY_rnb	SK_rnb	ROOT_rnb	STR_rnr	SPE_rnr	GEN_rnr	FAM_rnr	ORD_rnr	CLA_rnr	PHY_rnr	SK_rnr	ROOT_rnr	STR_rni	SPE_rni	GEN_rni	FAM_rni	ORD_rni	CLA_rni	PHY_rni	SK_rni	ROOT_rni	SOURCE	LOCATION	HOST	DISEASE	DIFF_MEAN	DIFF_SD	MC_ERROR	HPD_2.5	HPD_97.5	P<0	P>0	SCORE_UNIQ	SCORE_TTEST
strain	Staphylococcus aureus subsp. aureus M013	16048		1118959	406316	16048.44	7.92	30395289	191284	2071568	14.6726	Pathogen	0.9757	0.0044	16048	0.7429		1.6213	15297	564.6656888124904	49.15295132570668	8	406308	8.0	16040.435456528387	8	387049	19234	10	9	6	0	0	0	7.92	14931.43	957.30	0.32	0.32	0.20	0	0	0	8.00	15072.46	967.11	0.33	0.33	0.21	0	0	0	7.92	383642.28	19045.16	9.79	8.95	5.97	0	0	0	human clinical samples	USA: New York City; Colombia; Brazil:Florianopolis; USA:DC; Brazil: Sao Paulo; USA:Michigan; China: Shenzhen; USA:North Dakota; United Kingdom; Japan; USA:Massachusetts; Netherlands: Bilthoven; Switzerland: Geneva; Germany; Nigeria: Federal Medical Center; South Africa: Stev Bieko Academic hospital; USA:Texas; Belgium; Venezuela; China: Chongqing	Homo sapiens	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis								0.9756577728742365	
strain	Staphylococcus aureus RF122	15842		273036	375213	15842.56	209.71	28067919	178989	1987401	14.1229	Pathogen	0.9761	0.0044	15842	0.7247		1.6274	15749	14963.640753530997	1302.5532101312272	212	375001	212.0	15630.55797244298	212	360173	14801	20	4	1	2	0	0	209.71	14792.39	683.09	0.65	0.15	0.03	0.06	0	0	212.00	14939.02	690.64	0.66	0.15	0.03	0.07	0	0	209.71	356964.67	14651.33	19.81	3.97	1.00	1.91	0	0	NA	NA	Homo sapiens	Mastitis								0.9761440121339742	
strain	Staphylococcus aureus subsp. aureus MRSA252	14964		282458	368643	14964.52	385.49	27575344	172305	1940239	14.2123	Pathogen	0.9754	0.0041	14964	0.6684		1.4524	14148	27386.28590740579	2383.9181392967744	388	368255	388.0	14576.51680566052	388	344897	23329	17	7	5	0	0	0	385.49	13350.11	1088.10	0.55	0.25	0.18	0	0	0	388.00	13475.27	1100.26	0.55	0.26	0.18	0	0	0	385.49	341866.45	23093.17	16.84	6.91	4.99	0	0	0	hospital-acquired	United Kingdom	Homo sapiens	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis								0.9753550936822416	
strain	Staphylococcus aureus subsp. aureus ST398	14182		523796.1	353885	14182.45	1.92	26472523	165055	1892906	13.9851	Pathogen	0.9716	0.0039	14182	0.6590		1.3909	13586	141.1664222031226	12.28823783142667	2	353883	2.0	14180.451645889938	2	336413	17433	24	7	4	2	0	0	1.92	12666.84	1379.28	0.79	0.26	0.13	0.07	0	0	2.00	12785.80	1393.38	0.80	0.26	0.13	0.07	0	0	1.92	333469.95	17257.85	23.67	6.91	4.00	1.95	0	0	human clinical samples	USA: New York City; Colombia; Brazil:Florianopolis; USA:DC; Brazil: Sao Paulo; USA:Michigan; China: Shenzhen; USA:North Dakota; United Kingdom; Japan; USA:Massachusetts; Netherlands: Bilthoven; Switzerland: Geneva; Germany; Nigeria: Federal Medical Center; South Africa: Stev Bieko Academic hospital; USA:Texas; Belgium; Venezuela; China: Chongqing	Homo sapiens	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis								0.9716361371679473	
strain	Staphylococcus aureus subsp. aureus TCH60	13912		548473	357217	13912.99	3.99	26721696	168168	1925592	13.8771	Pathogen	0.9735	0.0039	13912	0.6871		1.3985	13016	282.3328444062452	24.57647566285334	4	357213	4.0	13908.989707329189	4	336710	20472	22	5	3	1	0	0	3.99	12722.71	1053.21	0.70	0.18	0.10	0.03	0	0	4.00	12843.25	1064.71	0.72	0.18	0.10	0.03	0	0	3.99	333744.03	20268.60	21.59	4.92	2.99	0.93	0	0	NA	NA	Homo sapiens	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis								0.9735145744713215	
strain	Staphylococcus aureus 08BA02176	13613		1229492	351498	13613.75	10.79	26293987	163784	1882765	13.9656	Pathogen	0.9763	0.0038	13613	0.6767		1.3784	13190	776.4153221171744	67.58530807284669	11	351487	11.0	13602.750374216452	11	336126	15326	24	1	6	4	0	0	10.79	12653.11	821.73	0.79	0.03	0.20	0.13	0	0	11.00	12772.11	829.48	0.80	0.03	0.20	0.13	0	0	10.79	333179.53	15177.84	23.71	1.00	5.99	3.85	0	0	soft tissue infection of skin	Canada	Homo sapiens	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis								0.9763379296664694	
strain	Escherichia coli ETEC H10407	8811		316401.1	201485	8811.62	1.99	15070881	91665	3761893	4.0062	Pathogen	0.9678	0.0024	8811	0.7300		0.4817	9263	141.1664222031226	12.28823783142667	2	201483	2.0	8809.618763502682	2	58350	1716	141071	60	2	15	0	269	1.99	3501.39	88.51	5129.62	2.15	0.07	0.48	0	10.86	2.00	3531.19	89.46	5175.28	2.16	0.07	0.49	0	10.97	1.99	57857.95	1698.00	139822.07	59.60	2.00	14.85	0	266.43	NA	NA	Homo sapiens	diarrhea								0.967822745226542	
strain	Escherichia coli P12b	8305		910348	192777	8305.66	2.91	14420161	87303	3641992	3.9594	Pathogen	0.9697	0.0023	8305	0.7379		0.4741	8669	211.74963330468393	18.432356747140005	3	192774	3.0	8302.662985152972	3	53543	1628	137246	70	8	14	2	263	2.91	3188.97	77.94	4950.33	2.67	0.33	0.53	0.21	10.53	3.00	3215.21	78.73	4994.31	2.69	0.33	0.53	0.22	10.64	2.91	53103.61	1611.48	136033.01	69.52	7.99	13.92	1.93	260.40	perirectal swab	USA	Homo sapiens	Gastroenteritis								0.9696623568998135	
strain	Deinococcus radiodurans R1	7166		243230	7182	7166.30	7088.50	537211	3963	486177	1.1050		0.9542	0.0020	7166	0.1588		0.6596	7173	505728.7075426868	43991.89143650748	7165	17	7160.0	6.300000000000001	7165	0	15	0	0	0	0	2	0	7088.50	0	6.07	0	0	0	0	0.13	0	7160.00	0	6.15	0	0	0	0	0.15	0	7093.43	0	14.83	0	0	0	0	1.72	0												0.9541545988001946	
strain	Escherichia coli HS	6083		331112	153863	6083.71	2.93	11509428	73334	3184825	3.6138	Pathogen	0.9622	0.0017	6083	0.6859		0.3691	5909	211.74963330468393	18.432356747140005	3	153860	3.0	6080.705294660477	3	34679	1164	117750	59	1	11	0	196	2.93	1863.01	57.82	4095.91	2.00	0.04	0.35	0	7.29	3.00	1879.11	58.50	4133.32	2.02	0.04	0.35	0	7.36	2.93	34380.01	1151.11	116682.37	58.53	1.00	10.99	0	194.31	perirectal swab	USA	Homo sapiens	Gastroenteritis								0.9622022946731396	
strain	Streptococcus agalactiae 2603V/R	5063		208435	22209	5063.98	1377.85	1661190	7619	1149740	1.4448	Pathogen	0.9736	0.0014	5063	0.5322		0.6604	6596	97898.91379786553	8521.892936094397	1387	20822	1387.0	3676.9818357567315	1387	19267	1506	0	1	42	5	1	0	1377.85	3331.10	306.31	0	0.25	12.12	0.46	0.04	0	1387.00	3355.00	309.00	0	0.25	12.23	0.46	0.04	0	1377.85	19129.55	1491.68	0	1.00	41.60	4.96	0.97	0	NA	NA	Homo sapiens	Septicemia; Pneumonia; Meningitis								0.9736371645557661	
strain	Streptococcus agalactiae serogroup V	5063		216466	22209	5063.98	1377.85	1661190	7619	1149740	1.4448	Pathogen	NA	0.0014	5063	0.5322		0.6604	6596	97898.91379786553	8521.892936094397	1387	20822	1387.0	3676.9818357567315	1387	19267	1506	0	1	42	5	1	0	1377.85	3331.10	306.31	0	0.25	12.12	0.46	0.04	0	1387.00	3355.00	309.00	0	0.25	12.23	0.46	0.04	0	1377.85	19129.55	1491.68	0	1.00	41.60	4.96	0.97	0	human clinical samples	USA: Salinas; California; Brazil:Rio de Janeiro; China: Guangxi Province; Canada: Greater Toronto Area; Singapore; USA: Houston; USA: San Antonio	Canis lupus familiaris breed Parson Russell Terrier and Chihuahua mix	Pharyngitis; bacteraemia; pyogenic infection; necrotizing infection; septic arthritis; UTI; glomerulonephritis; meningitis								NA	
strain	Bacillus cereus ATCC 10987	4974		222523	12886	4974.96	2349.57	963926	4330	873793	1.1032	Pathogen	0.9753	0.0014	4974	0.1673		0.2683	7119	166929.29425519248	14530.841235662037	2365	10521	2365.0	2609.962460380871	2365	3869	6602	0	11	0	39	0	0	2349.57	1613.53	961.51	0	0.37	0	16.95	0	0	2365.00	1623.84	968.64	0	0.41	0	17.08	0	0	2349.57	3844.21	6552.07	0	10.07	0	38.69	0	0	NA	Canada	Homo sapiens	Food poisoning								0.9753277494618586	
strain	Escherichia coli SE11	4399		409438	124655	4399.83	1.00	9324202	61793	2888901	3.2276	Pathogen	0.9509	0.0012	4399	0.5911		0.2536	4000	70.5832111015613	6.144118915713335	1	124654	1.0	4398.828045136506	1	18832	567	104963	44	3	19	0	226	1.00	835.50	21.49	3490.06	1.44	0.10	0.62	0	8.62	1.00	843.51	21.75	3522.69	1.45	0.10	0.62	0	8.71	1.00	18655.53	560.05	103992.92	43.71	3.00	18.84	0	223.73	perirectal swab	USA	Homo sapiens	Gastroenteritis								0.9508811745290636	
strain	Pseudomonas aeruginosa M18	4173		941193	64627	4173.76	7.88	4833888	47895	3133829	1.5425	Pathogen	0.9735	0.0012	4173	0.4953		0.1858	3890	564.6656888124904	49.15295132570668	8	64619	8.0	4165.759722891875	8	63817	689	42	0	16	55	0	0	7.88	4069.21	37.36	2.17	0	0.80	3.03	0	0	8.00	4121.84	37.86	2.19	0	0.81	3.07	0	0	7.88	63013.80	679.96	41.53	0	15.85	54.21	0	0	human clinical samples	various	Acipenser sturio; aloe vera; arachis hypogaea; bemisia tabaci; Bos taurus; Brassica rapa; Canis lupus familiaris; Capra hircus; capsicum annuum; capsicum frutescens; carica papaya; chamaesyce hirta; chromolaena odorata; cicer arietinum; citrullus lanatus; conus leopardus; conus litteratus; Culex quinquefasciatus; curcuma longa; Cyprinus carpio; diabrotica virgifera; Equus caballus; etroplus maculatus; etroplus suratensis; euonymus japonicus; eutrema wasabi; gallus gallus; glomus mosseae; glycine max; gossypium hirsutum; Helicoverpa armigera; Homo sapiens; hyriopsis cumingii; Labeo rohita; larimichthys crocea; Leptinotarsa decemlineata; ligustrum sinense; luffa aegyptiaca; malus x domestica; Mangifera indica; mimosa pudica; Moschus berezovskii; Musa acuminata; Musca domestica; Nicotiana glauca; Nicotiana tabacum; Onchorhynchus mykiss; oryctes rhinoceros; oryctolagus cuniculus; Oryza sativa; ostrinia nubilalis; Ovis aries; panax ginseng; parthenium hysterophorus; Phaseolus vulgaris; pheretima sieboldi; phlebotomus papatasi; piper nigrum; pisum sativum; poekilocerus pictus; praecitrullus fistulosus; rhynchophorus ferrugineus; sesamum indicum; siganus canaliculatus; Solanum lycopersicum; Solanum melongena; Solanum tuberosum; solenopsis invicta; spodoptera litura; suaeda maritima; Sus scrofa; Sus scrofa domesticus; triticum aestivum; vicia faba; yunnanacris yunnaneus; Zea mays; Zingiber officinale	Bacteraemia; UTI; wound infection; abscesses; septic arthritis; conjunctivitis; endocarditis; meningitis; otitis								0.9735285937201665	
strain	Escherichia coli O111:H- str. 11128	4102		585396	118549	4102.60	1.00	8867077	58994	2785612	3.1832	Pathogen	0.9441	0.0011	4102	0.5186		0.2152	3872	70.5832111015613	6.144118915713335	1	118548	1.0	4101.595935974476	1	14930	532	102855	50	3	14	0	164	1.00	623.78	19.46	3411.73	1.68	0.10	0.45	0	5.96	1.00	629.71	19.69	3443.93	1.69	0.10	0.45	0	6.02	1.00	14789.99	525.88	101895.15	49.72	3.00	13.92	0	162.45	perirectal swab	USA	Homo sapiens	Gastroenteritis								0.9441137932046526	
strain	Pseudomonas aeruginosa B136-33	3641		1280938	57390	3641.14	27.63	4291973	49120	2834085	1.5144	Pathogen	0.9702	0.0010	3641	0.4414		0.1598	2920	1976.3299108437166	172.03532963997338	28	57362	28.0	3613.1408426424023	28	56593	659	40	0	13	57	0	0	27.63	3519.58	35.46	2.03	0	0.68	3.24	0	0	28.00	3571.14	35.96	2.06	0	0.68	3.29	0	0	27.63	55785.44	649.79	39.52	0	12.95	56.05	0	0	human clinical samples	various	Acipenser sturio; aloe vera; arachis hypogaea; bemisia tabaci; Bos taurus; Brassica rapa; Canis lupus familiaris; Capra hircus; capsicum annuum; capsicum frutescens; carica papaya; chamaesyce hirta; chromolaena odorata; cicer arietinum; citrullus lanatus; conus leopardus; conus litteratus; Culex quinquefasciatus; curcuma longa; Cyprinus carpio; diabrotica virgifera; Equus caballus; etroplus maculatus; etroplus suratensis; euonymus japonicus; eutrema wasabi; gallus gallus; glomus mosseae; glycine max; gossypium hirsutum; Helicoverpa armigera; Homo sapiens; hyriopsis cumingii; Labeo rohita; larimichthys crocea; Leptinotarsa decemlineata; ligustrum sinense; luffa aegyptiaca; malus x domestica; Mangifera indica; mimosa pudica; Moschus berezovskii; Musa acuminata; Musca domestica; Nicotiana glauca; Nicotiana tabacum; Onchorhynchus mykiss; oryctes rhinoceros; oryctolagus cuniculus; Oryza sativa; ostrinia nubilalis; Ovis aries; panax ginseng; parthenium hysterophorus; Phaseolus vulgaris; pheretima sieboldi; phlebotomus papatasi; piper nigrum; pisum sativum; poekilocerus pictus; praecitrullus fistulosus; rhynchophorus ferrugineus; sesamum indicum; siganus canaliculatus; Solanum lycopersicum; Solanum melongena; Solanum tuberosum; solenopsis invicta; spodoptera litura; suaeda maritima; Sus scrofa; Sus scrofa domesticus; triticum aestivum; vicia faba; yunnanacris yunnaneus; Zea mays; Zingiber officinale	Bacteraemia; UTI; wound infection; abscesses; septic arthritis; conjunctivitis; endocarditis; meningitis; otitis								0.9701854772694438	
strain	Shigella boydii CDC 3083-94	3323		344609	94123	3323.25	2.99	7040335	47018	2310776	3.0467	Pathogen	0.9559	0.0009	3323	0.5006		0.2028	3204	211.74963330468393	18.432356747140005	3	94120	3.0	3320.250529053771	3	0	1	94038	37	2	5	0	37	2.99	0	0.33	3285.99	1.19	0.06	0.16	0	1.18	3.00	0	0.33	3317.30	1.19	0.06	0.16	0	1.19	2.99	0	0.99	93159.83	36.80	2.00	4.99	0	36.64	12-year-old boy	USA: Arizona	Homo sapiens	Dysentery								0.9559358471455726	
strain	Escherichia coli O157:H7 str. EDL933	3181		155864	89726	3181.33	1.95	6711030	46344	2326864	2.8842	Pathogen	0.9458	0.0009	3181	0.4209		0.1621	2858	141.1664222031226	12.28823783142667	2	89724	2.0	3179.3323320823224	2	13270	407	75950	46	2	7	0	42	1.95	576.65	15.58	2552.87	1.58	0.06	0.22	0	1.36	2.00	582.78	15.77	2577.53	1.60	0.06	0.23	0	1.37	1.95	13133.33	402.35	75228.67	45.64	2.00	6.96	0	41.59	perirectal swab	USA	Homo sapiens	Gastroenteritis								0.9458493760105426	
strain	Shigella flexneri 5 str. 8401	3122		373384	89135	3122.90	3.00	6666901	45263	2263621	2.9452	Pathogen	0.9486	0.0009	3122	0.4949		0.1923	2929	211.74963330468393	18.432356747140005	3	89132	3.0	3119.8966208213596	3	0	0	89033	42	1	6	0	50	3.00	0	0	3086.62	1.38	0.03	0.19	0	1.62	3.00	0	0	3116.64	1.39	0.03	0.19	0	1.64	3.00	0	0	88187.33	41.57	1.00	6.00	0	49.60	NA	NA	Homo sapiens	Dysentery								0.9486082333868826	
strain	Shigella flexneri 2002017	3091		591020	88276	3091.05	1.95	6602635	44776	2245704	2.9401	Pathogen	0.9515	0.0009	3091	0.4829		0.1872	2894	141.1664222031226	12.28823783142667	2	88274	2.0	3089.045835203484	2	1	0	88191	41	1	5	0	35	1.95	0.31	0	3056.33	1.41	0.03	0.16	0	1.12	2.00	0.33	0	3085.97	1.42	0.03	0.16	0	1.14	1.95	0.93	0	87353.89	40.72	1.00	5.00	0	34.63	NA	NA	Homo sapiens	Dysentery								0.9514543023955735	
strain	Rhodobacter sphaeroides ATCC 17025	2929		349102	10963	2929.80	1.91	813088	13702	182898	4.4456		0.8942	0.0008	2929	0.0568		0.2565	923	141.1664222031226	12.28823783142667	2	10961	2.0	2927.801308413809	2	10665	42	144	0	85	20	5	0	1.91	2793.94	8.54	26.35	0	13.44	2.82	0.54	0	2.00	2873.97	8.80	27.51	0	14.00	2.94	0.59	0	1.91	10372.65	40.79	138.01	0	81.39	19.17	4.56	0												0.8942358612016795	
strain	Escherichia coli 042	2523		216592	67917	2523.17	1.00	5079181	35494	1878656	2.7036	Pathogen	0.9542	0.0007	2523	0.3584		0.1356	2353	70.5832111015613	6.144118915713335	1	67916	1.0	2522.1728264957933	1	11677	835	55284	50	6	6	0	58	1.00	582.17	37.45	1872.82	1.64	0.27	0.19	0	1.97	1.00	588.96	37.91	1891.19	1.65	0.27	0.20	0	1.99	1.00	11548.89	825.17	54755.31	49.55	5.99	5.92	0	57.33	NA	NA	Homo sapiens	diarrhea								0.9542175665259673	
strain	Escherichia coli O44:H18	2523		861906	67917	2523.17	1.00	5079181	35494	1878656	2.7036	Pathogen	NA	0.0007	2523	0.3584		0.1356	2353	70.5832111015613	6.144118915713335	1	67916	1.0	2522.1728264957933	1	11677	835	55284	50	6	6	0	58	1.00	582.17	37.45	1872.82	1.64	0.27	0.19	0	1.97	1.00	588.96	37.91	1891.19	1.65	0.27	0.20	0	1.99	1.00	11548.89	825.17	54755.31	49.55	5.99	5.92	0	57.33	perirectal swab	USA	Homo sapiens	Gastroenteritis								NA	
strain	Streptococcus agalactiae ILRI005	2500		1309807	16371	2500.11	15.84	1224130	10676	862594	1.4191	Pathogen	0.9447	0.0007	2500	0.4089		0.3338	1879	1129.3313776249809	98.30590265141336	16	16355	16.0	2484.114311626602	16	15907	448	0	0	0	0	0	0	15.84	2426.44	28.28	0	0	0	0	0	0	16.00	2455.28	28.83	0	0	0	0	0	0	15.84	15722.95	440.60	0	0	0	0	0	0	human clinical samples	USA: Salinas; California; Brazil:Rio de Janeiro; China: Guangxi Province; Canada: Greater Toronto Area; Singapore; USA: Houston; USA: San Antonio	Canis lupus familiaris breed Parson Russell Terrier and Chihuahua mix	Pharyngitis; bacteraemia; pyogenic infection; necrotizing infection; septic arthritis; UTI; glomerulonephritis; meningitis								0.9446600878998865	
strain	Shigella dysenteriae Sd197	2486		300267	67737	2486.17	5.89	5065901	35126	1834196	2.7619	Pathogen	0.9598	0.0007	2486	0.4198		0.1603	2365	423.49926660936785	36.86471349428001	6	67731	6.0	2480.1660178068455	6	0	0	67626	33	2	7	0	63	5.89	0	0	2451.76	1.06	0.07	0.23	0	2.21	6.00	0	0	2476.57	1.06	0.07	0.23	0	2.23	5.89	0	0	66967.05	32.73	2.00	6.99	0	62.33	epidemic in China in the 1950s	China	Homo sapiens	Dysentery								0.9598089116884359	
strain	Staphylococcus argenteus sp. aureus	2300		985002.1	41111	2300.41	46.20	3073272	23400	269671	11.3964		0.8487	0.0006	2300	0.0976		0.2346	2321	3317.4109217733812	288.7735890385268	47	41064	47.0	2253.410199407475	47	0	40984	53	16	6	4	1	0	46.20	0	2221.12	2.12	0.66	0.21	0.22	0.11	0	47.00	0	2250.06	2.14	0.67	0.21	0.23	0.11	0	46.20	0	40539.55	52.64	15.75	6.00	3.85	0.97	0												0.8486679702011525	
strain	Bacillus cereus FRI-35	2153		1217984	8866	2153.09	2.97	663004	4681	605282	1.0954	Pathogen	0.9465	0.0006	2153	0.1191		0.1193	2248	211.74963330468393	18.432356747140005	3	8863	3.0	2150.092664923378	3	3378	5475	0	10	0	0	0	0	2.97	1424.93	703.43	0	0.34	0	0	0	0	3.00	1439.12	710.60	0	0.37	0	0	0	0	2.97	3344.55	5420.89	0	9.23	0	0	0	0	NA	NA	Homo sapiens	Anthrax-like illness								0.9464826775297579	
strain	Escherichia coli SMS-3-5	2149		439855	60186	2149.41	1.00	4501200	31872	1751839	2.5694	Pathogen	0.9501	0.0006	2149	0.3456		0.1195	1952	70.5832111015613	6.144118915713335	1	60185	1.0	2148.406802475292	1	9201	609	50274	45	1	4	0	51	1.00	416.04	25.64	1681.21	1.55	0.03	0.13	0	1.87	1.00	421.00	25.98	1697.81	1.56	0.03	0.13	0	1.90	1.00	9099.09	601.39	49789.47	44.72	1.00	4.00	0	50.37	perirectal swab	USA	Homo sapiens	Gastroenteritis								0.9500679272216145	
strain	Escherichia coli APEC O1	1586		405955	46208	1586.09	1.00	3455841	24202	1461234	2.3650	Pathogen	0.9520	0.0004	1586	0.2875		0.0879	1435	70.5832111015613	6.144118915713335	1	46207	1.0	1585.0918061899376	1	8201	738	37192	47	4	2	0	23	1.00	325.71	30.91	1210.06	1.53	0.15	0.06	0	0.74	1.00	329.56	31.34	1221.69	1.55	0.15	0.06	0	0.74	1.00	8110.01	728.43	36840.28	46.65	3.99	1.99	0	22.84	NA	NA	Gallus gallus	Colibacillosis								0.9520318501944248	
strain	Acinetobacter baumannii D1279779	1544		945556	11643	1544.52	282.48	871116	8446	745644	1.1683	Pathogen	0.9704	0.0004	1544	0.2013		0.1175	1936	20116.215163944973	1751.0738909783006	285	11358	285.0	1259.519402716307	285	10227	1123	3	0	4	1	0	0	282.48	1140.98	102.51	0.17	0	0.23	0.05	0	0	285.00	1155.33	103.73	0.17	0	0.23	0.06	0	0	282.48	10101.29	1110.55	2.99	0	3.97	0.99	0	0	Bodily fluid; human clinical samples	Colombia; UK; Canada; US; Malaysia; India; Australia; South Korea; China	Homo sapiens	Nosocomial infections								0.9703808789336213	
strain	Escherichia coli CFT073	1510		199310	45039	1510.77	1.00	3368429	23380	1439013	2.3408	Pathogen	0.9501	0.0004	1510	0.2751		0.0814	1388	70.5832111015613	6.144118915713335	1	45038	1.0	1509.774845757305	1	7418	562	37000	33	1	1	0	23	1.00	275.25	20.49	1197.21	1.10	0.03	0.03	0	0.73	1.00	278.43	20.73	1208.70	1.11	0.03	0.03	0	0.74	1.00	7336.45	555.69	36650.09	32.72	1.00	0.99	0	22.71	NA	USA: Maryland	Homo sapiens	Urinary tract infection								0.9501059101668059	
strain	Acinetobacter baumannii ZW85-1	1483		1400867	11711	1483.89	215.16	876264	8586	748983	1.1699	Pathogen	0.9686	0.0004	1483	0.1990		0.1111	1915	15316.556809038804	1333.273804709794	217	11494	217.0	1266.8852886277816	217	10351	1133	3	0	6	1	0	0	215.16	1145.54	104.79	0.17	0	0.41	0.05	0	0	217.00	1160.08	106.16	0.17	0	0.42	0.06	0	0	215.16	10223.92	1120.01	2.99	0	5.97	0.99	0	0	Bodily fluid; human clinical samples	Colombia; UK; Canada; US; Malaysia; India; Australia; South Korea; China	Homo sapiens	Nosocomial infections								0.9685855775993888	
strain	Staphylococcus haemolyticus JCSC1435	1466		279808	4824	1466.89	303.55	359460	3652	32987	10.8970	Pathogen	0.8315	0.0004	1466	0.0123		0.1539	971	21739.62901928088	1892.3886260397073	308	4516	308.0	1158.8852505257541	308	0	4357	114	38	5	2	0	0	303.55	0	1124.11	10.67	3.12	0.46	0.13	0	0	308.00	0	1144.27	10.79	3.20	0.49	0.13	0	0	303.55	0	4284.15	112.73	37.00	4.76	1.92	0	0	Japanese inpatient at Juntendo Hospital; Tokyo;	Juntendo Hospital Tokyo	Homo sapiens	Bacteraemia; wound infection; endocarditis; catheter-related sepsis; UTI; toxic shock syndrome; food poisoning; eye infection; osteomyelitis								0.8314835329102812	
strain	Acinetobacter baumannii BJAB0715	1417		1096996	11471	1417.87	197.52	858246	8348	734351	1.1687	Pathogen	0.9697	0.0004	1417	0.1835		0.0998	1784	14046.0590092107	1222.6796642269537	199	11272	199.0	1218.866726634219	199	10157	1106	3	0	5	1	0	0	197.52	1099.06	103.92	0.17	0	0.29	0.05	0	0	199.00	1113.29	105.05	0.17	0	0.29	0.06	0	0	197.52	10031.24	1094.27	2.99	0	4.97	0.99	0	0	cerebrospinal fluid	China: Beijing	Homo sapiens	Nosocomial infections								0.9697296491693843	
strain	Propionibacterium acnes KPA171202	1197		267747	8050	1197.99	3.96	602202	4050	534059	1.1276	Pathogen	0.9232	0.0003	1197	0.2086		0.1318	1483	282.3328444062452	24.57647566285334	4	8046	4.0	1193.9892968142965	4	7990	0	53	0	3	0	0	0	3.96	1176.72	0	5.49	0	0.46	0	0	0	4.00	1187.97	0	5.56	0	0.46	0	0	0	3.96	7915.99	0	52.45	0	2.96	0	0	0			Bos taurus; Canis lupus familiaris; eisenia fetida; Equus caballus; Homo sapiens; Ovis aries; Sus scrofa; Sus scrofa domesticus	Abscesses; endocarditis; bacteraemia; septic arthritis; endophthalmitis								0.9231576304576308	
strain	Acinetobacter baumannii AB0057	1105		480119	11161	1105.36	2.99	835114	8334	715670	1.1669	Pathogen	0.9658	0.0003	1105	0.1767		0.0769	1052	211.74963330468393	18.432356747140005	3	11158	3.0	1102.355773698267	3	10077	1072	3	0	5	1	0	0	2.99	1002.74	85.33	0.17	0	0.29	0.05	0	0	3.00	1015.39	86.44	0.17	0	0.29	0.06	0	0	2.99	9952.35	1059.45	2.99	0	4.97	0.99	0	0	bloodstream infection of a patient at Walter Reed Army Medical Center	Walter Reed Army Medical Center	Homo sapiens	Nosocomial infections								0.9658277702807768	
strain	Acinetobacter baumannii AB307-0294	1095		557600	11163	1095.42	3.00	835253	8319	715858	1.1668	Pathogen	0.9640	0.0003	1095	0.1903		0.0821	1015	211.74963330468393	18.432356747140005	3	11160	3.0	1092.4237668162593	3	10068	1082	3	0	6	1	0	0	3.00	991.94	86.13	0.17	0	0.41	0.05	0	0	3.00	1004.53	87.25	0.17	0	0.42	0.06	0	0	3.00	9943.36	1069.48	2.99	0	5.97	0.99	0	0	the blood of a hospitalized patient	USA: Buffalo NY	Homo sapiens	Nosocomial infections								0.963994535065598	
strain	Acinetobacter baumannii 1656-2	1049		696749	11622	1049.33	10.85	869482	8450	741554	1.1725	Pathogen	0.9669	0.0003	1049	0.1882		0.0750	929	776.4153221171744	67.58530807284669	11	11611	11.0	1038.3278724328645	11	10497	1106	3	0	5	0	0	0	10.85	942.55	82.43	0.17	0	0.35	0	0	0	11.00	954.41	83.39	0.17	0	0.35	0	0	0	10.85	10367.85	1093.75	2.99	0	4.99	0	0	0	Human clinical samples	NA	Homo sapiens	Nosocomial infections								0.9669237009753389	
