"school";"gender";"age";"geread";"gevocab"
6387;"Female";109;4.9;4.2
6387;"Male";109;3.5;5
6387;"Male";113;3.2;4
6387;"Female";111;6.4;11.2
6387;"Male";123;1.3;2.5
6387;"Male";109;4.1;3.7
6387;"Male";112;4;4.2
6387;"Male";111;3.8;8.2
6387;"Male";107;1.6;2.1
6387;"Female";108;5.8;5
6387;"Male";108;4;4.7
6387;"Male";99;6.4;3
6387;"Female";105;4.8;5
6387;"Female";112;3.1;3.2
6387;"Male";122;2.7;3.1
6387;"Male";109;2.8;3.4
6387;"Female";106;2.3;4.1
6387;"Male";113;1.6;2.2
6387;"Female";104;2.7;3.4
6387;"Female";112;4;7.4
6387;"Female";106;2.1;3
6387;"Female";102;1.9;2.9
6387;"Female";106;2.2;2.7
6387;"Male";102;3.9;2.9
6387;"Female";111;6.4;6.4
6387;"Male";110;2.9;3.7
6387;"Male";106;5;6.2
6387;"Male";112;12;6.8
6387;"Female";112;4.2;2.2
6387;"Female";111;3.1;3.8
6387;"Male";102;4.6;3.2
6387;"Female";103;3;2.7
6387;"Female";110;3.3;4.4
6387;"Male";113;2.9;4
6393;"Female";108;4.6;11.2
6393;"Male";107;7;4.2
6393;"Male";112;4.1;6.7
6393;"Female";102;4.4;3.1
6393;"Female";105;3;5
6393;"Female";104;2.5;6.3
6393;"Male";106;4.9;4.4
6393;"Female";112;6.4;11.2
6393;"Male";111;4.5;3.4
6393;"Female";105;5.2;4.7
6393;"Male";104;4.5;4.2
6393;"Female";102;3.1;2.2
6393;"Female";111;7.8;4.7
6393;"Male";109;12;4.8
6393;"Female";89;4.8;5
6393;"Male";103;2.4;3.8
6393;"Female";101;3.7;5.1
6393;"Female";102;2;2.3
6393;"Female";102;2;4.4
6393;"Female";109;6.4;6.7
6393;"Female";110;2.7;4.1
6393;"Female";104;2.7;3.5
6393;"Female";112;4.7;3.8
6393;"Male";109;6.4;11.2
6393;"Male";95;2.7;2.9
6393;"Male";121;3.3;3.4
6393;"Male";123;3.4;3.3
6393;"Female";104;2.6;2.9
6393;"Male";112;6.4;6.7
6393;"Female";105;7.2;7.5
6393;"Female";104;2.8;3.7
6393;"Male";109;4.3;3.9
6393;"Male";109;3.7;4.6
6393;"Female";128;5;5.5
6393;"Male";105;6.4;4.7
6393;"Male";113;2.8;5.2
6393;"Male";112;5;3.3
6393;"Male";108;7.3;5.5
6393;"Female";108;5.8;5.2
6393;"Female";112;3.7;3
6393;"Female";101;4.8;4.2
6393;"Female";122;2.4;3
6393;"Male";107;8.2;7.5
6393;"Male";116;4.8;4.2
6393;"Female";110;4.9;11.2
6393;"Female";107;1.8;3.9
6393;"Female";103;4.4;4.8
6393;"Female";107;5;6.8
6393;"Male";110;4.6;4.1
6393;"Male";109;4;4.2
6393;"Female";109;4.7;6.2
6393;"Female";109;4.8;11
6442;"Female";111;4.9;4.7
6442;"Male";108;4.3;3.5
6442;"Female";111;2.9;2.1
6442;"Female";101;3.1;2.7
6442;"Male";104;3.5;6.8
6442;"Male";108;3.7;3.4
6442;"Female";102;4.9;5
6442;"Male";103;6.4;4.3
6442;"Male";113;3.1;2.8
6442;"Female";101;2.8;3.4
6442;"Male";105;2.1;2.1
6442;"Male";120;2.3;2.7
6442;"Female";120;2;2.5
6442;"Male";111;2.8;2.5
6442;"Female";104;4.5;2.9
6442;"Female";107;12;7.5
6442;"Male";106;2;2.9
6442;"Female";106;4.6;6.4
6442;"Female";106;2.8;4.2
6442;"Female";110;2;2.1
6442;"Male";106;2.7;4.3
6442;"Male";102;12;3.8
6442;"Female";106;4.9;7.5
6442;"Male";104;2.2;3.3
6442;"Female";101;3.5;3.4
6442;"Male";105;1.6;2.9
6442;"Female";102;2.9;4
6442;"Male";104;2.5;3.5
6442;"Male";102;3.2;2
6442;"Male";109;12;7.5
6442;"Male";119;4.8;3.2
6442;"Female";105;3.1;3.2
6442;"Female";105;2.1;3.9
6442;"Male";105;12;4.5
6442;"Male";110;4.6;11.2
6442;"Female";102;2.3;2.7
6442;"Male";105;2.9;2.3
6442;"Male";111;5;2.6
6442;"Female";111;5.8;4.2
6442;"Female";107;3.6;3.7
6442;"Male";106;6.4;3.9
6454;"Male";124;1.9;2.5
6454;"Female";112;12;11.2
6454;"Female";109;2.6;2
6454;"Female";106;7.3;5.2
6454;"Female";101;3.1;3.9
6454;"Male";108;4.3;3.9
6454;"Female";106;3.1;3.1
6454;"Female";114;3.8;11.2
6454;"Female";114;3.7;3.7
6454;"Male";110;3.3;3.1
6454;"Male";109;5.2;3.3
6454;"Female";122;3;4.1
6454;"Female";102;5.1;6.9
6454;"Female";101;2.3;3.2
6454;"Male";119;4.4;6.2
6454;"Female";106;12;5.7
6454;"Female";103;1.4;2.1
6454;"Female";101;2.7;3.6
6454;"Male";101;2.6;3
6454;"Male";108;3.3;2.3
6454;"Female";108;3;2.2
6454;"Female";109;4.2;3.1
6454;"Male";101;1.9;2.1
6454;"Male";95;3;2.3
6454;"Female";109;3.2;2.9
6454;"Female";103;3.3;4.6
6454;"Male";111;5.2;3.5
6454;"Male";109;6.4;3.6
6454;"Male";112;3.9;2.8
6454;"Female";111;4.9;4.1
6454;"Female";106;3.6;2.6
6454;"Female";104;4.7;3.4
6454;"Male";112;12;11.2
6454;"Male";105;3;5
6454;"Female";111;3;4.6
6454;"Female";106;2.4;2.2
6454;"Male";103;1.7;2.6
6454;"Male";110;4.8;11.2
6454;"Female";110;4.5;2.9
6454;"Male";104;2;2.4
6454;"Female";108;8.2;6.7
6454;"Male";104;5;4.3
6454;"Male";101;4.5;3.3
6454;"Female";101;2.7;3
6454;"Male";102;12;11.2
6454;"Female";105;3.7;7.5
6454;"Female";108;3.1;6.7
6454;"Female";103;4.7;7.5
6454;"Female";105;5.4;5.4
6454;"Female";111;3.1;5.5
6454;"Male";101;4.1;2.8
6454;"Female";110;12;11.2
6454;"Male";111;3.7;4.1
6454;"Female";120;3;3.2
6454;"Female";105;4.8;3.6
6454;"Female";108;3.8;3.5
6454;"Female";109;2.8;3.3
6454;"Male";105;1.3;1.8
6454;"Female";108;2.3;3.4
6454;"Female";103;4.4;3
6454;"Female";109;6.4;3.1
6454;"Female";107;3.7;6.2
6454;"Male";110;3.4;3.8
6454;"Male";105;1.2;1.8
6454;"Female";107;2.9;3
6454;"Male";101;10.6;3.9
6454;"Male";105;12;2.8
6454;"Male";101;2.8;3.6
6454;"Male";113;3.8;3.1
6817;"Male";103;2.8;2.1
6817;"Female";108;2.9;3
6817;"Male";111;2.8;3.1
6817;"Female";110;2.7;2.1
6817;"Female";106;6.4;2.6
6817;"Female";106;12;5
6817;"Male";109;3.9;4.5
6817;"Male";98;3.9;3.4
6817;"Female";103;2.7;1.9
6817;"Male";107;4.3;4.2
6817;"Female";103;2.4;3.2
6817;"Female";112;4;6.4
6817;"Female";102;2.8;3.1
6817;"Female";110;3;3.2
6817;"Female";108;5.8;6
6817;"Female";101;3.1;2.7
6817;"Female";103;3.3;2.9
6817;"Female";106;12;4.2
6817;"Female";111;4.8;6.4
6817;"Male";109;3.2;4.4
6817;"Male";99;6.9;3.8
6817;"Male";103;3.4;2.4
6817;"Female";116;12;4.2
6817;"Female";104;2.6;2.2
6817;"Female";110;3.2;3.5
6817;"Female";111;6.4;3
6817;"Male";103;2.6;3
6817;"Female";106;3.7;3.4
6817;"Male";108;3.3;2.8
6817;"Male";97;1.6;2.3
6817;"Female";108;3.9;2.9
6817;"Male";108;4.8;5.1
6817;"Male";110;8.2;4.4
6817;"Male";110;2.4;2.1
6817;"Male";111;3.1;3.3
6817;"Male";100;12;11
6817;"Male";111;8.7;4.2
6817;"Male";105;4.9;4.3
6817;"Female";109;2.2;1.9
6817;"Female";105;6.4;4.2
6817;"Female";105;3.5;7.3
6817;"Female";107;4.3;2.8
6817;"Female";101;3.1;3.8
6817;"Male";117;2.9;3.6
6817;"Female";100;3.3;2.5
6817;"Female";111;2.2;2
6817;"Female";100;6.4;11.2
6817;"Female";105;5;6.7
6817;"Female";105;4.7;6.7
6817;"Male";105;2.6;2.3
6817;"Female";109;10.6;4.7
6817;"Male";101;4.5;3.1
6817;"Female";108;2.4;2.4
6817;"Male";108;3.1;4.2
6817;"Female";109;7.2;4.1
6817;"Male";107;8.7;11.2
6817;"Female";109;3.9;2.9
6817;"Female";102;3.5;3.5
6817;"Male";115;2;2.4
6817;"Female";111;6.4;3
6817;"Male";111;3.2;6.2
6817;"Female";105;6.3;8.4
6817;"Male";113;4.5;3.7
6817;"Female";112;12;7.5
6817;"Male";111;4.8;3.4
6817;"Female";107;4.1;4
6817;"Male";107;2.8;9.3
6817;"Female";104;2.8;2.3
6817;"Female";112;8.2;2.8
6817;"Female";112;7.6;4.8
6819;"Male";104;2.9;2.5
6819;"Male";108;6.4;4.4
6819;"Female";106;4.2;8.1
6819;"Male";102;3.9;4
6819;"Male";111;12;11
6819;"Female";95;2.2;2.4
6819;"Female";110;6.4;6.7
6819;"Male";103;4.7;6.8
6819;"Female";107;6.4;5.2
6819;"Female";103;2;3.2
6819;"Female";105;4.3;11
6819;"Female";107;2.4;2.6
6819;"Male";109;2.3;2.3
6819;"Female";104;2.8;4.1
6819;"Male";101;10.6;7.5
6819;"Female";109;2.9;4.3
6819;"Female";99;3.3;5
6819;"Male";103;4.9;4.5
6819;"Male";101;3.8;4.7
6819;"Female";115;3.2;2.1
6819;"Female";110;4.9;6.2
6819;"Male";109;3;6.2
6819;"Male";104;3.3;2.9
6819;"Male";113;4.6;6.2
6819;"Male";103;2.6;3.8
6819;"Female";113;3.6;2.8
6819;"Female";108;12;11.2
6819;"Female";102;12;11.2
6819;"Male";109;4.3;6
6819;"Male";110;3.4;2.3
6819;"Male";108;5;5
6819;"Female";105;10.6;7.5
6819;"Female";111;2.6;2.8
6819;"Female";110;12;5
6819;"Female";112;8.7;11.2
6819;"Male";111;3.9;4.3
6819;"Male";111;4.8;2.6
6819;"Female";108;4.7;4.8
6819;"Male";107;2.9;2.6
6819;"Male";103;3.9;3.3
6819;"Female";111;4.8;6.7
6819;"Male";101;6.6;4.6
6819;"Female";109;3.7;3.4
6819;"Male";110;3.5;4.9
6819;"Male";103;6.9;11.2
6819;"Female";98;2.9;4.7
6819;"Female";111;2.8;3.1
6819;"Female";113;3.8;8.9
6819;"Female";102;8.2;5
6819;"Female";115;1.8;4
6819;"Male";104;12;11.2
6819;"Male";118;2.5;1.9
6819;"Female";95;4.3;4.5
6819;"Female";106;8.7;3.1
6819;"Male";112;9.2;11.2
6819;"Female";112;6.4;6.2
6819;"Male";104;3;4.9
6819;"Female";109;4.2;3.1
6819;"Female";113;2.7;2.7
6819;"Female";105;3.1;2.4
6819;"Male";110;12;11
6819;"Female";106;10.6;6.7
6819;"Male";107;3.9;2.9
6819;"Female";111;2.7;1.8
6819;"Female";102;5;3.4
6819;"Male";99;7.8;7
6819;"Female";105;12;5
6819;"Male";107;4.1;3.6
6819;"Female";110;10.6;11.2
6819;"Male";110;2.2;3
6819;"Male";107;3;2.6
6819;"Female";112;2.2;4.5
6823;"Male";110;3.9;2.1
6823;"Female";106;3.7;5
6823;"Male";114;2.3;2.7
6823;"Female";102;2;2.5
6823;"Male";105;6.4;5.7
6823;"Female";105;7.8;7.5
6823;"Female";94;4.4;3.6
6823;"Female";106;1.8;1.8
6823;"Female";113;2.6;3.3
6823;"Female";110;2.4;2.4
6823;"Male";108;3.9;3.1
6823;"Female";102;3.8;3.9
6823;"Male";106;4.4;2.3
6823;"Female";112;3.2;2.8
6823;"Female";101;3.4;4.2
6823;"Male";98;4.9;4.7
6823;"Male";107;3.1;3
6823;"Female";100;2.4;2.8
6823;"Male";100;4.6;4.4
6823;"Female";104;3;3.6
6823;"Female";106;12;6.9
6823;"Female";110;4.4;6.7
6823;"Female";103;4.5;8.4
6823;"Male";106;2.5;2.2
6823;"Male";102;8.3;3.5
6823;"Male";104;6.4;3.7
6823;"Male";104;3.2;3.6
6823;"Male";120;7.6;6.7
6823;"Male";106;3.6;3.2
6823;"Female";103;12;8.4
6823;"Male";103;3.6;2.7
6823;"Female";103;4.8;6.7
6823;"Female";105;4.9;3.4
6823;"Female";105;10.6;11
6823;"Female";107;8.2;6.7
6823;"Male";109;4.9;4.3
6823;"Male";108;3.6;4.2
6823;"Female";105;1.8;2.8
6823;"Male";109;4.1;6.8
6823;"Female";103;3;2.9
6823;"Male";108;4.2;3.1
6823;"Female";104;4.7;2.2
6823;"Male";111;0.9;1.7
6823;"Female";112;2.1;3.4
6823;"Female";111;8.2;3.4
6823;"Female";107;4.9;4.7
6823;"Female";107;2.7;4.6
6823;"Female";107;2.6;2.4
6823;"Female";108;3.9;3.6
6823;"Male";106;6;11.2
6823;"Female";102;4.3;7.5
6823;"Male";104;12;11
6823;"Male";113;12;10.9
6823;"Male";109;4.3;6
6823;"Female";105;8.7;11.2
6823;"Male";112;12;6.4
6823;"Male";107;12;8.2
6823;"Male";111;7.8;11
6823;"Female";105;3.6;3
6823;"Male";110;2.9;2.8
6823;"Female";111;2.4;2.8
6823;"Female";106;3.3;5.2
6823;"Female";98;2.5;3.3
6823;"Male";104;12;2.6
6823;"Female";112;3.4;4
6823;"Female";104;12;7.5
6823;"Male";109;3.2;2.7
6823;"Female";102;4.9;4.3
6823;"Male";112;8.3;4.9
6823;"Male";112;4.7;10.9
6823;"Female";101;4.3;2.8
6928;"Male";110;8.2;7.5
6928;"Female";110;2.8;2.5
6928;"Female";106;7.8;5
6928;"Male";111;3.5;5.4
6928;"Male";109;8.3;7.5
6928;"Male";111;12;11.2
6928;"Male";104;3.9;5.5
6928;"Male";115;3.3;2.7
6928;"Female";117;3.2;2.5
6928;"Male";112;7.3;4.3
6928;"Female";103;1.8;2.8
6928;"Male";103;3.8;3.1
6928;"Female";107;3.5;3.7
6928;"Male";109;12;11.2
6928;"Male";102;8.7;6.3
6928;"Male";111;6.3;3.8
6928;"Male";109;12;3.8
6928;"Male";107;2.8;3.5
6928;"Female";106;5;11.2
6928;"Female";112;3;6.4
6928;"Female";105;2.8;6.2
6928;"Female";107;5.2;3.3
6928;"Female";103;7.2;4.3
6928;"Male";111;2.8;2.8
6928;"Female";107;3.3;3
6928;"Male";107;3.1;2.5
6928;"Male";111;4.4;1.8
6928;"Female";108;2.8;3.2
6928;"Male";110;7.8;2.6
6928;"Male";111;4.8;4.6
6928;"Male";105;3.2;2.9
6928;"Male";111;8.2;2.5
6928;"Male";106;7.5;4.4
6928;"Male";110;4.5;5.7
6928;"Female";116;4.3;3.5
6928;"Male";109;8.2;6.2
6928;"Female";101;3.7;2.8
6928;"Female";108;3.9;3.3
6928;"Male";106;4.9;4.8
6928;"Female";105;4.8;4
6928;"Male";110;2.2;3
6928;"Female";108;7.6;4.3
6928;"Female";104;4.5;6.7
6928;"Female";116;2.2;2.7
6928;"Male";103;6.3;3.7
6928;"Male";102;3.9;3.6
6928;"Male";104;6.2;4.1
6928;"Male";110;3.1;3
6928;"Female";117;2.5;1.9
6928;"Female";105;2.9;3.8
6928;"Female";111;3.9;4.8
6928;"Male";106;3.7;6.3
6928;"Male";102;3.2;3.7
6928;"Female";110;2.4;3.9
6928;"Male";111;12;11.2
6928;"Female";113;4.1;2.7
6928;"Male";106;1.2;1.8
6928;"Male";105;3.8;3
6928;"Male";110;3.9;4.1
6928;"Female";105;3.2;3.1
6928;"Female";108;2.4;3.8
6928;"Female";96;6.4;3.9
6928;"Female";103;12;3.5
6928;"Male";109;2.9;3.6
6928;"Female";108;2.7;2.2
6928;"Female";107;10.6;6.7
6928;"Male";109;3.8;4.6
6928;"Male";101;4;3.7
6928;"Male";110;8.2;5
6928;"Male";112;3.3;6.8
6928;"Female";110;3.7;3
6928;"Male";105;4.6;3
6928;"Female";102;7.8;4.5
6928;"Female";105;1.9;1.5
6928;"Male";105;3.8;8.4
6928;"Male";102;4.5;4.4
6928;"Female";111;12;8.9
6941;"Male";111;6.4;7.2
6941;"Female";104;2.6;3
6941;"Male";108;4.1;5
6941;"Male";102;3.6;3.1
6941;"Female";107;12;5.5
6941;"Male";102;3.6;3.5
6941;"Male";112;2.8;3.5
6941;"Female";110;2.9;3.1
6941;"Female";108;3.2;3.4
6941;"Female";111;12;6.7
6941;"Female";102;2.4;2.1
6941;"Female";101;2.4;2.1
6941;"Male";113;6.4;8.2
6941;"Female";105;2.9;2.6
6941;"Male";104;4.4;4.5
6941;"Female";104;12;10.9
6941;"Male";103;4.3;7.5
6941;"Female";106;4.1;7.5
6941;"Male";104;2.7;2.4
6941;"Male";109;3.1;6.2
6941;"Male";109;6.4;3.1
6941;"Female";105;2.3;1.8
6941;"Female";106;4.9;4.7
6941;"Female";101;6.4;4.3
6941;"Male";104;2.3;3.3
6941;"Female";111;2.4;1.7
6941;"Male";104;3.5;2.9
6941;"Female";105;2;3.3
6941;"Male";102;4.9;4.2
6941;"Female";104;4.2;6.2
6941;"Female";111;2.5;2.8
6941;"Male";106;2.9;3.1
6941;"Male";105;3.7;6.3
6941;"Female";102;4.4;3.8
6941;"Female";110;3.3;3.3
6941;"Male";103;7.2;6.9
6941;"Male";110;4.7;2.8
6941;"Male";109;1.6;2.4
6941;"Female";101;2.8;2.4
6941;"Male";104;2.7;2.7
6941;"Female";105;8.2;2.1
6941;"Female";104;4;3.5
6941;"Female";105;2.7;4.9
6941;"Female";104;3.3;3.7
6941;"Male";109;4.3;3
6941;"Male";102;2.1;2.1
6941;"Male";101;2.5;2.9
6941;"Female";110;2.2;2.8
6941;"Female";100;2.8;4.3
6941;"Male";102;2.4;4.3
6941;"Female";106;7.5;3.2
6941;"Female";112;4.4;3.6
6941;"Female";106;3.1;2.6
6941;"Female";94;2.6;3.3
6941;"Female";107;4.8;4
6941;"Female";104;3.7;7.2
6941;"Female";111;4.4;5
6941;"Male";105;1.8;2.5
6941;"Female";107;1.8;1.8
6941;"Female";107;2.8;3.4
6941;"Male";112;3.9;4.4
6941;"Male";109;4.9;10.9
6941;"Male";102;8.3;3.7
6941;"Male";103;2.9;2.4
7102;"Male";111;8.7;5.1
7102;"Male";109;8.2;3.4
7102;"Male";109;2.1;2.6
7102;"Female";118;3.5;2.8
7102;"Female";106;5.8;3.3
7102;"Female";101;6.4;3.9
7102;"Female";102;5.8;5.4
7102;"Male";111;2.6;2.8
7102;"Male";111;2;2.2
7102;"Female";115;3;3
7102;"Female";106;3.6;6.2
7102;"Female";106;3.9;4.6
7102;"Male";110;1.4;1.9
7102;"Male";105;3.4;2.6
7102;"Male";105;3.4;2.6
7102;"Male";108;2.9;3.2
7102;"Male";103;4.9;3.5
7102;"Male";101;4.6;5.7
7102;"Female";103;1.6;2.2
7102;"Male";108;3.7;2.7
7102;"Male";109;2.8;3.1
7102;"Female";110;2.9;3.1
7102;"Male";106;4.9;4.5
7102;"Female";108;1.8;1.8
7102;"Female";112;4.8;6.2
7102;"Male";109;6.4;5
7102;"Male";106;4.9;4.8
7102;"Female";105;4.3;4.7
7102;"Male";110;3.9;2.9
7102;"Female";102;1.8;2.1
7102;"Male";112;2;2.2
7102;"Male";100;5;6.7
7102;"Male";112;3.8;2.5
7102;"Female";118;3.7;3
7102;"Male";102;3;6.2
7102;"Female";108;4.2;3.4
7102;"Male";103;3.8;3.8
7102;"Female";108;4.7;4.7
7102;"Male";110;4.6;4.2
7102;"Male";112;5;3
7102;"Female";107;4.4;5.2
7102;"Male";112;4.4;3
7102;"Female";103;4.7;3.7
7102;"Male";108;4;4.1
7102;"Male";110;5.8;4.7
7102;"Female";105;2.2;3.5
7102;"Female";103;7.2;6.2
7102;"Male";115;3.1;2.4
7102;"Female";105;2.7;3.2
7102;"Male";100;6.4;4.8
7102;"Female";101;3.3;3.8
7102;"Male";113;3.1;3.4
7102;"Female";123;5;4.5
7102;"Male";117;4.1;2.3
7102;"Male";103;6.4;4.1
7102;"Male";108;2.8;2.7
7102;"Male";102;4.9;10.9
7102;"Male";108;3.3;4.1
7102;"Female";105;5;11
7102;"Female";114;3.1;3
7102;"Male";114;2.2;6.9
7102;"Female";108;2.2;3.1
7102;"Female";107;1.9;1.7
7102;"Male";109;4.4;2.9
7102;"Female";100;4.3;3.7
7102;"Male";110;4.8;2.9
7102;"Male";109;3.2;5.4
7102;"Male";104;3.9;4.6
7102;"Female";104;3.8;5
7102;"Male";105;7.6;5
7102;"Male";108;8.3;4.6
7102;"Male";111;6.4;7.6
7102;"Male";110;6.4;7.6
7102;"Male";107;3.1;3.1
7102;"Male";110;4.6;3.5
7102;"Male";106;6.4;4.3
7102;"Female";98;4.7;4.6
7102;"Male";118;2.3;3.3
7102;"Female";110;2.7;2.4
7102;"Male";107;6.4;3.6
7102;"Male";109;2.7;2
7102;"Male";107;7.6;11.2
7102;"Male";113;2.7;3
7102;"Male";115;2.5;2.2
7102;"Female";111;2.5;3.7
7102;"Female";109;1.6;3.9
7102;"Female";105;12;4.9
7102;"Male";110;4.3;4.9
7102;"Male";103;3;2.9
7102;"Male";117;3.7;3.2
7102;"Male";108;5.8;7.3
7102;"Male";105;2.7;3.6
7102;"Female";111;3;4.6
7102;"Male";105;3.3;4.5
7102;"Female";106;9.2;4.3
7102;"Female";110;7.3;4.2
7102;"Male";101;3.3;3.5
7102;"Male";114;3.8;2.6
7102;"Male";105;3.9;3.9
7102;"Male";102;4.5;3.6
7102;"Female";112;4.3;11.2
7102;"Male";95;5;4.2
7102;"Male";111;4.3;5
7102;"Female";112;1.7;2.4
7102;"Male";106;3.7;4.7
7102;"Female";109;4.6;5
7102;"Male";123;3.9;2
7102;"Male";117;5.8;2.1
7102;"Male";104;4;2.6
7102;"Female";108;2.5;3.1
7102;"Female";111;2.9;4.1
7102;"Male";106;2.3;3.9
7102;"Male";113;6.4;6.9
7102;"Female";110;3.4;2.7
7102;"Male";113;1.6;3.1
7102;"Male";112;3.5;7.5
7102;"Male";102;4.3;3.6
7102;"Male";107;4.3;4.4
7102;"Female";103;6.4;6.4
7102;"Male";112;2.6;4.6
7102;"Female";112;2.7;2.5
7102;"Female";103;5.8;4.5
7102;"Female";101;4.3;2.8
7102;"Female";110;3.7;6.2
7102;"Male";107;2.2;2.8
7102;"Male";106;4.9;5
7102;"Male";112;5;4.3
7102;"Female";104;2.9;4.1
7102;"Female";108;4.8;4.5
7102;"Female";112;2.5;3.2
7164;"Female";108;3.1;2.4
7164;"Female";106;6.4;5
7164;"Male";115;2.7;1.7
7164;"Female";113;2.7;2.4
7164;"Male";106;2.5;4
7164;"Male";91;12;6.2
7164;"Male";101;4.9;4.6
7164;"Female";106;1.4;2.1
7164;"Female";104;3;2
7164;"Female";102;3.5;1.9
7164;"Male";106;1.5;1.7
7164;"Male";104;4.9;3.3
7164;"Female";102;5.4;4.4
7164;"Female";110;2.6;2.5
7164;"Female";111;2.4;2.3
7164;"Male";111;7.8;5.2
7164;"Female";107;4.4;4.2
7164;"Female";112;5.8;3.7
7164;"Male";108;2.9;3.3
7164;"Male";105;6.4;10.9
7164;"Male";110;4.9;6.8
7164;"Male";106;3.4;3
7164;"Female";103;2;2.9
7164;"Male";112;12;11.2
7164;"Male";103;5.8;4.8
7164;"Female";104;4.1;11
7164;"Male";103;3.1;5
7164;"Female";101;5;3.3
7164;"Male";103;3;5
7164;"Male";111;1.7;3.3
7164;"Female";108;1.9;3
7164;"Male";112;4.6;2.3
7164;"Female";106;3;5
7164;"Female";111;4.5;7.3
7164;"Male";107;4.4;7.5
7164;"Female";100;2.2;2
7164;"Female";104;4.6;5.5
7164;"Male";99;4;4.5
7164;"Female";106;3.1;2.9
7164;"Female";103;4.7;7.5
7164;"Male";103;4;3.2
7164;"Male";110;3.1;6.2
7164;"Female";102;3.5;4.5
7164;"Male";109;2.4;3.4
7164;"Female";101;2;3.7
7164;"Female";108;4.7;4.4
7164;"Female";103;2.5;3.4
7164;"Male";103;6.4;6.7
7164;"Male";103;4.3;3.8
7164;"Female";106;2.8;2.9
7164;"Male";107;4;5.4
7164;"Female";103;2.4;3.1
7164;"Female";102;0;3
7164;"Male";109;1.8;2.6
7164;"Female";105;2.2;3.8
7164;"Male";102;2.4;2.6
7164;"Female";103;2;2.5
7164;"Female";104;4.8;7.4
7164;"Male";110;0.4;0.9
7164;"Female";112;2.8;3.1
7164;"Male";107;6.4;3.1
7164;"Male";112;6.4;4.3
7164;"Female";100;4.9;2.3
7164;"Male";93;1.9;2.6
7164;"Female";114;1.7;1.8
7164;"Male";109;4;6.2
7164;"Female";108;4.2;2.5
7164;"Female";104;3.7;11.2
7164;"Female";108;6.4;8.4
7164;"Male";111;3.7;3.8
7218;"Female";119;4.6;3.7
7218;"Female";107;3.9;2.6
7218;"Male";106;4.4;3
7218;"Male";100;3;2
7218;"Female";100;5.8;5.4
7218;"Female";110;2.4;2.4
7218;"Female";106;4.8;4.2
7218;"Male";110;2.4;2.9
7218;"Male";110;5.8;6.7
7218;"Female";111;3.8;10.9
7218;"Female";120;1.7;2.8
7218;"Male";108;4.7;6.2
7218;"Female";109;2.9;3.4
7218;"Female";101;3;2.9
7218;"Female";114;2.4;2.3
7218;"Female";110;2.8;2.7
7218;"Female";114;2.5;1.6
7218;"Male";109;5.8;4.9
7218;"Male";103;5.8;4.4
7218;"Male";110;4;5.4
7218;"Male";101;2.7;2.5
7218;"Female";104;4.7;6.7
7218;"Male";107;2.8;4.7
7218;"Female";106;3.3;4.3
7218;"Female";105;4.1;4
7218;"Female";112;3.8;6.2
7218;"Male";105;2.7;4.5
7218;"Male";101;6.4;7.3
7218;"Male";112;6.4;4.9
7218;"Male";108;5.8;5.5
7218;"Female";107;4;4.4
7218;"Female";105;2.9;5
7218;"Female";103;4.7;8.2
7218;"Female";100;4.9;5.4
7218;"Male";111;3.2;6.5
7218;"Male";102;2.8;3
7218;"Female";108;6.4;8.2
7218;"Female";112;3.5;4.5
7218;"Male";108;4.5;5.2
7218;"Female";111;4.5;4.9
7218;"Male";108;8.7;2.5
7218;"Male";117;8.2;5
7218;"Male";105;3.3;4.9
7218;"Male";111;4.6;9.3
7218;"Male";100;4.6;5.8
7218;"Male";111;2.6;3.7
7218;"Female";105;8.3;11.2
7218;"Male";111;1.8;2.7
7218;"Female";110;1.9;2.5
7218;"Female";120;3;3.5
7218;"Female";106;4.4;3.2
7218;"Female";105;2.8;4.6
7218;"Male";104;1.4;2.5
7218;"Female";99;2.6;2.7
7218;"Male";98;3;3.6
7218;"Male";112;3.2;4.6
7218;"Female";106;4.8;3.4
7218;"Male";107;4.3;3.9
7218;"Male";104;4.3;3.8
7218;"Male";115;4.8;6.7
7218;"Female";102;12;5.7
7218;"Female";101;3;4.9
7218;"Male";108;1.9;2.8
7218;"Female";98;6.4;6.2
7218;"Male";108;4.3;3.6
7218;"Female";104;4.5;4.7
7218;"Male";110;3.7;2.8
7218;"Male";106;4.1;4
7218;"Male";113;4.1;6.3
7218;"Male";119;2.1;1.9
7218;"Female";103;3.1;2.6
7218;"Male";123;2.1;1.9
7218;"Female";99;3.3;3.5
7218;"Female";109;4.3;5.5
7218;"Male";119;1.6;3.7
7218;"Female";113;4.1;4.7
7218;"Male";106;3.5;3.6
7218;"Male";97;6.4;11.2
7218;"Male";107;2.8;10.9
7218;"Male";112;3.7;4.9
7218;"Female";112;6.4;4.6
7218;"Male";100;4.3;10.9
7218;"Female";107;4.9;5.8
7218;"Female";105;3.8;8.2
7218;"Female";99;7.6;4.3
7218;"Male";113;4.9;4
7218;"Male";111;2.7;1.8
7218;"Female";111;4.6;7.6
7218;"Female";110;4.9;7.6
7218;"Female";115;6.4;10.9
7218;"Female";100;3.3;3.8
7218;"Male";109;4.8;3.7
7218;"Female";109;10.6;11.2
7218;"Male";109;3.6;2.4
7218;"Female";111;9.2;9.3
7218;"Female";111;8.2;7.3
7218;"Male";107;6.4;5
7218;"Female";108;4.5;3.4
