,,,Raw Abundance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.26_302.3060m/z,302.3060002,5.256116667,127.7534294,42.85534959,43.48818196,60.03612618,65.28348822,76.27788608,64.53098658,79.05741863,79.57128326,71.4754643,82.34235981,75.76294826,74.87930096,76.06081541,81.92201245,80.66751015,85.03861234,85.12018126,79.91790761,88.69262065,88.1502201,47.44375619,47.30403678,63.47922931,60.13163148,59.8301996,66.71854114,60.35424191,64.83116752,61.33410006
4.00_467.6110m/z,467.6110117,4.004566667,0,0,0,0,0,0,0,0,0,0,0,0,3.487442017,10.84635925,0,7.294179807,0,0,3.511343559,2.864059448,7.011657596,0,0,0,0,0,0,0,0,0
4.79_227.1891n,250.1783821,4.793816667,3146.070377,0,0,876.3926299,929.6502138,1006.853801,899.3624965,874.5708824,1012.346207,926.822245,886.0085038,994.7410414,955.6302349,960.784832,978.976813,892.4189284,932.3504558,1045.193909,972.8246382,963.8430991,1026.393714,875.7108599,873.5636325,992.2473556,879.5729889,927.5144052,968.6020432,886.5869514,884.342087,933.5686056
3.53_73.5322m/z,73.53222941,3.527983333,0,1.50434494,0,3.923683167,3.704121599,9.094943817,14.20360191,9.011094596,3.607486725,6.988671088,11.53647993,4.936062434,1.465076447,3.43907541,9.386638516,4.938060701,5.538537993,4.628201517,9.789977802,5.886493623,1.745750427,5.700059599,5.854652405,1.990886629,3.509809987,10.47918246,3.762783051,6.919406861,10.01459286,11.81357787
2.47_730.8293m/z,730.8293499,2.474783333,0,0,0,0,0,0,0,0,0,0,0,0,3.363034382,3.622589231,0,8.318206787,11.5435487,5.039703369,0,3.197418094,0,0,0,0,0,0,0,0,0,0
2.65_759.5837m/z,759.5837257,2.6526,0,0,0,5.777496338,5.993927002,19.41281988,33.49682617,22.20945039,27.67466736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.36_1155.8514m/z,1155.851406,8.357766667,1042.298528,350.1354006,0,131.0144507,219.033455,239.7214657,278.545495,255.5681763,136.6822509,106.7675782,133.2862334,122.7949283,60.16662592,152.7850344,77.59338391,85.25396086,155.3445429,86.52008057,36.91412365,142.8903195,126.24231,1160.248145,2631.959351,2756.03538,7213.438913,5923.023202,3047.154543,1000.249684,790.4768065,453.9762499
8.86_333.2699m/z,333.2698849,8.855633333,6.450821235,7.813735977,0,15.87948817,16.54389498,10.7941279,17.17451477,19.61654988,15.74351585,15.76207151,21.49313346,14.08149166,24.20881142,22.57948649,15.79874379,22.45462792,20.06076303,20.42369785,13.58077512,19.57685502,19.47020755,2.308872274,0,1.413944536,0,0,9.049368891,12.6685943,13.76977895,11.74162454
9.03_217.1054m/z,217.1053927,9.026316667,47.19584656,9.695473194,36.54870685,65.28887754,67.49655779,68.36675716,64.76971354,58.26787032,59.73475068,55.04430819,58.21393848,63.74054491,58.6960802,60.03200099,57.49896256,63.12405619,63.67624732,60.65035504,55.58624315,57.60236715,55.30864716,51.27882217,40.10029602,40.20185462,28.68909325,40.36441036,56.62052091,63.43277194,64.90575451,63.317051
8.43_1555.6469m/z,1555.646907,8.428466667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.25102364,1235.047561,2772.397643,5236.350731,12030.06215,4184.310598,0,0,0
9.96_414.9404m/z,414.9403946,9.957866667,47.97364609,38.23592113,40.49850464,45.18728615,48.52923696,63.00263711,58.4356184,41.18332685,38.44107465,36.95667885,36.41301386,56.60242272,57.4335022,44.9271168,58.69417785,48.13079398,55.65491828,47.91340108,55.41411058,49.42950583,61.91557511,38.59855461,43.73410034,38.59367371,55.60338864,32.74826373,32.53849363,41.95506287,34.47990471,43.97536286
7.15_278.1534n,301.1417879,7.148266667,1590.575124,0,0,545.6219554,544.358962,576.3096621,487.0145191,495.7798891,563.5703672,557.5599864,484.3022795,562.6858189,522.924603,498.9905199,555.8198107,522.6881945,545.8143421,587.0103903,493.9207739,545.7854627,538.3378867,422.5843763,344.9232681,347.5167673,491.7529427,390.3241959,524.6278185,490.930779,497.374212,564.2565884
6.51_530.6505m/z,530.6505393,6.508266667,0,0,0,3.256317019,0,13.97622941,6.480902757,9.252441525,12.98608398,13.40603626,14.94558318,15.5408,11.26058713,13.36219302,22.23884001,20.61681523,12.89199829,13.35244751,20.98443609,14.27014148,12.85787976,0,0,0,6.600058472,7.065452072,6.457336426,5.07019043,11.31935373,9.612239041
9.96_809.8192n,832.8191475,9.957866667,26.47568168,37.65365671,16.52315659,54.80815843,41.5522777,45.44120517,50.04741342,38.73573768,31.83307638,40.89293377,47.81162457,38.88679472,42.97716773,50.24788916,42.1161438,40.59664893,41.83367048,39.97649286,36.73422241,46.05640945,46.4187035,34.29533579,34.55719293,27.12452789,24.53808618,18.63404759,30.30111445,34.81531857,43.3202336,48.8616333
10.21_188.0049m/z,188.004878,10.2071,67.34968101,81.58347219,108.4244008,131.1708325,113.0718419,112.7456675,126.9534955,119.6216459,113.9449153,119.139114,121.4098074,120.1969017,122.7586193,117.3875869,109.6121035,119.8553481,112.0767859,112.1231817,113.2533638,114.3994098,115.8332443,101.6869834,99.96501549,96.41322604,110.3706081,104.9203537,116.6801622,116.0927276,102.1749639,118.2413348
8.98_158.1546m/z,158.1546463,8.976333333,752.700432,814.3274023,743.2130694,808.0170597,836.5146357,812.8619776,821.2754179,842.0290181,814.1897057,802.0474005,809.5261541,822.5652713,813.3433958,772.5303341,741.6918357,758.8057502,797.3470565,815.341327,778.0507834,812.3531409,826.1466105,723.1255804,603.0584671,666.982634,617.5310308,721.6613618,768.0743922,797.9214141,803.3765724,765.783838
9.97_424.7678m/z,424.7677926,9.97215,9.026821946,5.450019285,40.59605074,18.12433926,30.75787781,10.23071243,7.24529658,11.58099896,12.89897434,15.87807028,12.21195116,7.987291637,7.37574117,2.827564182,11.35742036,7.009025727,10.30383746,6.380508423,7.368403269,11.42165084,5.893391876,58.10047397,57.92665052,96.11133235,148.3221603,86.23803302,56.15989665,19.61823464,14.19957465,11.52385237
8.50_903.5695m/z,903.5694882,8.499883333,119.293806,90.69223379,0,196.3070218,123.2575376,130.8787031,6.036376953,13.05038446,12.38113403,18.45031738,7.951773546,0,6.167602599,0,0,0,3.011627197,0,0,0,3.812103271,35.74584949,36.89864625,83.52602051,142.86702,18.95553577,61.13707942,47.57289915,36.55302625,41.53945935
6.81_528.4110m/z,528.4110082,6.814033333,598.2533702,0,0,171.0746168,163.2654384,209.3855314,190.5583263,172.9060931,201.0622467,193.4412787,177.2165774,211.6044429,200.4301227,210.2343941,232.1879106,230.6712935,257.1428027,287.0353674,214.3622757,241.1961178,251.5647359,211.7219204,218.2146377,212.6994574,219.6601728,208.3180967,221.9662679,209.1051458,160.4467342,165.6755981
9.99_168.9832m/z,168.9832184,9.986433333,208.6670922,200.8244081,199.6837557,158.1902635,162.444595,158.8125452,162.2143685,166.2681494,151.5991554,156.8933895,166.5297154,169.262712,158.6124925,152.7469041,151.0146201,164.711934,161.4667222,156.6238592,156.9391953,164.793719,147.7941873,173.1604964,168.0834388,177.7368909,167.1036569,163.734244,164.2936644,166.3567844,163.4562865,153.9864045
9.94_696.4377m/z,696.4377075,9.943466667,211.7165003,132.2949243,141.2884355,103.4670157,107.2528663,118.3108651,180.0123822,147.3525465,140.4700925,132.2015931,120.9542869,98.21691918,95.97508555,73.68367499,87.92547584,78.95688181,87.24144395,83.57477496,78.26148165,69.05118157,80.56451356,222.37708,224.8212013,90.87145984,186.8390529,151.5327926,234.9725566,136.10264,96.4147644,95.85792908
8.81_325.2719m/z,325.2719491,8.80565,57.89333539,4.279035972,0,59.57021248,62.31737225,66.37045141,80.94564585,85.15481624,78.80475751,77.46715406,80.72928771,76.33948734,65.81620621,81.99740489,74.19702464,78.9908469,74.97322283,87.03818495,70.37680207,81.25971539,91.0633404,14.32856151,5.243423402,1.76348877,0,1.775482237,19.41830444,51.17889919,52.90676691,59.7241006
8.56_301.1421m/z,301.1421285,8.56345,4.678053749,6.47762318,408.5806798,28.69554876,34.31688673,23.95848539,27.79036109,20.92816231,24.7993254,28.40539385,19.89432761,26.36328581,18.05165541,28.77198787,21.79552504,41.75649208,28.06115839,23.52126302,25.62880832,26.53767968,33.81219217,0,0,0,0,0,0,11.22564903,15.88183741,28.63042065
6.92_421.2342m/z,421.2342231,6.92045,1522.059353,15.84559643,11.17056274,538.2090405,534.417565,571.6365286,452.9553028,472.3218964,512.9804567,449.9598993,403.678176,416.176485,413.5830722,384.6073485,408.6908326,372.4955525,369.5646759,423.1979419,380.7970281,388.5852026,422.0125798,865.4706025,1077.474812,1025.50021,1262.659613,1077.52813,1235.82725,830.9071768,814.6830323,666.1956382
9.94_571.4202m/z,571.420248,9.943466667,372.5116129,137.9419459,110.2732296,11.38766474,13.72247314,24.0504148,6.244149244,23.54429962,12.83392331,18.0594483,15.18337723,13.40221816,5.388920252,7.795166016,9.074584842,17.92708655,9.098083377,10.84790039,12.54541128,10.04623413,17.93888182,48.56088269,15.04961869,40.66128945,0,7.569580078,26.77209496,9.998260379,13.99903075,9.355139779
8.80_952.5956m/z,952.5956393,8.798516667,2307.031323,17083.48204,2.377624512,181.2213325,183.675091,98.5916535,84.04776652,101.5821931,18.56137085,41.3024689,38.98959805,2.440338135,2.931640625,18.95550537,5.579467773,9.136688352,23.19583154,2.568511963,13.30347867,2.910056216,2.540344238,931.0313587,434.7470356,547.0286108,70.34594326,169.7749735,272.7498198,354.4683314,421.2144479,426.5360803
8.24_816.5848m/z,816.5847544,8.243233333,1910.513445,5288.595403,88.71568879,596.4770685,460.5854178,581.7611773,754.5107611,1256.551978,1493.036271,1251.298372,1094.654836,932.4553679,579.9801638,423.6992614,393.236634,210.0216444,128.3977313,139.9145989,44.33054188,32.54909655,68.93941809,1462.572963,2075.840483,2198.435063,15726.71821,2425.901975,2225.688246,1068.331994,881.1729715,635.8123614
9.97_472.7332m/z,472.733241,9.97215,1.350608896,8.461143736,12.35068375,0.204370678,0,0.24612726,0,0,0,0.2589447,0.57559134,0,9.29E-05,0,0,0.092626563,0.125466549,0,0,0.033955968,0,2.654998779,4.349738506,18.89243713,99.8155545,64.04503024,30.30685283,2.979486302,0,0
9.31_803.5980m/z,803.5980436,9.31055,6083.17207,7203.853997,61148.54502,1048.872127,1023.055636,491.38899,217.5846427,198.8808089,184.4050969,111.233515,87.95428897,127.080964,117.1995102,97.75146743,116.8618577,134.4284554,132.983788,202.9324566,214.8594795,365.5387646,523.0437459,8492.870685,282215.1277,2247.384723,1315.120933,883.6735247,826.3275426,505.6365913,389.2774076,329.8009102
9.93_885.7110m/z,885.7109816,9.929183333,5420.842475,4729.671889,3828.247261,14306.19227,20750.91699,6851.835493,3478.893669,3098.31991,2563.245208,2329.060615,2152.78722,2006.328507,2200.949565,6853.952243,6071.522106,3339.897423,2345.693532,2056.474315,2972.775902,2843.072336,2385.726509,5418.049746,9193.145277,10323.29155,15600.39908,29573.42745,37389.14254,64693.32123,52896.91057,32349.37729
9.97_83.5172m/z,83.51719363,9.97215,74.01282574,74.35095459,72.80754465,68.01401856,68.75905569,74.70409735,78.57398815,71.84512212,66.49388872,69.47566882,74.37350745,69.29406386,75.51309509,67.34397822,68.45735726,73.68662668,74.95386072,73.96247363,77.71320177,74.18676838,72.79042392,72.72464154,68.65736568,65.38966758,69.02856668,68.63714254,66.42179482,68.78676577,64.85038039,71.5412266
9.06_229.1417m/z,229.1416791,9.061316667,502.0782295,545.0971135,582.2601866,734.2061685,777.4715704,741.0613339,775.7523782,770.5215706,743.635553,798.7477997,779.6532517,782.6373904,764.6497743,775.5419606,770.5667755,768.0820821,785.8901306,794.5925651,765.6537775,763.442576,800.7254228,548.8369881,330.5596452,425.7811725,211.7267665,422.1938077,597.3927181,732.6207644,716.6362721,725.9338159
0.83_294.1388m/z,294.1388444,0.831333333,0,0,0,2.882672351,0,4.332652397,3.114089966,4.95552063,3.893340945,5.624499533,4.426442467,2.37663269,10.84496027,7.77650031,7.513532493,7.815089141,6.273880005,7.29686571,4.034598576,10.62334758,16.86776465,3.605370632,13.72811038,12.63020185,10.58884597,18.20746316,11.03653463,0,13.5805624,2.265411377
9.66_390.2954m/z,390.2953894,9.65905,107.4150991,81.17921082,143.9295147,175.1657156,191.1631578,157.5039365,212.5959176,183.8997551,172.3780681,215.7316445,203.2977874,190.1363029,214.8173954,182.3710839,155.5097519,200.8847686,214.3150234,174.1535505,186.8982392,175.0030409,186.8295155,96.43814034,31.94887587,29.28971696,9.482010613,47.14811131,74.0297546,157.440537,131.0724653,161.7866814
6.80_572.4373m/z,572.4373232,6.79975,715.9589315,0,0,191.0488992,205.6368729,209.3119232,192.7370366,208.9620144,233.2675562,210.0971275,209.1784542,209.8125756,229.4951523,224.9840508,266.0325507,254.366055,247.2715838,300.2027676,232.5111268,258.8505049,285.4919925,246.3192228,259.392559,269.8787393,235.6893966,225.0833553,212.5315383,220.513217,232.960658,206.9059928
8.33_529.3209m/z,529.3208529,8.3292,8.187988162,11.70904072,0,51.92008574,66.14137287,63.03408008,74.31934339,71.41872791,60.53703933,72.23458096,67.9119468,71.25819711,79.06227201,57.64200215,76.62444246,60.66509396,50.39363271,71.71374301,50.59031118,56.0684706,68.8092026,6.971084925,0,0,4.120021554,2.372489271,22.67846766,53.39012428,67.88522092,66.21790933
8.09_833.5899n,834.5972056,8.086833333,10369.08044,8047.288426,693.0541623,23350.73033,13404.00895,5747.320488,3078.933671,3220.736487,3903.416011,3763.298545,3306.96334,3026.188841,2224.479302,1961.982615,1909.469119,2340.085833,2139.704705,1784.718656,911.8154818,800.4362674,852.1966606,6479.886211,10476.56481,28009.92879,186989.1442,13295.71009,17036.69775,8982.981516,7240.007595,6935.328308
8.41_772.5990m/z,772.598988,8.40705,5029.963076,6914.673932,918.8155788,5743.024871,9796.856804,9816.535158,9259.127086,4528.647619,2133.880751,1653.492166,1449.31692,1218.854545,967.0728094,957.5162969,943.9015761,1021.058648,991.0519199,952.4058567,695.0980128,645.8612626,590.5012021,4069.746625,5947.744108,7013.048047,30904.79011,13476.53396,7297.041945,1604.127822,2163.936947,3149.167346
3.00_573.2309m/z,573.2309438,3.0014,0,0,0,2.77444458,23.62143521,22.52082977,14.98571163,16.58578087,24.16015589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649603597,0,0,0
4.14_158.0042m/z,158.004162,4.139533333,0,11.05256601,2.781036377,4.237281799,8.250076294,1.982925355,1.955618484,2.783798218,2.545196533,0,2.943107605,3.414824885,1.777435362,2.309509277,0,2.806060791,2.167304963,0,0,1.393051147,4.336029232,15.41464996,11.66474152,15.99050632,7.139480591,10.77393828,10.870141,7.323482666,12.53440857,12.78102104
9.96_686.8906m/z,686.8906305,9.957866667,28.70220947,28.48143397,29.83930612,29.3740292,36.04415226,43.86941356,42.08538494,36.40808048,21.27032889,27.5947876,29.54007017,37.99575806,42.23901132,49.35957398,35.49407864,31.16601621,52.21653567,35.46537543,31.75878811,42.9298082,40.89758301,29.63445266,27.53610229,24.8531189,28.9303092,23.23668057,32.14000954,29.6139902,19.06838072,35.27988544
0.93_325.5999m/z,325.599939,0.9306,0,0,0,6.40971559,10.32430762,0,3.601516724,3.215240479,14.01007048,9.529414292,7.989808401,3.864647885,6.472750611,7.699999391,8.898600218,3.34138808,5.741043717,5.191208698,3.728755674,2.039942649,5.039782614,2.574773462,6.733535767,4.598988297,5.787697743,9.389352093,6.621373047,3.191553995,7.801258585,2.049720192
9.97_188.4799m/z,188.4798736,9.97215,14.52025145,14.4258679,9.750831366,13.04567583,18.75107625,17.16088935,14.91950763,15.5848028,15.96031757,11.49741862,14.61598959,14.10356152,17.70585998,14.8748996,16.53435903,14.99304824,15.65723851,9.724975065,14.74825614,14.62327476,12.15043372,13.54109192,17.20729101,10.83420901,7.918754201,11.95322418,13.40889001,12.22297933,11.83039591,10.18449526
7.89_559.3847m/z,559.3846801,7.894733333,5503.812461,3872.887042,931.1633301,5628.952156,5595.373796,5766.646637,5709.752106,5575.627007,5619.642268,5524.179261,5090.113673,5516.82502,5303.607707,5296.916137,5313.651226,5082.608521,4943.117314,5216.644836,4851.69594,4956.907575,5104.441273,4433.531347,3799.284028,4503.054437,4603.216624,4450.567523,4722.926602,5278.739754,5337.79677,5298.791124
10.19_160.9582m/z,160.9582071,10.19281667,137.5314232,157.7233204,200.8358477,235.0216447,240.2998877,214.2757644,217.3530311,244.1046093,224.0929008,244.2515432,229.7133115,245.847352,226.4597562,225.1387433,223.7447415,210.8115286,216.0459516,216.6612342,206.6273608,214.1772569,206.6150835,198.7893138,212.7544794,192.4936795,213.3926847,223.9789935,227.3368265,222.1449763,251.0316733,219.2631198
2.66_704.8090m/z,704.8090315,2.65975,0,0,0,26.1003418,47.89924968,49.77353357,71.92776442,71.66807492,76.93758118,0,0,0,0,0,0,0,0,0,0,0,0,2.289035859,0,0,2.957132037,0,0,0,0,0
9.96_89.0693m/z,89.06931354,9.957866667,6.361933176,3.38206102,6.76448822,7.167564392,7.084962488,8.20077293,9.323310971,8.348834953,7.437351286,7.481659241,7.039680481,8.264751434,8.69474411,6.315162599,7.554196941,6.053216019,7.21711731,6.193571223,9.486059993,8.846185366,8.026964282,4.474531862,5.001726305,2.790250717,2.562671603,4.715740316,7.050466365,7.726524437,4.741779436,6.817632234
8.63_269.2079m/z,269.2079461,8.627716667,16.25561915,7.850390199,1.682723999,44.80452516,50.3127905,44.62950565,50.65830698,44.60230646,42.4480551,46.2425192,49.43152948,46.62488803,40.62452531,36.88371222,39.45445805,40.02199195,46.49127145,41.87091031,32.11539422,47.47341952,44.04294865,11.44042051,0.103670332,0,0,0.01019182,6.591887364,29.78704712,39.44706938,47.75527567
10.11_183.0220m/z,183.0220448,10.11426667,419.7691791,434.8418233,326.8609515,16.64559221,16.10905409,0,18.2394104,0,0,14.43315887,16.25353289,17.9857642,87.13127522,216.0363083,203.2599028,305.0924671,307.0423551,272.1854346,252.6646407,236.5743418,169.2670751,322.8614197,118.6584736,48.68338776,48.58158099,18.41959228,66.05024783,0,0,0
7.16_506.3594m/z,506.3593933,7.1554,2.436340507,0,0,18.23675261,9.637341725,11.81554395,23.89558372,71.39949231,117.8554291,58.98962651,18.48592216,1.951324463,1.348449441,0,0,0,0,0,0,0,0,0,0,0,3.099841474,41.34654625,1.665252686,65.76258488,124.241488,94.89778149
9.04_291.2028m/z,291.2028363,9.0406,13.63558035,11.59580652,0,22.92576605,28.6897163,27.22503748,31.48520563,29.59600754,29.99919073,33.65825326,33.34115366,30.59756476,28.34472523,37.2084783,28.39843266,34.22612226,29.81466977,31.82542327,30.59229164,31.41795775,32.27307218,17.94159958,4.811066551,6.747100919,1.414794922,5.465385434,10.65727372,23.2880995,24.74512913,31.93051624
2.00_254.0996m/z,254.0995779,1.998166667,0,0,0,0,2.177195948,7.449328054,2.53663998,1.846080722,8.397496657,1.968917847,6.863001868,4.889231868,5.60010644,2.023902863,9.089715731,5.280548081,4.45829981,2.82425676,4.045455933,10.34255831,2.80368042,5.767340966,2.279198181,4.633424289,4.213504989,4.212929329,3.971103931,1.902603149,3.320596901,4.048071833
5.93_381.2615m/z,381.2614852,5.931866667,481.8968799,0,0,134.7800756,141.6833547,153.4882312,148.4994251,139.6898205,148.2192122,139.5858863,136.1430605,147.2729358,129.4246914,122.7834273,160.7082425,147.6960598,133.0401584,152.0768019,128.3905885,143.9449083,150.0483809,214.5928637,230.1600731,207.1870322,171.6101081,221.9349783,206.7211087,164.4578996,146.4092641,156.6441382
7.40_414.7764m/z,414.7764107,7.403933333,44.30258132,0,0,16.65004538,44.85830683,101.0830788,91.0230241,77.31380922,49.19631408,25.2997283,14.36955937,15.61521918,4.48248291,2.375915527,1.926574707,5.791517209,4.86126709,4.398788571,7.319778442,20.0721978,7.725005925,25.00334895,13.13108838,5.491455048,87.61251463,16.58624175,8.890853822,19.47070907,12.75822437,15.9087981
6.83_484.3846m/z,484.3846248,6.828316667,344.6612616,0,0,101.5300848,88.16614236,101.8004372,109.1769521,100.0090099,107.614899,121.3283581,100.3482348,115.9272839,120.8876483,120.1407016,133.214684,124.2159859,140.215532,177.6515177,129.4787005,141.5007667,140.7117281,95.39552243,112.7250061,108.3611355,108.8309408,106.4770136,102.7181083,97.78086067,100.6750713,94.21674815
9.94_685.5508m/z,685.5507898,9.936316667,102.7705747,48.54501438,17.57412837,0,0,0,0,0,0,0,0,0,0,1.889038086,18.1693199,0,23.29428148,45.32171631,22.78799438,6.744567633,0,2.412747492,0,0,8.234561993,26.68707531,0.526814607,0,0,0
2.85_151.0364m/z,151.0364465,2.845,9.443573049,17.77339432,17.7088788,20.38351275,24.16826386,23.94040805,25.94721768,21.79514325,22.31460782,19.07527126,21.61770288,27.95335881,23.22058554,31.54372943,24.5366687,28.23298097,26.29461627,26.86338584,24.50015629,32.26168111,27.42810358,27.36379884,25.05531503,23.12525602,26.1612812,31.60759126,34.83373079,30.48113415,29.23830933,26.42122068
9.32_485.3036m/z,485.3036005,9.324833333,62.97963727,24.70758698,38.07774377,44.79319829,54.87409949,55.24472035,56.45304835,55.43869778,56.47119042,60.76304187,54.15605193,60.66120328,60.0518522,55.26699829,56.75711036,68.4898198,64.96699512,56.55475638,57.33818034,63.33404565,59.63283722,35.26625061,41.63887036,47.56597924,40.12962329,58.80409288,62.53785729,50.30261242,48.97220305,53.45536757
9.94_521.1537m/z,521.1536513,9.943466667,183.4496085,76.47669378,78.75117318,128.5372137,163.8663943,151.5356955,168.9279516,159.3119176,171.6256283,192.1746244,194.4866658,175.089587,183.4841558,172.0474664,200.6039073,195.3665936,195.5016891,188.1815304,171.4383702,188.5640875,185.0799311,12.80886841,0,16.21645764,0,3.669334397,43.94630118,94.75613673,128.1061471,113.6791792
9.25_663.6872m/z,663.6871929,9.253416667,7.638112675,12.21863853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.51867723,532.0309681,349.7545304,0,0,0,318.7731947,333.2792236,34.01001024
8.63_460.2963m/z,460.2963113,8.63485,51.16916141,11.42140557,0,40.70216361,54.31255338,42.80897454,44.30483431,64.91022222,50.06067181,48.44635994,53.9692532,42.61606082,21.52438224,40.93360476,43.85899715,50.06423404,42.2348287,37.897745,33.12548133,47.46656846,69.89462473,1.611450195,0,0,0,0,2.640487671,36.21418744,49.79010546,32.6017431
3.99_285.5741m/z,285.5740684,3.990283333,0,0,0,0,0,0,0,0,0,0,0,0,0,4.258814927,2.964782715,0.821731567,0,1.806488037,2.510909915,0,2.72102356,0,0,0,0,0,0,0,0,0
9.13_789.8313m/z,789.8313008,9.132733333,1353.570892,246.888703,157.3816903,0,16.45147705,12.7649231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.5297149,787.3801941,0,0,0,0,0
2.39_151.0362m/z,151.0361737,2.38895,12.71128851,7.621322632,3.945286094,4.820103444,11.14191546,19.25189266,18.08056439,16.63665652,25.08892505,28.16058344,15.91894525,11.79338843,26.4770547,32.23657167,20.86586773,27.15482366,26.32445219,28.62173288,26.33042139,28.37736901,20.18229622,14.6210929,12.7428748,15.18947841,15.96865584,4.207710266,14.88906109,16.03317737,19.45193312,15.83061744
9.97_488.2237m/z,488.2237175,9.97215,11.49867349,8.964442275,9.090764509,0,0,3.216125488,4.243459982,0,0,0,0,2.531433225,3.114868164,7.651444598,3.344025828,0,2.439819396,7.274931432,3.75374279,0,0,11.7177852,11.30091056,6.386785853,12.6563228,9.812317014,8.18146067,7.502004907,5.700357172,1.959118826
9.97_254.9687m/z,254.9687305,9.97215,81.110695,76.19022253,80.23833487,79.97840081,83.00312793,83.59736016,83.57947828,92.46926482,84.5137463,88.71395879,85.63919371,79.25841796,86.10031298,81.86871382,93.1698997,83.65714355,95.30276643,85.84528351,81.60549513,83.78162026,77.91925001,79.51955461,85.17319401,82.17304337,81.10662388,82.41933796,85.56055514,78.88965607,80.95741272,83.66664124
2.51_827.7606m/z,827.7605602,2.510483333,0,0,0,55.39047253,38.08113594,21.27374244,3.489746213,0,0,6.850451344,9.020601181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.74_889.4743m/z,889.4742554,6.742633333,199.9224218,0,0,27.86169422,33.49222085,53.37536569,28.98023957,25.62515235,43.31430042,38.89047453,33.04150414,11.0337832,19.34572193,21.66953078,31.43814801,14.49197388,18.50167859,24.76629854,14.39263916,21.64727807,28.16776219,121.9806972,185.2550663,124.2146676,129.4770484,77.7313305,121.837082,95.40124498,85.82974303,58.68059197
3.81_73.5322m/z,73.53216841,3.805083333,0,0,0,3.260637808,3.480825594,1.723274231,3.513243537,1.206855774,4.851462516,2.885368347,1.854309082,2.097499847,4.327804565,1.69896698,3.929325163,2.669460312,4.07151413,1.741973877,3.195812225,1.371692657,1.916015625,0,3.863560909,3.067443848,1.710163116,3.863640514,3.427362269,6.748505559,4.099552095,3.02315722
9.94_961.6942m/z,961.6941812,9.943466667,938.2499138,898.1272094,630.1058871,105.4802852,41.11199951,40.92553687,22.37477217,76.43286139,93.4165343,73.98306286,115.0398254,94.34494666,52.76986736,97.64660597,173.4646299,126.8222358,49.36489862,2.537445068,2.185760498,3.445098877,0,2137.625088,211.7125467,360.1346189,149.7351268,233.5394239,185.890565,187.6989135,202.6322017,164.4091791
9.57_904.5656m/z,904.5655714,9.573366667,16.4228816,1422.178698,1049.981347,41.95563998,132.2309059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.27225385,690.1730385,12.8666687,75.38043914,0,0,2.742614746,11.39038086,33.35107714
9.04_844.5528m/z,844.5528425,9.0406,11668.95223,7811.754694,4976.956528,1449.45242,1655.190536,2531.355562,2929.916231,5610.306877,3933.048189,1792.842385,1035.63384,717.6732469,517.1612812,422.7639176,442.2843296,1342.451214,1603.061176,1445.998404,16.55072904,24.20290382,34.85745854,4173.820925,4062.248182,1833.027641,1736.368469,1615.864147,2019.096813,1307.560215,1302.909021,1382.475238
6.90_365.1370m/z,365.1370449,6.899033333,134.8810039,0,0,46.7761343,47.17533108,52.6727175,38.39226982,41.4150856,49.36788976,40.03402819,39.78978505,45.92139148,30.69421192,43.01104721,41.14075309,43.45812766,34.57735592,48.38753093,41.97884944,33.49340392,46.46909674,74.0678994,71.23307079,60.44957261,82.54325999,52.5944719,73.73733785,65.53263812,59.87005671,57.15547841
0.71_957.4828m/z,957.4828035,0.709933333,0,0,0,0,6.106253052,8.053924561,6.342315674,4.843566895,5.725280762,12.79574609,6.515563965,10.1766355,7.500363646,4.731719732,12.38394165,1.257537842,0,0,9.714508057,0,0,0,0,0,0,0,0,0,1.702428304,0
9.97_141.9842m/z,141.9842071,9.97215,713.2740968,704.4030458,684.0134174,621.3824809,573.8965548,636.5250414,604.3894664,585.5926566,585.6055507,558.3498487,593.8285506,586.4178819,612.900304,610.1321503,574.3391614,593.2096583,575.1285558,594.6321698,575.7156596,549.8131185,589.0513114,655.8258528,635.8937538,626.936123,606.3113352,601.7513909,615.678105,582.5307673,592.4943914,579.2746278
7.43_727.4600m/z,727.4600026,7.4325,1699.412084,0,22.50062513,1041.241765,1041.641685,1061.437281,927.9108634,947.2558634,955.9797697,916.1083143,833.2603219,943.7484443,883.7546716,858.7873755,850.1894246,804.1915345,822.8349652,827.7862634,901.9003703,917.4978464,960.1364002,1425.356121,8325.264844,1199.508672,960.5838812,974.086161,1017.480578,1250.261359,1172.131251,1055.208664
8.48_1109.3102m/z,1109.31022,8.47845,1533.316831,1227.253114,0,0,0,0,0,0.87652021,0,0,0,0,0,0,0,0,0,0,0,0,0,73.45776689,11276.81569,8.675598145,35.54400647,111.968506,118.6937864,8.265564084,0,0
