DOID	DOTerm	p	p.adjust	geneRatio	bgRatio	cg
DOID:0112307	sarcosinemia	1	1	0/91	1/15106	
DOID:0112311	male infertility due to acephalic spermatozoa	1	1	0/91	6/15106	
DOID:0112312	male infertility due to globozoospermia	1	1	0/91	6/15106	
DOID:0112317	Schindler disease	1	1	0/91	1/15106	
DOID:0112321	alacrima, achalasia, and impaired intellectual development syndrome	1	1	0/91	2/15106	
DOID:0112322	pontocerebellar hypoplasia type 1	1	1	0/91	5/15106	
DOID:0112323	pontocerebellar hypoplasia type 1D	1	1	0/91	1/15106	
DOID:0112327	pontocerebellar hypoplasia type 12	1	1	0/91	1/15106	
DOID:0112328	pontocerebellar hypoplasia type 2	1	1	0/91	2/15106	
DOID:0112334	pontocerebellar hypoplasia type 1C	1	1	0/91	1/15106	
DOID:0112339	Tatton-Brown-Rahman syndrome	1	1	0/91	7/15106	
DOID:0112361	spondylocostal dysostosis 3	1	1	0/91	1/15106	
DOID:0112370	Coffin-Siris syndrome 12	1	1	0/91	1/15106	
DOID:0112374	muscular dystrophy-dystroglycanopathy	1	1	0/91	5/15106	
DOID:0112375	muscular dystrophy-dystroglycanopathy type B	1	1	0/91	1/15106	
DOID:0112383	KINSSHIP syndrome	1	1	0/91	1/15106	
DOID:070355	multisystem proteinopathy	1	1	0/91	7/15106	
DOID:100	intestinal infectious disease	1	1	1/91	7/15106	3952
DOID:10011	thyroid lymphoma	1	1	0/91	4/15106	
DOID:10016	multiple endocrine neoplasia type 2B	1	1	0/91	3/15106	
DOID:10017	multiple endocrine neoplasia type 1	1	1	0/91	11/15106	
DOID:10020	ampulla of Vater cancer	1	1	1/91	30/15106	836
DOID:10021	duodenum cancer	1	1	1/91	38/15106	836
DOID:1003	pelvic inflammatory disease	1	1	3/91	30/15106	4353,1471,4137
DOID:10034	eye accommodation disease	1	1	0/91	3/15106	
DOID:10041	dysplastic nevus syndrome	1	1	0/91	1/15106	
DOID:10047	nodular malignant melanoma	1	1	1/91	13/15106	596
DOID:1005	endometrial disease	1	1	3/91	15/15106	7124,2099,3553
DOID:10079	cysticercosis	1	1	0/91	10/15106	
DOID:10087	gastric leiomyoma	1	1	0/91	1/15106	
DOID:10112	sleeping sickness	1	1	0/91	9/15106	
DOID:10123	pigmentation disease	1	1	3/91	28/15106	3162,3643,102
DOID:10127	cerebral artery occlusion	1	1	0/91	16/15106	
DOID:10128	venous insufficiency	1	1	1/91	13/15106	7422
DOID:10154	small intestine cancer	1	1	1/91	52/15106	836
DOID:10175	optic papillitis	1	1	0/91	1/15106	
DOID:10184	spindle cell lipoma	1	1	0/91	2/15106	
DOID:1019	osteomyelitis	1	1	5/91	51/15106	3553,7124,596,4846,581
DOID:10208	chondroid lipoma	1	1	0/91	1/15106	
DOID:10223	dermatomyositis	1	1	7/91	132/15106	7124,596,3553,1636,7422,2099,3077
DOID:1023	borderline leprosy	1	1	0/91	2/15106	
DOID:10230	aortic atherosclerosis	1	1	1/91	6/15106	348
DOID:10241	thalassemia	1	1	9/91	155/15106	1378,4524,1471,3077,348,7124,3479,3630,5468
DOID:10242	ehrlichiosis	1	1	0/91	1/15106	
DOID:10247	pleurisy	1	1	0/91	7/15106	
DOID:10272	left bundle branch hemiblock	1	1	0/91	2/15106	
DOID:1029	familial periodic paralysis	1	1	0/91	6/15106	
DOID:10301	parotitis	1	1	0/91	3/15106	
DOID:10302	parotid disease	1	1	0/91	3/15106	
DOID:10303	sialadenitis	1	1	0/91	7/15106	
DOID:10310	viral meningitis	1	1	0/91	14/15106	
DOID:10320	asbestosis	1	1	1/91	12/15106	6648
DOID:10322	berylliosis	1	1	1/91	1/15106	7124
DOID:10324	anthracosilicosis	1	1	1/91	1/15106	3553
DOID:10327	anthracosis	1	1	1/91	17/15106	7124
DOID:10328	siderosis	1	1	3/91	7/15106	348,3630,3077
DOID:10341	chronic meningitis	1	1	1/91	4/15106	5328
DOID:10348	blepharophimosis	1	1	0/91	8/15106	
DOID:1035	aggressive NK-cell leukemia	1	1	1/91	5/15106	7018
DOID:10350	breast cyst	1	1	0/91	1/15106	
DOID:10361	eosinophilic meningitis	1	1	1/91	4/15106	5328
DOID:10376	amblyopia	1	1	0/91	3/15106	
DOID:10383	amyotrophic neuralgia	1	1	0/91	7/15106	
DOID:1039	prolymphocytic leukemia	1	1	1/91	23/15106	7422
DOID:10426	Klippel-Feil syndrome	1	1	0/91	4/15106	
DOID:10458	legionellosis	1	1	4/91	47/15106	7124,3553,836,801
DOID:10459	common cold	1	1	0/91	3/15106	
DOID:10460	nasopharyngitis	1	1	0/91	2/15106	
DOID:10471	patellar tendinitis	1	1	0/91	1/15106	
DOID:10480	diaphragmatic eventration	1	1	0/91	1/15106	
DOID:10481	diaphragm disease	1	1	1/91	37/15106	1636
DOID:10485	esophageal atresia	1	1	0/91	14/15106	
DOID:10486	intestinal atresia	1	1	0/91	2/15106	
DOID:10488	imperforate anus	1	1	0/91	4/15106	
DOID:10493	adrenal cortical hypofunction	1	1	0/91	37/15106	
DOID:10533	viral pneumonia	1	1	0/91	4/15106	
DOID:10540	gastric lymphoma	1	1	1/91	7/15106	7422
DOID:10541	microinvasive gastric cancer	1	1	0/91	27/15106	
DOID:10548	cardia cancer	1	1	3/91	49/15106	4524,596,51741
DOID:10554	meningoencephalitis	1	1	0/91	7/15106	
DOID:1056	oculocerebrorenal syndrome	1	1	0/91	6/15106	
DOID:10573	osteomalacia	1	1	0/91	12/15106	
DOID:10575	calcium metabolism disease	1	1	2/91	46/15106	4353,7422
DOID:10581	metachromatic leukodystrophy	1	1	0/91	7/15106	
DOID:10582	Refsum disease	1	1	0/91	2/15106	
DOID:10584	retinitis pigmentosa	1	1	2/91	233/15106	51741,6648
DOID:10587	Krabbe disease	1	1	0/91	6/15106	
DOID:1059	intellectual disability	1	1	8/91	709/15106	596,1139,4524,627,3480,590,7019,51741
DOID:10590	mild pre-eclampsia	1	1	1/91	1/15106	2099
DOID:10595	Charcot-Marie-Tooth disease	1	1	0/91	97/15106	
DOID:106	pleural tuberculosis	1	1	2/91	19/15106	7124,1636
DOID:10604	lactose intolerance	1	1	0/91	1/15106	
DOID:10605	short bowel syndrome	1	1	0/91	12/15106	
DOID:10609	rickets	1	1	0/91	22/15106	
DOID:10619	lymph node cancer	1	1	0/91	1/15106	
DOID:1063	interstitial nephritis	1	1	1/91	22/15106	6648
DOID:10632	Wolfram syndrome	1	1	3/91	28/15106	1392,3416,3553
DOID:1064	cystinosis	1	1	1/91	12/15106	1191
DOID:10646	schizotypal personality disorder	1	1	0/91	2/15106	
DOID:1068	juvenile glaucoma	1	1	0/91	2/15106	
DOID:10685	separation anxiety disorder	1	1	0/91	2/15106	
DOID:10688	hypertrophy of breast	1	1	0/91	4/15106	
DOID:10690	mastitis	1	1	0/91	11/15106	
DOID:10699	paragonimiasis	1	1	0/91	1/15106	
DOID:10718	giardiasis	1	1	0/91	1/15106	
DOID:10719	toxic diffuse goiter	1	1	0/91	2/15106	
DOID:1076	chronic pyelonephritis	1	1	0/91	1/15106	
DOID:10772	thrombotic thrombocytopenic purpura	1	1	0/91	11/15106	
DOID:10780	primary polycythemia	1	1	1/91	10/15106	7422
DOID:10783	methemoglobinemia	1	1	0/91	3/15106	
DOID:10787	premature menopause	1	1	0/91	1/15106	
DOID:10792	chronic maxillary sinusitis	1	1	1/91	2/15106	54209
DOID:1080	filariasis	1	1	1/91	17/15106	7422
DOID:10808	gastric ulcer	1	1	2/91	28/15106	7422,3553
DOID:10811	nasal cavity cancer	1	1	1/91	10/15106	7422
DOID:10816	duodenum adenocarcinoma	1	1	0/91	6/15106	
DOID:10824	malignant hypertension	1	1	0/91	7/15106	
DOID:10843	Western equine encephalitis	1	1	1/91	3/15106	3952
DOID:10844	Japanese encephalitis	1	1	2/91	68/15106	7124,3635
DOID:1085	Edwards syndrome	1	1	2/91	14/15106	3952,4524
DOID:10863	paralytic squint	1	1	0/91	2/15106	
DOID:10881	hand, foot and mouth disease	1	1	0/91	6/15106	
DOID:10883	herpangina	1	1	2/91	30/15106	7124,3553
DOID:10887	lepromatous leprosy	1	1	2/91	17/15106	7124,836
DOID:1089	tethered spinal cord syndrome	1	1	0/91	3/15106	
DOID:10892	hypospadias	1	1	2/91	51/15106	4524,2099
DOID:10914	amnestic disorder	1	1	1/91	3/15106	2023
DOID:10915	Wernicke-Korsakoff syndrome	1	1	0/91	2/15106	
DOID:10932	obsessive-compulsive personality disorder	1	1	0/91	2/15106	
DOID:10937	impulse control disorder	1	1	1/91	7/15106	627
DOID:10938	paranoid personality disorder	1	1	0/91	1/15106	
DOID:10939	antisocial personality disorder	1	1	0/91	7/15106	
DOID:10955	strongyloidiasis	1	1	0/91	4/15106	
DOID:10964	cholesteatoma of middle ear	1	1	0/91	21/15106	
DOID:10965	spastic diplegia	1	1	0/91	2/15106	
DOID:10966	lipoid nephrosis	1	1	2/91	14/15106	7422,596
DOID:10970	spastic quadriplegic cerebral palsy	1	1	0/91	4/15106	
DOID:10983	Alport syndrome	1	1	1/91	16/15106	7422
DOID:10986	discitis	1	1	0/91	1/15106	
DOID:1099	alpha thalassemia	1	1	1/91	19/15106	1378
DOID:10992	acute hemorrhagic leukoencephalitis	1	1	0/91	1/15106	
DOID:11030	corneal edema	1	1	0/91	12/15106	
DOID:11031	bullous keratopathy	1	1	0/91	7/15106	
DOID:11042	Felty's syndrome	1	1	0/91	1/15106	
DOID:11044	gastroschisis	1	1	1/91	6/15106	4524
DOID:11049	meconium aspiration syndrome	1	1	0/91	2/15106	
DOID:11060	placenta praevia	1	1	0/91	1/15106	
DOID:11077	brucellosis	1	1	2/91	45/15106	4353,7124
DOID:11088	asphyxia neonatorum	1	1	1/91	4/15106	7422
DOID:11100	Q fever	1	1	0/91	13/15106	
DOID:11104	spotted fever	1	1	3/91	12/15106	7124,836,581
DOID:11105	fundus albipunctatus	1	1	0/91	4/15106	
DOID:11121	pulpitis	1	1	0/91	14/15106	
DOID:11130	secondary hypertension	1	1	6/91	26/15106	4353,4524,1636,3162,7422,7124
DOID:11132	prostatic hypertrophy	1	1	0/91	9/15106	
DOID:11155	hypohidrosis	1	1	0/91	12/15106	
DOID:11156	anhidrosis	1	1	0/91	10/15106	
DOID:1116	pertussis	1	1	2/91	50/15106	5663,801
DOID:11161	neonatal respiratory failure	1	1	0/91	3/15106	
DOID:11162	respiratory failure	1	1	11/91	205/15106	3480,3479,4846,2,1636,5328,7124,3162,3553,7422,6648
DOID:11168	anogenital venereal wart	1	1	3/91	20/15106	7422,3480,5468
DOID:11193	syndactyly	1	1	0/91	26/15106	
DOID:11198	DiGeorge syndrome	1	1	0/91	19/15106	
DOID:11199	hypoparathyroidism	1	1	0/91	49/15106	
DOID:112	esophageal varix	1	1	3/91	8/15106	7422,7124,3162
DOID:11200	T cell deficiency	1	1	0/91	39/15106	
DOID:11204	allergic conjunctivitis	1	1	1/91	12/15106	7124
DOID:11206	opioid abuse	1	1	0/91	2/15106	
DOID:11211	buphthalmos	1	1	0/91	2/15106	
DOID:11212	hydrophthalmos	1	1	0/91	2/15106	
DOID:11227	acute hemorrhagic conjunctivitis	1	1	0/91	1/15106	
DOID:1123	spondyloarthropathy	1	1	2/91	36/15106	7124,3553
DOID:11239	appendix cancer	1	1	0/91	13/15106	
DOID:11244	neonatal anemia	1	1	0/91	3/15106	
DOID:11247	disseminated intravascular coagulation	1	1	0/91	37/15106	
DOID:11249	vitamin K deficiency bleeding	1	1	0/91	5/15106	
DOID:11252	microcytic anemia	1	1	1/91	7/15106	7018
DOID:11256	typhus	1	1	1/91	20/15106	7124
DOID:11257	social phobia	1	1	0/91	3/15106	
DOID:11260	rabies	1	1	1/91	26/15106	596
DOID:11263	chlamydia	1	1	5/91	136/15106	7124,5468,7422,581,1965
DOID:11265	trachoma	1	1	0/91	7/15106	
DOID:11266	Hantavirus hemorrhagic fever with renal syndrome	1	1	3/91	18/15106	7124,1471,3553
DOID:11269	chronic apical periodontitis	1	1	1/91	8/15106	3553
DOID:11277	Plummer's disease	1	1	0/91	2/15106	
DOID:1129	pituitary apoplexy	1	1	0/91	3/15106	
DOID:11294	arteriovenous malformation	1	1	4/91	38/15106	7422,3553,348,627
DOID:1130	pituitary infarct	1	1	0/91	3/15106	
DOID:11328	schizophreniform disorder	1	1	0/91	4/15106	
DOID:11338	tetanus	1	1	1/91	8/15106	3479
DOID:11339	pneumocystosis	1	1	0/91	10/15106	
DOID:1134	gingival recession	1	1	0/91	2/15106	
DOID:11343	scleral disease	1	1	0/91	6/15106	
DOID:11360	Phlebotomus fever	1	1	0/91	2/15106	
DOID:11364	lens subluxation	1	1	0/91	2/15106	
DOID:11367	congenital aphakia	1	1	0/91	1/15106	
DOID:11372	megacolon	1	1	2/91	150/15106	3481,5649
DOID:11400	pyelonephritis	1	1	0/91	30/15106	
DOID:11405	diphtheria	1	1	0/91	11/15106	
DOID:11406	choroiditis	1	1	1/91	3/15106	7124
DOID:11427	endosalpingiosis	1	1	0/91	1/15106	
DOID:1143	exotropia	1	1	1/91	4/15106	3479
DOID:11432	endometriosis of ovary	1	1	3/91	75/15106	7422,2099,7018
DOID:11446	sciatic neuropathy	1	1	0/91	1/15106	
DOID:11465	autonomic nervous system disease	1	1	4/91	48/15106	7124,4852,3480,627
DOID:1148	polydactyly	1	1	0/91	49/15106	
DOID:11481	constrictive pericarditis	1	1	0/91	2/15106	
DOID:115	cardiac tamponade	1	1	0/91	4/15106	
DOID:11502	mitral valve insufficiency	1	1	0/91	14/15106	
DOID:11503	diabetic autonomic neuropathy	1	1	0/91	1/15106	
DOID:11504	autonomic neuropathy	1	1	1/91	20/15106	4852
DOID:11506	suppurative otitis media	1	1	1/91	6/15106	3553
DOID:11512	Budd-Chiari syndrome	1	1	2/91	9/15106	2147,4524
DOID:11514	fissured tongue	1	1	0/91	2/15106	
DOID:11516	hypertensive heart disease	1	1	0/91	11/15106	
DOID:11541	recurrent corneal erosion	1	1	0/91	1/15106	
DOID:1156	chondrocalcinosis	1	1	1/91	5/15106	3077
DOID:11561	hypertensive retinopathy	1	1	0/91	4/15106	
DOID:11563	retinal vasculitis	1	1	0/91	2/15106	
DOID:11573	listeriosis	1	1	1/91	11/15106	7124
DOID:1159	functional gastric disease	1	1	1/91	9/15106	3162
DOID:11608	fungal meningitis	1	1	0/91	7/15106	
DOID:11615	penile cancer	1	1	0/91	26/15106	
DOID:11633	thyroid hormone resistance syndrome	1	1	0/91	3/15106	
DOID:11638	presbyopia	1	1	0/91	3/15106	
DOID:11656	cicatricial pemphigoid	1	1	1/91	12/15106	3553
DOID:1166	palindromic rheumatism	1	1	1/91	4/15106	3553
DOID:11664	nephrosclerosis	1	1	3/91	12/15106	4353,4524,1636
DOID:11665	Patau syndrome	1	1	0/91	6/15106	
DOID:11678	onchocerciasis	1	1	0/91	3/15106	
DOID:11695	portal vein thrombosis	1	1	2/91	18/15106	2147,4524
DOID:11701	selective IgA deficiency disease	1	1	0/91	5/15106	
DOID:11702	dysgammaglobulinemia	1	1	0/91	8/15106	
DOID:11712	lipoatrophic diabetes mellitus	1	1	0/91	2/15106	
DOID:11713	diabetic angiopathy	1	1	1/91	8/15106	4524
DOID:11717	neonatal diabetes	1	1	1/91	27/15106	3630
DOID:1172	hyperlipoproteinemia type IV	1	1	0/91	4/15106	
DOID:11720	distal myopathy	1	1	0/91	23/15106	
DOID:11723	Duchenne muscular dystrophy	1	1	0/91	73/15106	
DOID:11725	Cornelia de Lange syndrome	1	1	0/91	13/15106	
DOID:11726	Emery-Dreifuss muscular dystrophy	1	1	0/91	15/15106	
DOID:11729	Lyme disease	1	1	1/91	38/15106	3553
DOID:11755	choledocholithiasis	1	1	0/91	1/15106	
DOID:11759	hypochromic anemia	1	1	0/91	1/15106	
DOID:11772	leukocoria	1	1	0/91	1/15106	
DOID:11776	absolute glaucoma	1	1	1/91	4/15106	836
DOID:11782	astigmatism	1	1	0/91	8/15106	
DOID:11801	protein-energy malnutrition	1	1	0/91	4/15106	
DOID:11817	urachus cancer	1	1	0/91	3/15106	
DOID:11821	bladder lymphoma	1	1	0/91	1/15106	
DOID:11823	hepatorenal syndrome	1	1	1/91	4/15106	1471
DOID:11829	degenerative myopia	1	1	0/91	6/15106	
DOID:11831	cortical blindness	1	1	0/91	2/15106	
DOID:11840	coronary artery vasospasm	1	1	1/91	10/15106	4846
DOID:11843	coronary artery anomaly	1	1	0/91	1/15106	
DOID:11847	coronary thrombosis	1	1	0/91	3/15106	
DOID:11851	indeterminate leprosy	1	1	0/91	1/15106	
DOID:11870	Pick's disease	1	1	3/91	16/15106	5663,348,4137
DOID:11875	denture stomatitis	1	1	0/91	3/15106	
DOID:1188	mononeuropathy	1	1	0/91	1/15106	
DOID:119	vaginal cancer	1	1	0/91	1/15106	
DOID:11920	tracheal cancer	1	1	0/91	1/15106	
DOID:1195	ischemic neuropathy	1	1	1/91	2/15106	4524
DOID:11963	esophagitis	1	1	2/91	94/15106	3553,4524
DOID:11971	synostosis	1	1	1/91	102/15106	3480
DOID:11983	Prader-Willi syndrome	1	1	3/91	45/15106	3479,3952,5697
DOID:11991	osteopoikilosis	1	1	0/91	2/15106	
DOID:11996	spermatic cord torsion	1	1	0/91	1/15106	
DOID:11997	spermatocele	1	1	1/91	3/15106	7124
DOID:1201	trigeminal nerve neoplasm	1	1	0/91	4/15106	
DOID:12010	anterior ischemic optic neuropathy	1	1	4/91	13/15106	348,4524,4846,1636
DOID:12029	sympathetic ophthalmia	1	1	0/91	1/15106	
DOID:12053	cryptococcosis	1	1	0/91	12/15106	
DOID:121	vaginal disease	1	1	1/91	31/15106	3553
DOID:12117	pulmonary alveolar microlithiasis	1	1	0/91	1/15106	
DOID:12120	pulmonary alveolar proteinosis	1	1	1/91	17/15106	1471
DOID:12129	bulimia nervosa	1	1	2/91	23/15106	3630,4852
DOID:12132	granulomatosis with polyangiitis	1	1	2/91	27/15106	4353,7124
DOID:12139	dysthymic disorder	1	1	0/91	4/15106	
DOID:12143	neurogenic bladder	1	1	0/91	4/15106	
DOID:12148	alveolar echinococcosis	1	1	0/91	7/15106	
DOID:12155	lymphocytic choriomeningitis	1	1	0/91	17/15106	
DOID:12157	aseptic meningitis	1	1	0/91	2/15106	
DOID:12161	peripheral retinal degeneration	1	1	0/91	3/15106	
DOID:12165	retinal lattice degeneration	1	1	0/91	3/15106	
DOID:12177	common variable immunodeficiency	1	1	3/91	83/15106	7124,596,5328
DOID:12179	tinea corporis	1	1	0/91	2/15106	
DOID:12185	otosclerosis	1	1	2/91	19/15106	5649,1636
DOID:12211	filarial elephantiasis	1	1	1/91	10/15106	7422
DOID:12215	oligohydramnios	1	1	0/91	5/15106	
DOID:1222	cartilage disease	1	1	0/91	7/15106	
DOID:12237	bile reflux	1	1	0/91	3/15106	
DOID:12241	beta thalassemia	1	1	5/91	50/15106	4524,1471,3077,348,7124
DOID:12253	testicular lymphoma	1	1	0/91	5/15106	
DOID:12259	hemophilia B	1	1	0/91	8/15106	
DOID:12270	coloboma	1	1	0/91	40/15106	
DOID:12271	aniridia	1	1	0/91	11/15106	
DOID:12273	anisometropia	1	1	0/91	2/15106	
DOID:12287	Crimean-Congo hemorrhagic fever	1	1	4/91	32/15106	7124,4524,836,4846
DOID:1229	paranoid schizophrenia	1	1	3/91	41/15106	7124,627,5649
DOID:12294	atypical depressive disorder	1	1	0/91	3/15106	
DOID:12297	Vogt-Koyanagi-Harada disease	1	1	0/91	30/15106	
DOID:12305	Bloch-Sulzberger syndrome	1	1	0/91	3/15106	
DOID:12308	Dubin-Johnson syndrome	1	1	0/91	2/15106	
DOID:12309	urticaria pigmentosa	1	1	0/91	3/15106	
DOID:12318	granular corneal dystrophy	1	1	0/91	5/15106	
DOID:12323	cough variant asthma	1	1	0/91	3/15106	
DOID:12328	marasmus	1	1	0/91	1/15106	
DOID:12341	retroperitoneal sarcoma	1	1	0/91	2/15106	
DOID:12351	alcoholic hepatitis	1	1	2/91	44/15106	7124,7018
DOID:1237	corneal degeneration	1	1	0/91	1/15106	
DOID:12375	bronchopneumonia	1	1	0/91	1/15106	
DOID:12377	spinal muscular atrophy	1	1	2/91	76/15106	3480,3952
DOID:12382	complex partial epilepsy	1	1	0/91	2/15106	
DOID:12384	dysentery	1	1	1/91	3/15106	3952
DOID:12385	shigellosis	1	1	1/91	4/15106	3553
DOID:12387	nephrogenic diabetes insipidus	1	1	0/91	5/15106	
DOID:12388	neurohypophyseal diabetes insipidus	1	1	0/91	1/15106	
DOID:12399	pathological gambling	1	1	0/91	2/15106	
DOID:1242	globe disease	1	1	0/91	2/15106	
DOID:12449	aplastic anemia	1	1	15/91	462/15106	836,3553,7124,351,498,4852,5697,274,1139,2099,348,627,581,7422,3077
DOID:12450	pancytopenia	1	1	0/91	14/15106	
DOID:12506	Bell's palsy	1	1	0/91	4/15106	
DOID:12510	retinal ischemia	1	1	0/91	4/15106	
DOID:12528	lesion of sciatic nerve	1	1	0/91	1/15106	
DOID:12531	von Willebrand's disease	1	1	0/91	15/15106	
DOID:12549	hepatitis A	1	1	1/91	29/15106	7124
DOID:12550	hepatic coma	1	1	0/91	1/15106	
DOID:12556	acute kidney tubular necrosis	1	1	0/91	12/15106	
DOID:12557	Duane retraction syndrome	1	1	0/91	7/15106	
DOID:12559	idiopathic juvenile osteoporosis	1	1	0/91	3/15106	
DOID:12571	phacogenic glaucoma	1	1	5/91	53/15106	7124,4524,1191,6648,348
DOID:12574	posterior uveitis	1	1	0/91	7/15106	
DOID:12580	Cri-Du-Chat syndrome	1	1	0/91	3/15106	
DOID:12583	velocardiofacial syndrome	1	1	0/91	6/15106	
DOID:12638	hypertrophic pyloric stenosis	1	1	0/91	7/15106	
DOID:12639	pyloric stenosis	1	1	0/91	8/15106	
DOID:12642	hiatus hernia	1	1	0/91	3/15106	
DOID:12663	blastomycosis	1	1	0/91	1/15106	
DOID:12679	nephrocalcinosis	1	1	0/91	12/15106	
DOID:1270	hereditary hemorrhagic telangiectasia	1	1	1/91	11/15106	7422
DOID:12700	hyperprolactinemia	1	1	2/91	17/15106	1565,3643
DOID:12704	ataxia telangiectasia	1	1	2/91	69/15106	3480,581
DOID:12705	Friedreich ataxia	1	1	3/91	18/15106	3077,5468,627
DOID:1271	capillary disease	1	1	1/91	8/15106	7422
DOID:12712	nephronophthisis	1	1	0/91	41/15106	
DOID:12714	Ellis-Van Creveld syndrome	1	1	0/91	5/15106	
DOID:12716	newborn respiratory distress syndrome	1	1	0/91	11/15106	
DOID:1272	telangiectasis	1	1	2/91	61/15106	7124,836
DOID:12720	cerebral atherosclerosis	1	1	1/91	7/15106	4524
DOID:1273	respiratory syncytial virus infectious disease	1	1	7/91	255/15106	7124,3553,1965,3481,3480,3952,7422
DOID:12733	hypercementosis	1	1	0/91	1/15106	
DOID:12783	migraine without aura	1	1	4/91	24/15106	7124,4524,627,4846
DOID:12785	diabetic polyneuropathy	1	1	3/91	12/15106	7422,4524,1636
DOID:1279	ocular motility disease	1	1	1/91	57/15106	3479
DOID:12798	mucopolysaccharidosis	1	1	0/91	23/15106	
DOID:12799	mucopolysaccharidosis II	1	1	0/91	1/15106	
DOID:12800	mucopolysaccharidosis VI	1	1	0/91	3/15106	
DOID:12801	mucopolysaccharidosis III	1	1	0/91	5/15106	
DOID:12802	mucopolysaccharidosis I	1	1	0/91	2/15106	
DOID:12804	mucopolysaccharidosis IV	1	1	0/91	1/15106	
DOID:12835	quadriplegia	1	1	0/91	4/15106	
DOID:12842	Guillain-Barre syndrome	1	1	4/91	53/15106	7124,3553,1471,348
DOID:12859	choreatic disease	1	1	1/91	25/15106	627
DOID:12883	hypochondriasis	1	1	0/91	1/15106	
DOID:12895	keratoconjunctivitis sicca	1	1	0/91	19/15106	
DOID:12900	Mikulicz disease	1	1	0/91	1/15106	
DOID:12901	necrotizing sialometaplasia	1	1	0/91	2/15106	
DOID:12905	sialolithiasis	1	1	0/91	1/15106	
DOID:12918	thromboangiitis obliterans	1	1	3/91	21/15106	102,5328,4846
DOID:12929	endocardial fibroelastosis	1	1	0/91	3/15106	
DOID:12932	endomyocardial fibrosis	1	1	1/91	4/15106	7124
DOID:12934	Kearns-Sayre syndrome	1	1	0/91	1/15106	
DOID:12935	alcoholic cardiomyopathy	1	1	0/91	3/15106	
DOID:12960	acrocephalosyndactylia	1	1	0/91	18/15106	
DOID:12971	hereditary spherocytosis	1	1	1/91	39/15106	7124
DOID:12978	Plasmodium vivax malaria	1	1	3/91	21/15106	7422,7124,1565
DOID:12986	leukostasis	1	1	0/91	1/15106	
DOID:12987	agranulocytosis	1	1	4/91	119/15106	596,7124,3162,4524
DOID:13027	transient global amnesia	1	1	1/91	1/15106	2023
DOID:13031	balanoposthitis	1	1	0/91	1/15106	
DOID:13033	balanitis	1	1	0/91	3/15106	
DOID:13042	persistent fetal circulation syndrome	1	1	2/91	21/15106	7422,7124
DOID:13050	corpus luteum cyst	1	1	0/91	1/15106	
DOID:13068	renal osteodystrophy	1	1	0/91	5/15106	
DOID:13088	periventricular leukomalacia	1	1	0/91	9/15106	
DOID:13089	intracranial arterial disease	1	1	10/91	116/15106	7124,836,4846,4353,1636,7422,7019,4524,1191,348
DOID:13096	Sneddon syndrome	1	1	0/91	1/15106	
DOID:13117	paronychia	1	1	0/91	1/15106	
DOID:13121	deficiency anemia	1	1	2/91	16/15106	7124,7018
DOID:13138	acute proliferative glomerulonephritis	1	1	0/91	10/15106	
DOID:13139	crescentic glomerulonephritis	1	1	0/91	10/15106	
DOID:13148	acute cystitis	1	1	0/91	1/15106	
DOID:13166	allergic bronchopulmonary aspergillosis	1	1	0/91	7/15106	
DOID:13186	megaesophagus	1	1	0/91	3/15106	
DOID:13189	gout	1	1	5/91	128/15106	1471,7124,3553,3952,5649
DOID:1319	brain cancer	1	1	11/91	440/15106	4524,7422,596,7447,6648,2932,627,3480,5328,5468,581
DOID:13198	endemic goiter	1	1	0/91	1/15106	
DOID:13208	background diabetic retinopathy	1	1	3/91	14/15106	7422,4524,627
DOID:13209	right bundle branch block	1	1	0/91	1/15106	
DOID:13258	typhoid fever	1	1	1/91	3/15106	7124
DOID:13268	porphyria	1	1	1/91	23/15106	3077
DOID:13269	hereditary coproporphyria	1	1	0/91	1/15106	
DOID:13270	erythropoietic protoporphyria	1	1	0/91	4/15106	
DOID:13271	cutaneous porphyria	1	1	0/91	3/15106	
DOID:13272	Klebsiella pneumonia	1	1	0/91	1/15106	
DOID:1328	Rift Valley fever	1	1	0/91	14/15106	
DOID:13282	intestinal tuberculosis	1	1	0/91	4/15106	
DOID:13316	exocrine pancreatic insufficiency	1	1	2/91	63/15106	3481,1471
DOID:13317	hyperinsulinemic hypoglycemia	1	1	3/91	17/15106	3481,3480,3643
DOID:13328	diabetic cataract	1	1	0/91	18/15106	
DOID:13336	congenital toxoplasmosis	1	1	0/91	7/15106	
DOID:13359	Ehlers-Danlos syndrome	1	1	0/91	30/15106	
DOID:13365	reading disorder	1	1	3/91	35/15106	27328,627,5649
DOID:13366	Stiff-Person syndrome	1	1	0/91	2/15106	
DOID:13368	tinea profunda	1	1	0/91	1/15106	
DOID:13372	alpha 1-antitrypsin deficiency	1	1	0/91	4/15106	
DOID:13374	fibrodysplasia ossificans progressiva	1	1	0/91	6/15106	
DOID:13375	temporal arteritis	1	1	3/91	68/15106	7124,4846,7422
DOID:1338	congenital dyserythropoietic anemia	1	1	0/91	15/15106	
DOID:13381	pernicious anemia	1	1	0/91	3/15106	
DOID:13382	megaloblastic anemia	1	1	0/91	6/15106	
DOID:1339	Diamond-Blackfan anemia	1	1	0/91	26/15106	
DOID:13399	color blindness	1	1	0/91	15/15106	
DOID:1340	pure red-cell aplasia	1	1	0/91	6/15106	
