"id","sire","dam","sex","gen","birth","exit","age","ancestry","origin","status"
"15BZJ3","UB7798","R0LWYX","U",4,1988-04-16,1988-05-04,0,"JAPANESE","","DECEASED"
"W8610J","URSULQ","FSPLQ4","F",4,1988-06-12,2000-04-02,11.8,"JAPANESE","","DECEASED"
"K7T6X7","U31P50","AN4JH6","M",4,1988-06-06,1988-06-06,-0.1,"JAPANESE","","DECEASED"
"KNSIC3","UKV5RB","A2I66S","F",4,1988-07-11,1989-08-03,1.1,"JAPANESE","","DECEASED"
"GYH6TF","U8RYSU","5M8AG3","F",4,1988-06-09,1989-07-28,1.1,"JAPANESE","","DECEASED"
"WFT5FB","ULYSIB","13B21K","F",4,1988-06-21,1989-01-10,0.6,"JAPANESE","","DECEASED"
"J76V4Z","U4MJ4L","PBRU35","M",4,1988-05-21,1989-08-12,1.2,"JAPANESE","","SHIPPED"
"0BZ0QF","UPEGP8","FXP1D5","F",4,1988-06-10,1991-11-02,3.4,"JAPANESE","","SHIPPED"
"W8B4UV","U9P9AM","RILEPM","F",4,1988-07-09,1991-10-05,3.2,"JAPANESE","","SHIPPED"
"1H09JR","UXF46T","QGPYTQ","F",4,1989-05-23,1989-07-20,0.2,"JAPANESE","","DECEASED"
"MG25KF","U97HKI","R0LWYX","F",4,1989-05-20,1989-08-25,0.3,"JAPANESE","","DECEASED"
"LIB3V6","U04PN4","97BM03","M",4,1989-07-08,1990-11-02,1.3,"JAPANESE","","SHIPPED"
"K1XS94","U5X96U","PBRU35","F",4,1989-09-08,2013-01-19,23.4,"JAPANESE","","DECEASED"
"HGDLRH","U2Z8F9","AN4JH6","M",4,1989-07-22,1991-05-18,1.8,"JAPANESE","","DECEASED"
"IQJ6BL","UJARIM","LI7WD6","M",4,1990-06-03,1991-11-07,1.4,"JAPANESE","","SHIPPED"
"6KPKH7","UDKD8Z","FXP1D5","M",4,1990-05-21,2001-06-26,11.1,"JAPANESE","","DECEASED"
"531HAC","UMV4BE","5DIPZN","M",4,1990-06-14,2007-11-25,17.4,"JAPANESE","","DECEASED"
"TU000V","U6X5DV","7PAC39","F",4,1990-05-25,1995-10-29,5.4,"JAPANESE","","SHIPPED"
"85ESBB","UQFY9C","Q2RK1E","F",5,1991-07-19,1999-01-13,7.5,"JAPANESE","","DECEASED"
"C3184U","UUC9IU","M4D9SU","M",5,1992-05-25,1995-09-08,3.3,"JAPANESE","","SHIPPED"
"CM7D8Z","U83FGN","4N7C43","F",5,1992-04-01,2004-01-17,11.8,"JAPANESE","","DECEASED"
"9FRCIE","WS0XXN","K1XS94","M",5,1993-09-07,NA,25.8,"JAPANESE","","ALIVE"
"QFPHJV","F58GWB","M4D9SU","M",5,1993-09-13,2012-08-05,18.9,"JAPANESE","","DECEASED"
"526GZ4","UPAH3S","Q2RK1E","M",5,1994-05-10,1998-07-26,4.2,"JAPANESE","","DECEASED"
"YTYLBP","U87PXW","Y9MI02","F",5,1995-03-18,1995-04-16,0.1,"JAPANESE","","DECEASED"
"C39YU6","U1HCAN","M4D9SU","F",5,1995-05-04,1999-10-30,4.5,"JAPANESE","","DECEASED"
"EF8GTT","6KPKH7","PQH5J6","F",5,1995-06-05,2000-11-18,5.5,"JAPANESE","","DECEASED"
"BT7FJL","F58GWB","W8610J","M",5,1995-05-26,2013-12-01,18.5,"JAPANESE","","DECEASED"
"4ZD5G8","U7VYDN","4XRJA5","M",5,1995-06-11,1995-10-16,0.3,"JAPANESE","","DECEASED"
"1SYK2P","U6RSDA","4N7C43","F",5,1995-04-11,2000-12-06,5.7,"JAPANESE","","DECEASED"
"7F1PN6","6KPKH7","LNGC3F","F",5,1995-07-02,2009-09-24,14.2,"JAPANESE","","DECEASED"
"A92HK0","URU8XL","K1XS94","M",5,1996-04-01,1996-04-26,0.1,"JAPANESE","","DECEASED"
"AC67VC","6KPKH7","W8610J","F",5,1996-05-27,1999-11-13,3.5,"JAPANESE","","SHIPPED"
"CRWB3Q","UDDGV1","D4B0RM","M",5,1996-06-13,1997-05-08,0.9,"JAPANESE","","SHIPPED"
"CF7VL5","ENI6HX","4N7C43","M",5,1996-09-05,2010-11-18,14.2,"JAPANESE","","DECEASED"
"0VLW56","6KPKH7","MMEHXV","M",5,1996-06-27,2005-01-31,8.6,"JAPANESE","","DECEASED"
"VWP61C","UV0HDN","4XRJA5","M",5,1996-07-01,2000-09-18,4.2,"JAPANESE","","DECEASED"
"0ES0IJ","TRPY4V","M7YPUI","F",5,1996-07-12,1999-10-21,3.3,"JAPANESE","","SHIPPED"
"6F9FB8","TRPY4V","LNGC3F","F",5,1996-07-10,NA,22.9,"JAPANESE","","ALIVE"
"7RA57Q","UHRLEZ","K1XS94","F",5,1997-05-12,NA,22.1,"JAPANESE","","ALIVE"
"F8S2HL","4XY8HY","SCFSBF","M",5,1997-05-05,1999-12-11,2.6,"JAPANESE","","SHIPPED"
"1GF3GM","6KPKH7","W8610J","F",5,1997-06-02,NA,22.1,"JAPANESE","","ALIVE"
"0VK7NW","U20V9S","G5SZDC","M",5,1997-06-15,2000-03-15,2.7,"JAPANESE","","DECEASED"
"F7I2ED","F58GWB","P6UXIK","F",5,1997-05-27,NA,22.1,"JAPANESE","","ALIVE"
"RARX13","6ZQI8C","5ERY5Z","M",5,1997-04-30,1999-12-05,2.6,"JAPANESE","","SHIPPED"
"J0F08T","TYNVJP","HHFN1E","F",5,1997-07-07,2000-03-22,2.7,"JAPANESE","","DECEASED"
"6LMUSI","6KPKH7","7FF6AT","F",5,1998-05-07,2000-02-14,1.8,"JAPANESE","","DECEASED"
"XI42AD","6KPKH7","P5WKRR","M",5,1998-06-28,2000-03-01,1.7,"JAPANESE","","DECEASED"
"EU7PJT","UCVL1A","J3F6PD","M",5,1998-05-15,2005-11-23,7.5,"JAPANESE","","DECEASED"
"6KWVRI","TYNVJP","TYEWF1","F",5,1998-06-18,NA,21,"JAPANESE","","ALIVE"
"L9SI7Z","TYNVJP","C1K9WN","F",5,1998-04-06,2011-01-19,12.8,"JAPANESE","","DECEASED"
"RVHVTZ","6KPKH7","E32KX4","F",5,1998-06-21,NA,21,"JAPANESE","","ALIVE"
"95J7HC","UQEYXX","ESUIAF","F",5,1998-06-10,2010-01-27,11.6,"JAPANESE","","DECEASED"
"932KVW","H2RDE2","K1XS94","F",5,1998-05-24,2013-11-12,15.5,"JAPANESE","","DECEASED"
"M6G069","H2RDE2","5ERY5Z","F",5,1999-05-18,2001-03-04,1.8,"JAPANESE","","DECEASED"
"YHYV6R","TRPY4V","YCFQ5P","F",5,1999-05-25,2014-04-12,14.9,"JAPANESE","","DECEASED"
"T1X993","531HAC","TSW8M4","F",5,1999-06-20,2013-11-16,14.4,"JAPANESE","","DECEASED"
"53NYZC","J5URX5","QSL9CS","F",5,1999-06-13,2000-03-27,0.8,"JAPANESE","","DECEASED"
"ZXFN4B","6KPKH7","RMJKJ4","M",5,1999-05-14,2000-02-27,0.8,"JAPANESE","","DECEASED"
"69PR6L","ENI6HX","J3F6PD","M",5,1999-05-27,2002-11-02,3.4,"JAPANESE","","DECEASED"
"83BT9P","TYNVJP","D4B0RM","M",5,1998-07-23,2014-05-23,15.8,"JAPANESE","","DECEASED"
"52MFG3","H2RDE2","K1XS94","M",5,1999-06-23,2001-07-31,2.1,"JAPANESE","","DECEASED"
"TBCE78","6ZQI8C","P6UXIK","M",5,1999-05-02,NA,20.1,"JAPANESE","","ALIVE"
"3SKITJ","3PU50K","G5SZDC","F",5,1999-06-21,NA,20,"JAPANESE","","ALIVE"
"JID1SX","UQK7BA","W8610J","M",5,2000-04-03,2000-05-07,0.1,"JAPANESE","","DECEASED"
"WMTRRP","J5URX5","4N7C43","F",5,2000-05-28,2009-04-27,8.9,"JAPANESE","","DECEASED"
"V5BJ6J","UBWIY6","7W7MVP","F",5,2000-07-17,2000-07-17,0,"JAPANESE","","DECEASED"
"CTJWJU","7ZEGLB","5ERY5Z","M",5,2000-06-28,2011-03-16,10.7,"JAPANESE","","DECEASED"
"8HE5WA","VDBGDP","TYEWF1","F",5,2000-05-21,2010-08-18,10.2,"JAPANESE","","DECEASED"
"2B2M17","TRPY4V","6D5NYZ","M",5,2000-05-07,2013-02-01,12.7,"JAPANESE","","DECEASED"
"83HQBN","EAMX70","ESUIAF","F",5,2000-04-16,NA,19.2,"JAPANESE","","ALIVE"
"13B1QL","7ZEGLB","P6UXIK","F",5,2000-06-13,NA,19,"JAPANESE","","ALIVE"
"ZMSAUX","KCQ8XP","SH3FB7","M",5,2000-06-08,2001-07-21,1.1,"JAPANESE","","DECEASED"
"7LD35E","KZM9RB","E32KX4","M",5,2000-05-16,2000-11-22,0.5,"JAPANESE","","DECEASED"
"QGRHPV","WR6F5Z","ZATMEE","M",5,2000-06-05,2001-05-05,0.9,"JAPANESE","","DECEASED"
"8YA1W0","531HAC","XFWVVX","M",5,2000-07-29,2001-07-19,1,"JAPANESE","","DECEASED"
"QCENKM","6ZQI8C","D4B0RM","F",5,2000-05-14,NA,19.1,"JAPANESE","","ALIVE"
"VWC5ZH","6KPKH7","P5WKRR","F",5,2000-06-02,NA,19.1,"JAPANESE","","ALIVE"
"D60VRH","EAMX70","SCFSBF","F",5,2001-06-03,2001-11-21,0.5,"JAPANESE","","DECEASED"
"8U4C5S","6KPKH7","GL88CF","F",5,2001-06-17,2001-11-18,0.4,"JAPANESE","","DECEASED"
"QZC56W","6KPKH7","KINPM4","M",5,2001-05-15,2002-09-25,1.4,"JAPANESE","","DECEASED"
"BT2GGM","XC304E","W5WIRP","M",5,2001-08-08,2013-12-15,12.4,"JAPANESE","","DECEASED"
"PU7RSG","KCQ8XP","D4B0RM","F",5,2001-05-19,NA,18.1,"JAPANESE","","ALIVE"
"TSM9A6","7ZEGLB","E32KX4","M",5,2001-05-11,2014-06-07,13.1,"JAPANESE","","DECEASED"
"3L8GTS","VDBGDP","ESUIAF","M",5,2001-07-27,2002-09-27,1.2,"JAPANESE","","DECEASED"
"ZF8YQ8","4XY8HY","J3F6PD","F",5,2001-06-07,2008-01-18,6.6,"JAPANESE","","DECEASED"
"VR1B5M","WR6F5Z","TYEWF1","M",5,2001-06-13,2002-09-26,1.3,"JAPANESE","","DECEASED"
"K84C13","WR6F5Z","XFWVVX","M",5,2001-07-12,2013-11-19,12.4,"JAPANESE","","DECEASED"
"JSHV34","7ZEGLB","K1XS94","M",5,2001-06-25,2004-09-29,3.3,"JAPANESE","","DECEASED"
"7B9CA6","WR6F5Z","MMEHXV","F",5,2001-05-29,NA,18.1,"JAPANESE","","ALIVE"
"IEDPA8","UBZ3ZV","AT82ZR","F",5,2002-04-06,2002-05-31,0.2,"JAPANESE","","DECEASED"
"GGFTY7","UNLV7R","6FDURN","M",5,2002-05-11,2002-05-11,0,"JAPANESE","","DECEASED"
"VBRVI3","F58GWB","D4B0RM","F",5,2002-05-21,2013-03-01,10.8,"JAPANESE","","DECEASED"
"SS20HJ","4XY8HY","4N7C43","M",5,2002-05-18,2010-12-21,8.6,"JAPANESE","","DECEASED"
"CRPXY7","EAMX70","G5SZDC","F",5,2002-06-01,NA,17.1,"JAPANESE","","ALIVE"
"D8TRG4","D6EF87","ESUIAF","M",5,2002-07-23,2011-03-17,8.6,"JAPANESE","","DECEASED"
"NHWTJ9","MXZRA4","4W9D7N","M",5,2002-06-28,NA,17,"JAPANESE","","ALIVE"
"2I7G3G","6ZQI8C","C21HPH","M",5,2002-05-26,2011-06-07,9,"JAPANESE","","DECEASED"
"ILVQVB","XC304E","M9PVG5","F",5,2002-05-04,NA,17.1,"JAPANESE","","ALIVE"
"SLQ1MX","U1IJGN","4N7C43","F",5,2002-12-30,2003-01-02,0,"JAPANESE","","DECEASED"
"87WYZQ","UYS0I3","6FDURN","F",5,2003-03-23,2003-03-23,-0.1,"JAPANESE","","DECEASED"
"H5AV4V","U8QJY2","AT82ZR","M",5,2003-03-31,2003-03-31,-0.1,"JAPANESE","","DECEASED"
"8MNSFL","UWTFU1","JDIIC5","M",5,2003-03-25,2003-05-17,0.1,"JAPANESE","","DECEASED"
"10N0F3","1E8KD1","ESUIAF","F",5,2003-04-25,2009-10-04,6.4,"JAPANESE","","DECEASED"
"2MQ41T","CHJ9D2","WTE53B","F",5,2003-05-07,2009-09-27,6.4,"JAPANESE","","DECEASED"
"9IMUXT","B2CKHA","M9PVG5","F",5,2003-05-15,2004-04-14,0.9,"JAPANESE","","DECEASED"
"8FCUIR","D6EF87","S222R3","M",5,2003-03-12,2010-03-17,7,"JAPANESE","","DECEASED"
"AV5BKP","CHJ9D2","P6UXIK","M",5,2003-03-19,2013-11-04,10.6,"JAPANESE","","DECEASED"
"F8FH5B","CHJ9D2","L1VRM7","M",5,2003-04-24,2011-06-20,8.2,"JAPANESE","","DECEASED"
"0VL03M","B2CKHA","D4B0RM","F",5,2003-05-10,2009-10-21,6.5,"JAPANESE","","DECEASED"
"ER464J","XC304E","W5WIRP","M",5,2003-05-11,NA,16.1,"JAPANESE","","ALIVE"
"C005SB","EAMX70","PVY432","M",5,2003-05-30,2009-08-16,6.2,"JAPANESE","","DECEASED"
"J1BI6A","R6HV9A","5W3NTM","M",5,2003-04-12,2011-03-17,7.9,"JAPANESE","","DECEASED"
"C9TFAI","EKD89B","Q1GBTG","F",5,2003-03-11,2009-10-05,6.6,"JAPANESE","","DECEASED"
"L9WAGU","8ADGXG","6D5NYZ","M",5,2003-03-09,2005-10-15,2.6,"JAPANESE","","DECEASED"
"K9GKZD","8ADGXG","G5SZDC","F",5,2003-03-28,2004-03-17,1,"JAPANESE","","DECEASED"
"RZET4R","8ADGXG","5ERY5Z","M",5,2003-02-07,2011-03-09,8.1,"JAPANESE","","DECEASED"
"EDHWM9","EAMX70","IH1KPA","F",5,2003-04-26,2009-10-11,6.5,"JAPANESE","","DECEASED"
"HLWM3D","8ADGXG","2EAFRC","M",5,2003-04-20,2012-04-11,9,"JAPANESE","","DECEASED"
"T41SGA","R6HV9A","WK89I9","M",5,2003-04-03,2012-01-21,8.8,"JAPANESE","","DECEASED"
"VM63HL","B2CKHA","J3F6PD","M",5,2003-03-20,2007-08-12,4.4,"JAPANESE","","DECEASED"
"Q8YB54","XC304E","K1XS94","M",5,2003-03-11,2005-02-13,1.9,"JAPANESE","","DECEASED"
"41A73Y","K2SJI8","EMV4P6","M",5,2003-04-27,2012-10-13,9.5,"JAPANESE","","DECEASED"
"Q1QA0S","UE9INH","W4ZC07","M",5,2004-03-24,2004-03-24,0,"JAPANESE","","DECEASED"
"ARAB60","15RZVZ","6FDURN","M",5,2004-08-18,2004-09-20,0.1,"JAPANESE","","DECEASED"
"6D2VZG","4XY8HY","J3F6PD","M",5,2004-05-12,2011-01-11,6.7,"JAPANESE","","DECEASED"
"2F6J3U","CHJ9D2","5ERY5Z","F",5,2004-04-17,NA,15.2,"JAPANESE","","ALIVE"
"BD5FL5","U99L5P","ZPS15A","F",5,2004-08-10,2005-08-28,1,"JAPANESE","","DECEASED"
"BS3RLE","CHJ9D2","6IBTHE","F",5,2004-02-13,NA,15.4,"JAPANESE","","ALIVE"
"38K2SR","QRMJII","PBAFJF","F",5,2004-04-14,NA,15.2,"JAPANESE","","ALIVE"
"FGX5BP","CHJ9D2","ZQFCR5","M",5,2004-01-22,2010-12-30,6.9,"JAPANESE","","DECEASED"
"N79QXB","5PW7WT","MRC4BF","F",5,2004-05-29,NA,15.1,"JAPANESE","","ALIVE"
"1CIRC9","8ADGXG","XFWVVX","F",5,2004-01-23,NA,15.4,"JAPANESE","","ALIVE"
"0JKTGM","CHJ9D2","C1K9WN","F",5,2004-07-28,2004-09-16,0.1,"JAPANESE","","DECEASED"
"FG6L7S","Z7NBA2","XZPABR","M",5,2003-12-20,NA,15.5,"JAPANESE","","ALIVE"
"CU2ADV","9Q2PSE","TYEWF1","F",5,2004-04-22,2012-11-01,8.5,"JAPANESE","","DECEASED"
"5BPBUI","WR6F5Z","WFQENR","F",5,2004-06-06,NA,15,"JAPANESE","","ALIVE"
"BKWE4D","CHJ9D2","ZATMEE","F",5,2004-04-01,NA,15.2,"JAPANESE","","ALIVE"
"G5VYUM","B2CKHA","N755BM","F",5,2004-04-19,2013-04-17,9,"JAPANESE","","DECEASED"
"VK1A57","UAC4H5","Q1GBTG","M",5,2004-04-09,2005-08-02,1.3,"JAPANESE","","DECEASED"
"ESE8SF","UR9NFL","FI3SW1","M",5,2004-09-01,2005-09-05,1,"JAPANESE","","DECEASED"
"P7RBPI","WR6F5Z","SH3FB7","M",5,2004-07-01,NA,15,"JAPANESE","","ALIVE"
"3RWTYJ","U99THQ","50D77I","F",5,2004-02-27,2005-07-26,1.4,"JAPANESE","","DECEASED"
"3K46IT","UYKW6A","T241KM","M",5,2004-04-16,2005-07-27,1.3,"JAPANESE","","DECEASED"
"09LFE4","CHJ9D2","WTE53B","M",5,2004-04-01,NA,15.2,"JAPANESE","","ALIVE"
"AMXY0D","R6HV9A","MYUMMX","M",5,2004-06-01,2008-10-09,4.4,"JAPANESE","","DECEASED"
"56750B","15RZVZ","AT82ZR","F",5,2005-04-18,2005-04-18,0,"JAPANESE","","DECEASED"
"4GVH02","MXZRA4","JDIIC5","F",5,2005-06-08,2005-06-11,0,"JAPANESE","","DECEASED"
"HE0SCR","CHJ9D2","A2J9GC","F",5,2005-05-06,NA,14.1,"JAPANESE","","ALIVE"
"Q2S1V8","5PW7WT","D33J06","F",5,2005-09-27,2006-01-31,0.3,"JAPANESE","","DECEASED"
"NRZUB5","BWM2Z2","TEACA3","M",5,2004-11-13,2006-09-04,1.8,"JAPANESE","","DECEASED"
"MTMPMZ","CHJ9D2","2EAFRC","F",5,2005-08-26,2005-12-30,0.3,"JAPANESE","","DECEASED"
"DH9WJQ","CHJ9D2","ZATMEE","F",5,2005-05-09,NA,14.1,"JAPANESE","","ALIVE"
"1NIZD3","A6A1M1","C21HPH","F",5,2005-06-13,2005-10-02,0.3,"JAPANESE","","DECEASED"
"YFNA30","8ADGXG","N755BM","M",5,2005-03-28,2006-09-22,1.5,"JAPANESE","","DECEASED"
"E46W19","QV6CDP","6IBTHE","M",5,2004-10-24,2006-10-08,2,"JAPANESE","","DECEASED"
"G7QU7W","R6HV9A","1VPWX9","M",5,2005-01-26,2006-12-16,1.9,"JAPANESE","","DECEASED"
"Y45SRE","CHJ9D2","5W3NTM","M",5,2004-12-20,2011-12-28,7,"JAPANESE","","DECEASED"
"XVHLUL","R6HV9A","QWKFBH","M",5,2004-12-29,2007-06-01,2.4,"JAPANESE","","DECEASED"
"0X4W26","EAMX70","D9P18Y","F",5,2005-02-26,NA,14.3,"JAPANESE","","ALIVE"
"ZFYML0","CFD12A","6D5NYZ","F",5,2005-02-09,2005-11-06,0.7,"JAPANESE","","DECEASED"
"M3FP0X","CFD12A","G5SZDC","F",5,2004-11-13,2005-10-23,0.9,"JAPANESE","","DECEASED"
"5Z6P0Z","9Q2PSE","TYEWF1","F",5,2005-04-09,2011-01-24,5.8,"JAPANESE","","DECEASED"
"8YPLX2","1E8KD1","XZPABR","M",5,2005-02-05,2013-11-30,8.8,"JAPANESE","","DECEASED"
"72LYDE","B2CKHA","5WPWA8","F",5,2005-02-08,NA,14.4,"JAPANESE","","ALIVE"
"HYJJKI","38YWM5","PVY432","M",5,2005-01-10,2012-02-15,7.1,"JAPANESE","","DECEASED"
"610P37","A6A1M1","WK89I9","F",5,2004-12-17,2009-11-29,5,"JAPANESE","","DECEASED"
"3DTD2N","CHJ9D2","TSW8M4","F",5,2005-05-10,NA,14.1,"JAPANESE","","ALIVE"
"WL74F1","531HAC","MX4J7G","M",5,2005-05-04,2006-10-17,1.5,"JAPANESE","","DECEASED"
"Z40PYU","8ADGXG","AMJB8I","M",5,2006-04-05,2006-04-20,0,"JAPANESE","","DECEASED"
"FJUB2D","UE6F9R","EMV4P6","M",5,2006-05-01,2006-05-01,0,"JAPANESE","","DECEASED"
"NBTUD9","UNAKRG","ZPS15A","M",5,2006-03-13,2006-04-27,0.1,"JAPANESE","","DECEASED"
"BQ4J00","ULPXW5","XZPABR","F",5,2006-04-20,2006-04-20,0,"JAPANESE","","DECEASED"
"2V5RSX","U58SW8","6FDURN","F",5,2006-04-08,2006-04-08,0,"JAPANESE","","DECEASED"
"ATWQUK","DD3J90","ZQFCR5","F",5,2006-04-05,2006-04-05,0,"JAPANESE","","DECEASED"
"1MPMRP","UEMX4X","W4ZC07","M",5,2006-04-04,2006-04-04,-0.2,"JAPANESE","","DECEASED"
"MHVDSB","UTANEY","MPYCI5","M",5,2006-05-06,2006-05-06,0,"JAPANESE","","DECEASED"
"FDCHX7","UTWP6U","4W9D7N","F",5,2006-05-09,2006-05-25,0,"JAPANESE","","DECEASED"
"BURG23","UL6V32","AT82ZR","M",5,2006-05-23,2006-05-23,0,"JAPANESE","","DECEASED"
"L4DK5W","DD3J90","T241KM","F",5,2006-05-03,2006-05-10,0,"JAPANESE","","DECEASED"
"PBWXPI","U6IXJM","FI3SW1","M",5,2006-05-18,2006-05-18,0,"JAPANESE","","DECEASED"
"3DZI0I","U9XEMZ","IH1KPA","F",5,2006-04-30,2006-06-13,0.1,"JAPANESE","","DECEASED"
"4HSLN1","U8RNZH","PBAFJF","M",5,2006-05-27,2006-06-19,0.1,"JAPANESE","","DECEASED"
"LBZHCE","U76IMW","MYUMMX","F",5,2006-06-26,2006-06-30,0,"JAPANESE","","DECEASED"
"LULXDI","UYR553","1VPWX9","F",5,2006-06-28,2006-07-04,0,"JAPANESE","","DECEASED"
"AFZKBS","F0FUD5","Y0TCYX","F",5,2006-04-28,NA,13.1,"JAPANESE","","ALIVE"
"VGKLVK","CHJ9D2","DCJJYS","M",5,2006-02-23,2013-02-13,7,"JAPANESE","","DECEASED"
"DWGMX2","A6A1M1","J3F6PD","M",5,2006-05-07,2008-11-14,2.5,"JAPANESE","","DECEASED"
"1CZM30","RNQU14","C21HPH","F",5,2006-03-02,NA,13.3,"JAPANESE","","ALIVE"
"6U403U","HLQ9SY","LVYYNY","M",5,2006-04-12,2007-10-23,1.5,"JAPANESE","","DECEASED"
"3QHAFI","CHJ9D2","WTE53B","M",5,2006-02-23,NA,13.3,"JAPANESE","","ALIVE"
"3GECJJ","A6A1M1","SZ05LQ","F",5,2006-02-13,NA,13.4,"JAPANESE","","ALIVE"
"J8HKPE","CHJ9D2","01QRQ4","M",5,2006-03-16,2011-06-08,5.2,"JAPANESE","","DECEASED"
"LYSLPP","STXP81","FB5L3N","F",5,2006-06-12,NA,13,"JAPANESE","","ALIVE"
"IGWBFR","UZ8GIZ","AW400C","M",5,2006-05-08,2007-01-27,0.7,"JAPANESE","","DECEASED"
"4MVIPH","BWM2Z2","PVY432","M",5,2006-03-16,2011-07-07,5.3,"JAPANESE","","DECEASED"
"KX6LEJ","CHJ9D2","D33J06","M",5,2006-04-29,2011-07-04,5.2,"JAPANESE","","DECEASED"
"0BRJSK","CHJ9D2","P6UXIK","M",5,2006-03-13,2011-08-08,5.4,"JAPANESE","","DECEASED"
"921L8N","U3B3WJ","N755BM","M",5,2007-02-23,2007-03-01,0,"JAPANESE","","DECEASED"
"Z3CY4K","UTLAC4","4W9D7N","F",5,2007-03-26,2007-03-26,0,"JAPANESE","","DECEASED"
"AXVEUF","U2RQ9I","W4ZC07","F",5,2007-03-03,2007-03-11,0,"JAPANESE","","DECEASED"
"JQP1TD","UP53X8","6FDURN","F",5,2007-02-20,2007-03-06,0,"JAPANESE","","DECEASED"
"FCHWP7","U7Y6XH","AT82ZR","F",5,2007-03-01,2007-03-01,0,"JAPANESE","","DECEASED"
"37V3UC","U8W1BW","EMV4P6","M",5,2007-03-26,2008-04-16,1.1,"JAPANESE","","DECEASED"
"CY9I4Q","UYF65N","PBAFJF","F",5,2007-04-24,2007-05-10,0,"JAPANESE","","DECEASED"
"BKQ0YW","U54JN6","TEACA3","F",5,2007-05-22,2008-05-30,1,"JAPANESE","","DECEASED"
"XPLYKL","UL7453","Q1GBTG","F",5,2007-04-09,2008-05-14,1.1,"JAPANESE","","DECEASED"
"DASCFT","UQIH7D","50D77I","M",5,2007-04-19,2008-05-21,1.1,"JAPANESE","","DECEASED"
"X4WMH3","UJ0802","XZPABR","M",5,2007-06-11,2008-05-16,0.9,"JAPANESE","","DECEASED"
"6GRU3N","USPAG5","ZQFCR5","M",5,2007-06-26,2007-06-26,0,"JAPANESE","","DECEASED"
"TBZ0KD","UGLJPF","JDIIC5","F",5,2007-06-20,2008-07-23,1.1,"JAPANESE","","DECEASED"
"VKJEED","UJ2B83","ZPS15A","M",5,2007-08-08,2008-08-10,1,"JAPANESE","","DECEASED"
"YI16QD","G2GYST","S222R3","M",5,2007-02-23,NA,12.3,"JAPANESE","","ALIVE"
"NZFYB5","A6A1M1","A2J9GC","M",5,2007-02-24,2014-01-16,6.9,"JAPANESE","","DECEASED"
"3MMZD4","K7900I","5W3NTM","M",5,2007-03-24,NA,12.2,"JAPANESE","","ALIVE"
"8NCIB9","B2CKHA","5WPWA8","M",5,2007-04-04,2011-07-03,4.2,"JAPANESE","","DECEASED"
"HU82M2","UU3MSG","PBAFJF","M",5,2008-02-23,2008-02-23,0,"JAPANESE","","DECEASED"
"C2NDLU","U34M3Y","IH1KPA","F",5,2008-04-12,2008-04-12,0,"JAPANESE","","DECEASED"
"EFIR9X","U9MZMS","N755BM","M",5,2008-03-27,2008-04-11,0,"JAPANESE","","DECEASED"
"2HDW5H","UHMUKP","Q1GBTG","M",5,2008-03-27,2008-04-27,0.1,"JAPANESE","","DECEASED"
"W17RHK","U79HB1","4W9D7N","F",5,2008-05-01,2009-05-20,1.1,"JAPANESE","","DECEASED"
"MDN1AI","UG6QS6","W4ZC07","F",5,2008-04-22,2008-04-22,-0.1,"JAPANESE","","DECEASED"
"7FD236","UBSVK1","EMV4P6","M",5,2008-05-24,2008-05-24,-0.1,"JAPANESE","","DECEASED"
"1X5A92","UR065G","T241KM","F",5,2008-06-15,2009-06-14,1,"JAPANESE","","DECEASED"
"YQBPPJ","U1WUC3","TEACA3","M",5,2008-06-04,2008-06-04,0,"JAPANESE","","DECEASED"
"REDQL6","U8XLQK","ZQFCR5","M",5,2008-06-25,2008-06-25,0,"JAPANESE","","DECEASED"
"9AC7VI","UDLTY6","6FDURN","M",5,2008-06-05,2009-07-30,1.1,"JAPANESE","","DECEASED"
"KR9CKT","U51WEB","LVYYNY","F",5,2008-04-25,2009-03-26,0.9,"JAPANESE","","DECEASED"
"3WABPU","UT6I4X","PVY432","M",5,2008-06-04,2009-08-01,1.2,"JAPANESE","","DECEASED"
"8LK8R4","U75A0X","S222R3","M",5,2008-06-22,2009-06-05,1,"JAPANESE","","DECEASED"
"FGPCWH","UGUT3P","Q8U9LB","F",5,2008-05-31,2009-07-10,1.1,"JAPANESE","","DECEASED"
"JQJ227","BW10CL","A2J9GC","M",5,2008-05-31,2012-12-22,4.6,"JAPANESE","","DECEASED"
"BK22E3","Q9LWGX","D33J06","M",5,2008-02-25,2013-02-19,5,"JAPANESE","","DECEASED"
"S5H1GC","Q9LWGX","2EAFRC","F",5,2008-03-22,NA,11.2,"JAPANESE","","ALIVE"
"R5AYJK","DSBNRY","ESUIAF","F",5,2008-02-29,NA,11.3,"JAPANESE","","ALIVE"
"CTVG9A","DSBNRY","DKIM6U","M",5,2008-03-08,2011-06-21,3.3,"JAPANESE","","DECEASED"
"QVJU41","NCAU1W","SCFSBF","M",5,2008-04-11,2011-07-12,3.2,"JAPANESE","","DECEASED"
"4G3GET","U5D59T","50D77I","F",5,2009-05-16,2010-05-28,1,"JAPANESE","","DECEASED"
"LNVD11","U7462H","JDIIC5","M",5,2009-04-19,2010-04-27,1,"JAPANESE","","DECEASED"
"IJFU2U","UU12F4","N755BM","F",5,2009-04-02,2010-05-12,1.1,"JAPANESE","","DECEASED"
