"id","species","geographic.origin","sex","status","birth","death","dam","dam.type","sire","sire.type","from.center","departure"
"21783","JAPANESE MACAQUE","JAPAN","m","Dead",2016-12-22,2018-07-13,"IDIBU","Provisional Genetic",,"Genetic","Yes",
"HXA6U","JAPANESE MACAQUE","JAPAN","m","Alive",2017-02-18,,"ZFP4T","Genetic",,"Genetic","Yes",
"NELID","JAPANESE MACAQUE","JAPAN","m","Dead",2017-03-02,2018-08-17,"JG5W1","Genetic",,"Genetic","Yes",
"DQF51","JAPANESE MACAQUE","JAPAN","f","Dead",2017-02-14,2017-11-30,"XI63C","Observed",,,"Yes",
"SR7GP","JAPANESE MACAQUE","JAPAN","f","Dead",2017-06-18,2020-07-27,"ZV5LR","Observed",,,"Yes",
"W0US2","JAPANESE MACAQUE","JAPAN","m","Dead",2017-06-27,2020-11-18,"SXBM1","Genetic",,"Genetic","Yes",
"2XDFT","JAPANESE MACAQUE","JAPAN","m","Dead",2017-06-14,2017-06-10,,,,,"Yes",
"TLK2S","JAPANESE MACAQUE","Japan","m","Dead",2017-08-03,2017-06-28,"P9MAK","Observed",,,"Yes",
"9DV73","JAPANESE MACAQUE","JAPAN","m","Dead",2017-05-21,2020-08-14,"DDAK0","Observed",,,"Yes",
"ANZT4","JAPANESE MACAQUE","JAPAN","m","Dead",2017-06-16,2019-02-07,"0RK83","Observed",,,"Yes",
"HNSEC","JAPANESE MACAQUE","Japan","m","Dead",2017-07-26,2017-08-02,"VFHVR","Observed",,,"Yes",
"N96EF","JAPANESE MACAQUE","JAPAN","m","Alive",2017-06-15,,"7YFF4","Observed",,,"Yes",
"A0G9K","JAPANESE MACAQUE","JAPAN","m","Dead",2017-07-17,2017-08-10,,,,,"Yes",
"8CCDA","JAPANESE MACAQUE","JAPAN","f","Dead",2017-07-11,2017-09-20,,,,,"Yes",
"C2RP9","JAPANESE MACAQUE","JAPAN","m","Alive",2017-05-16,,"I4TWQ","Genetic",,"Genetic","Yes",
"I7KJ5","JAPANESE MACAQUE","JAPAN","m","Alive",2017-04-07,,"WY8H1","Genetic",,"Genetic","Yes",
"CVS66","JAPANESE MACAQUE","JAPAN","f","Dead",2017-07-29,2020-07-26,"3RFEI","Genetic",,"Genetic","Yes",
"X72XM","JAPANESE MACAQUE","JAPAN","f","Alive",2017-07-28,,"2PPKP","Genetic",,"Genetic","Yes",
"3IKUD","JAPANESE MACAQUE","JAPAN","m","Dead",2017-07-14,2020-07-21,"YCS3W","Genetic",,"Genetic","Yes",
"VRFEQ","JAPANESE MACAQUE","JAPAN","f","Alive",2017-06-23,,"CBX9A","Genetic",,"Genetic","Yes",
"068FW","JAPANESE MACAQUE","JAPAN","f","Alive",2017-06-09,,"KMY5Y","Genetic",,"Genetic","Yes",
"RSMG1","JAPANESE MACAQUE","JAPAN","m","Dead",2017-07-19,2018-12-23,"JA3FC","Genetic",,"Genetic","Yes",
"006TE","JAPANESE MACAQUE","JAPAN","m","Dead",2017-06-25,2020-11-12,"8J6WL","Genetic",,"Genetic","Yes",
"YS99I","JAPANESE MACAQUE","JAPAN","m","Alive",2017-06-08,,"C496U","Genetic",,"Genetic","Yes",
"9CBIS","JAPANESE MACAQUE","JAPAN","m","Alive",2017-06-29,,"Q52JY","Genetic",,"Genetic","Yes",
"0MHAP","JAPANESE MACAQUE","JAPAN","m","Alive",2017-06-28,,"9X827","Genetic",,"Genetic","Yes",
"8TIPF","JAPANESE MACAQUE","JAPAN","m","Dead",2017-07-18,2020-12-08,"EX7EM","Genetic",,"Genetic","Yes",
"FCMW1","JAPANESE MACAQUE","JAPAN","m","Alive",2017-07-21,,"Y2WGI","Genetic",,"Genetic","Yes",
"8REDS","JAPANESE MACAQUE","JAPAN","f","Dead",2017-07-01,2020-06-18,"X5YRC","Genetic",,"Genetic","Yes",
"2LD59","JAPANESE MACAQUE","Japan","f","Alive",2017-07-14,,"Y0LJF","Genetic",,"Genetic","Yes",
"FCYAE","JAPANESE MACAQUE","Japan","f","Alive",2017-06-26,,"ES7K3","Genetic",,"Genetic","Yes",
"4M3Y7","JAPANESE MACAQUE","Japan","f","Dead",2017-06-23,2020-06-23,"FVNPH","Genetic",,"Genetic","Yes",
"JNPX7","JAPANESE MACAQUE","Japan","f","Alive",2017-07-15,,"I3M4X","Genetic",,"Genetic","Yes",
"AEK0S","JAPANESE MACAQUE","Japan","f","Alive",2017-07-18,,"NDA0D","Genetic",,"Genetic","Yes",
"58YRF","JAPANESE MACAQUE","JAPAN","f","Alive",2017-08-06,,"EA949","Genetic",,"Genetic","Yes",
"PYVLC","JAPANESE MACAQUE","Japan","m","Alive",2017-07-30,,"Q2LNT","Genetic",,"Genetic","Yes",
"IW09M","JAPANESE MACAQUE","Japan","f","Alive",2017-06-13,,"258P9","Genetic",,"Genetic","Yes",
"4S8SS","JAPANESE MACAQUE","Japan","f","Alive",2017-07-10,,"RQLQY","Genetic",,"Genetic","Yes",
"115RP","JAPANESE MACAQUE","Japan","m","Alive",2017-06-24,,"2GEXG","Genetic",,"Genetic","Yes",
"5DXAQ","JAPANESE MACAQUE","Japan","f","Alive",2017-08-01,,"SULFS","Genetic",,"Genetic","Yes",
"NBKU8","JAPANESE MACAQUE","Japan","f","Dead",2017-07-09,2020-12-04,"2UN23","Genetic",,"Genetic","Yes",
"EDKMA","JAPANESE MACAQUE","Japan","f","Alive",2017-08-01,,"RNGKM","Genetic",,"Genetic","Yes",
"0NIAL","JAPANESE MACAQUE","Japan","m","Dead",2017-05-11,2020-07-10,"C2MLW","Genetic",,"Genetic","Yes",
"XDX2C","JAPANESE MACAQUE","Japan","m","Alive",2017-06-22,,"RP3TE","Genetic",,"Genetic","Yes",
"C5RRT","JAPANESE MACAQUE","JAPAN","f","Dead",2017-07-12,2020-07-27,"HPIDM","Genetic",,"Genetic","Yes",
"8CU1J","JAPANESE MACAQUE","JAPAN","m","Alive",2017-07-25,,"R57FE","Genetic",,"Genetic","Yes",
"JJPF0","JAPANESE MACAQUE","Japan","f","Dead",2018-02-02,2018-02-22,"78BKK","Observed",,,"Yes",
"QS4TA","JAPANESE MACAQUE","JAPAN","f","Dead",2018-03-13,2018-02-27,"Y1HG2","Observed",,,"Yes",
"HM0J9","JAPANESE MACAQUE","JAPAN","f","Dead",2018-04-23,2018-04-21,"ZE5XC","Observed",,,"Yes",
"09RE0","JAPANESE MACAQUE","JAPAN","m","Dead",2018-03-16,2018-03-20,"V1ZCK","Observed",,,"Yes",
"M2Z4Y","JAPANESE MACAQUE","JAPAN","m","Dead",2018-05-22,2018-05-13,"GZCSZ","Observed",,,"Yes",
"A2QRY","JAPANESE MACAQUE","JAPAN","f","Dead",2018-04-18,2018-05-05,"DNSSU","Observed",,,"Yes",
"5HH1G","JAPANESE MACAQUE","JAPAN","f","Dead",2018-06-11,2020-12-10,"9GLDX","Genetic",,"Provisional Genetic","Yes",
"R33T5","JAPANESE MACAQUE","JAPAN","m","Dead",2018-04-28,2018-12-29,"SHD00","Genetic",,"Genetic","Yes",
"35U34","JAPANESE MACAQUE","JAPAN","f","Alive",2018-05-23,,"50T6R","Genetic",,"Genetic","Yes",
"4PEPT","JAPANESE MACAQUE","JAPAN","f","Alive",2018-04-15,,"DE4LD","Genetic",,"Provisional Genetic","Yes",
"88MDX","JAPANESE MACAQUE","JAPAN","f","Alive",2018-06-09,,"N7ANK","Genetic",,"Genetic","Yes",
"0FJTQ","JAPANESE MACAQUE","JAPAN","m","Alive",2018-05-18,,"6UDLL","Observed",,,"Yes",
"EBM5K","JAPANESE MACAQUE","JAPAN","f","Dead",2018-04-25,2019-06-29,"QLG1C","Observed",,,"Yes",
"9QV3B","JAPANESE MACAQUE","JAPAN","f","Dead",2018-05-29,2019-08-18,"GAXF7","Observed",,,"Yes",
"FBGLU","JAPANESE MACAQUE","JAPAN","m","Dead",2018-04-30,2019-07-11,"H2C7U","Observed",,,"Yes",
"4TJFB","JAPANESE MACAQUE","JAPAN","f","Alive",2018-06-04,,"ZFP4T","Observed",,"Observed","Yes",
"PUSLM","JAPANESE MACAQUE","JAPAN","m","Dead",2018-05-18,2018-06-08,,,,,"Yes",
"1YL9S","JAPANESE MACAQUE","JAPAN","m","Dead",2018-06-11,2019-09-05,"BVP44","Observed",,,"Yes",
"X6UYC","JAPANESE MACAQUE","JAPAN","f","Dead",2018-06-23,2018-07-06,,,,,"Yes",
"HN7H9","JAPANESE MACAQUE","JAPAN","f","Dead",2018-05-03,2019-09-02,"W1SWF","Observed",,,"Yes",
"N9NVQ","JAPANESE MACAQUE","JAPAN","f","Dead",2018-06-13,2020-08-06,"53JIJ","Observed",,,"Yes",
"BUHME","JAPANESE MACAQUE","JAPAN","f","Dead",2018-06-15,2018-06-29,"E31P7","Observed",,,"Yes",
"ZGZXU","JAPANESE MACAQUE","JAPAN","m","Dead",2018-05-17,2019-08-11,"3913U","Observed",,,"Yes",
"EDR2N","JAPANESE MACAQUE","JAPAN","m","Alive",2018-06-02,,"ZSXJI","Observed",,,"Yes",
"VLDI1","JAPANESE MACAQUE","JAPAN","m","Dead",2018-05-22,2019-08-06,"6RCFH","Observed",,,"Yes",
"ZX4R8","JAPANESE MACAQUE","JAPAN","m","Dead",2018-06-01,2019-09-08,"2CNPT","Observed",,,"Yes",
"0CJQV","JAPANESE MACAQUE","JAPAN","m","Dead",2018-07-11,2019-09-12,"SXBM1","Observed",,,"Yes",
"39KXZ","JAPANESE MACAQUE","JAPAN","f","Dead",2018-07-07,2019-11-05,"KVXQE","Observed",,,"Yes",
"C7AMU","JAPANESE MACAQUE","JAPAN","m","Dead",2018-07-20,2019-11-01,"5E2NZ","Observed",,,"Yes",
"4G2MV","JAPANESE MACAQUE","JAPAN","m","Dead",2018-07-14,2019-10-27,"Z4BDW","Observed",,,"Yes",
"PN9X4","JAPANESE MACAQUE","JAPAN","f","Alive",2018-06-22,,"IC30D","Genetic",,"Genetic","Yes",
"VMEM7","JAPANESE MACAQUE","JAPAN","m","Dead",2018-09-12,2018-09-11,"62G1R","Observed",,,"Yes",
"V4SHS","JAPANESE MACAQUE","JAPAN","m","Dead",2018-08-19,2019-10-12,"GVKP9","Observed",,,"Yes",
"BDZ4E","JAPANESE MACAQUE","JAPAN","f","Dead",2018-08-24,2019-11-18,"AJ79K","Observed",,,"Yes",
"IQ4PD","JAPANESE MACAQUE","JAPAN","f","Dead",2018-09-09,2019-11-12,"QLN88","Observed",,,"Yes",
"F4CVT","JAPANESE MACAQUE","JAPAN","f","Dead",2018-08-12,2018-10-14,,,,,"Yes",
"CWPU0","JAPANESE MACAQUE","JAPAN","m","Dead",2018-06-27,2018-09-14,"HPIDM","Observed",,,"Yes",
"WUW53","JAPANESE MACAQUE","JAPAN","m","Dead",2018-09-11,2019-11-20,"M1MR0","Observed",,,"Yes",
"TSIBH","JAPANESE MACAQUE","JAPAN","f","Dead",2018-09-06,2019-12-24,"YCS3W","Observed",,,"Yes",
"Z4L7B","JAPANESE MACAQUE","JAPAN","f","Dead",2018-05-17,2018-10-10,"WY8H1","Observed",,,"Yes",
"5P882","JAPANESE MACAQUE","JAPAN","m","Dead",2018-09-16,2019-12-04,"9ETSY","Observed",,,"Yes",
"I0IIT","JAPANESE MACAQUE","JAPAN","m","Alive",2018-08-19,,"1227U","Genetic",,"Genetic","Yes",
"JTG6L","JAPANESE MACAQUE","JAPAN","m","Alive",2018-07-23,,"VCMR5","Genetic",,"Genetic","Yes",
"M7XWM","JAPANESE MACAQUE","JAPAN","f","Alive",2018-07-03,,"IDIBU","Observed",,"Observed","Yes",
"ECPE8","JAPANESE MACAQUE","JAPAN","f","Alive",2018-06-20,,"7DMK8","Observed",,"Observed","Yes",
"BKC9I","JAPANESE MACAQUE","JAPAN","m","Alive",2018-05-28,,"XI63C","Observed",,"Observed","Yes",
"GKV6E","JAPANESE MACAQUE","JAPAN","f","Alive",2018-05-31,,"EA949","Genetic",,"Genetic","Yes",
"PM9XR","JAPANESE MACAQUE","JAPAN","f","Alive",2018-06-01,,"X8AZF","Genetic",,"Genetic","Yes",
"2751U","JAPANESE MACAQUE","JAPAN","m","Alive",2018-08-16,,"N9SBC","Genetic",,"Genetic","Yes",
"B3CAR","JAPANESE MACAQUE","JAPAN","f","Alive",2018-07-17,,"4LH1F","Genetic",,"Genetic","Yes",
"TX3HE","JAPANESE MACAQUE","JAPAN","f","Alive",2018-07-11,,"RQLQY","Genetic",,"Genetic","Yes",
"4GY2P","JAPANESE MACAQUE","JAPAN","f","Alive",2018-07-17,,"Q52JY","Genetic",,"Genetic","Yes",
"G928L","JAPANESE MACAQUE","JAPAN","m","Dead",2018-07-23,2020-12-21,"VS2WN","Genetic",,"Genetic","Yes",
"WR0Y0","JAPANESE MACAQUE","JAPAN","f","Alive",2018-07-06,,"P9MAK","Genetic",,"Provisional Genetic","Yes",
"KL27C","JAPANESE MACAQUE","JAPAN","m","Alive",2018-08-04,,"ES7K3","Genetic",,"Genetic","Yes",
"AFMVN","JAPANESE MACAQUE","JAPAN","m","Dead",2018-07-26,2020-06-22,"EX7EM","Genetic",,"Genetic","Yes",
"FG8SZ","JAPANESE MACAQUE","JAPAN","m","Dead",2018-07-09,2020-07-03,"8HFGH","Genetic",,"Genetic","Yes",
"AE4LP","JAPANESE MACAQUE","JAPAN","f","Alive",2018-07-22,,"673BK","Genetic",,"Genetic","Yes",
"9V1K0","JAPANESE MACAQUE","JAPAN","f","Alive",2018-06-27,,"0NFQD","Genetic",,"Genetic","Yes",
"3FGDV","JAPANESE MACAQUE","JAPAN","m","Alive",2018-06-28,,"F5Q5E","Genetic",,"Genetic","Yes",
"A3SD8","JAPANESE MACAQUE","JAPAN","m","Alive",2018-07-28,,"MS39U","Genetic",,"Genetic","Yes",
"T2X7W","JAPANESE MACAQUE","JAPAN","m","Alive",2018-07-11,,"I4TWQ","Genetic",,"Genetic","Yes",
"Y82MG","JAPANESE MACAQUE","JAPAN","m","Dead",2018-08-04,2020-11-03,"NDA0D","Genetic",,"Genetic","Yes",
"SFWDS","JAPANESE MACAQUE","JAPAN","m","Alive",2018-08-10,,"FVNPH","Genetic",,"Genetic","Yes",
"HK2AW","JAPANESE MACAQUE","JAPAN","m","Dead",2018-07-29,2019-05-26,"4HH3N","Genetic",,"Genetic","Yes",
"PAUIL","JAPANESE MACAQUE","JAPAN","f","Alive",2018-08-09,,"F6EVE","Genetic",,"Genetic","Yes",
"H55TS","JAPANESE MACAQUE","JAPAN","f","Dead",2018-07-03,2018-12-26,"X1TL4","Genetic",,"Genetic","Yes",
"MGIIT","JAPANESE MACAQUE","JAPAN","m","Dead",2018-08-08,2020-11-11,"Y0LJF","Genetic",,"Genetic","Yes",
"X322T","JAPANESE MACAQUE","JAPAN","f","Dead",2018-05-29,2020-07-10,"X5YRC","Genetic",,"Genetic","Yes",
"MJL66","JAPANESE MACAQUE","JAPAN","m","Alive",2018-06-06,,"2NWVV","Genetic",,"Genetic","Yes",
"PYI07","JAPANESE MACAQUE","JAPAN","f","Alive",2018-07-12,,"XZA4B","Genetic",,"Genetic","Yes",
"YFBZC","JAPANESE MACAQUE","JAPAN","m","Dead",2019-04-10,2019-03-16,"GZCSZ","Observed",,,"Yes",
"6HCBC","JAPANESE MACAQUE","JAPAN","m","Dead",2019-04-03,2019-03-04,,,,,"Yes",
"FUVCK","JAPANESE MACAQUE","JAPAN","f","Dead",2019-04-06,2019-04-30,,,,,"Yes",
"S2XB3","JAPANESE MACAQUE","JAPAN","f","Alive",2019-05-31,,"NQQAE","Genetic",,"Genetic","Yes",
"QLWQQ","JAPANESE MACAQUE","JAPAN","m","Alive",2019-05-05,,"HPIDM","Genetic",,"Genetic","Yes",
"CYGTR","JAPANESE MACAQUE","JAPAN","m","Alive",2019-04-14,,"C2MLW","Genetic",,"Genetic","Yes",
"WSQEP","JAPANESE MACAQUE","JAPAN","f","Alive",2019-05-04,,"3RFEI","Genetic",,"Genetic","Yes",
"CBJCI","JAPANESE MACAQUE","JAPAN","m","Alive",2019-05-27,,"CBX9A","Genetic",,"Genetic","Yes",
"159UT","JAPANESE MACAQUE","JAPAN","m","Alive",2019-05-20,,"8J6WL","Observed",,,"Yes",
"TTUXS","JAPANESE MACAQUE","JAPAN","m","Alive",2019-05-26,,"P08BX","Observed",,,"Yes",
"XL6TR","JAPANESE MACAQUE","JAPAN","f","Alive",2019-04-19,,"2UN23","Genetic",,"Genetic","Yes",
"IFJGP","JAPANESE MACAQUE","JAPAN","f","Alive",2019-05-23,,"KMY5Y","Genetic",,"Genetic","Yes",
"XPVLM","JAPANESE MACAQUE","JAPAN","m","Alive",2019-04-10,,"X5YRC","Genetic",,"Genetic","Yes",
"VR0MQ","JAPANESE MACAQUE","JAPAN","m","Alive",2019-05-09,,"NZE78","Genetic",,"Genetic","Yes",
"1K7NX","JAPANESE MACAQUE","JAPAN","f","Alive",2019-05-21,,"Q2LNT","Genetic",,"Genetic","Yes",
"P9JNL","JAPANESE MACAQUE","JAPAN","f","Dead",2019-05-30,2019-05-30,"673BK","Observed",,,"Yes",
"8NX8F","JAPANESE MACAQUE","JAPAN","f","Dead",2019-05-03,2019-04-24,"ES7K3","Observed",,,"Yes",
"8FR4C","JAPANESE MACAQUE","JAPAN","m","Dead",2019-06-20,2019-06-16,,,,,"Yes",
"XGGNG","JAPANESE MACAQUE","JAPAN","m","Dead",2019-04-02,2020-09-01,"ZV5LR","Observed",,,"Yes",
"3EX1H","JAPANESE MACAQUE","JAPAN","f","Dead",2019-05-23,2019-06-29,,,,,"Yes",
"DUYPZ","JAPANESE MACAQUE","JAPAN","m","Dead",2019-05-31,2019-06-28,,,,,"Yes",
"E2XGG","JAPANESE MACAQUE","JAPAN","m","Dead",2019-06-09,2020-07-30,"NDM2S","Observed",,,"Yes",
"SG91M","JAPANESE MACAQUE","JAPAN","m","Dead",2019-05-03,2020-08-13,"NZH6I","Observed",,,"Yes",
"19631","JAPANESE MACAQUE","JAPAN","f","Dead",2019-07-01,2019-05-22,,,,,"Yes",
"XPM7H","JAPANESE MACAQUE","JAPAN","m","Dead",2019-05-28,2020-08-05,"W9H75","Observed",,,"Yes",
"TFIT2","JAPANESE MACAQUE","JAPAN","m","Dead",2019-05-08,2020-09-03,"7YFF4","Observed",,,"Yes",
"X6YE7","JAPANESE MACAQUE","JAPAN","m","Dead",2019-07-13,2019-07-19,,,,,"Yes",
"HEQ5P","JAPANESE MACAQUE","JAPAN","m","Dead",2019-07-02,2019-07-06,,,,,"Yes",
"JYLLE","JAPANESE MACAQUE","JAPAN","m","Dead",2019-06-26,2019-06-22,"RHP9P","Observed",,,"Yes",
"H6A19","JAPANESE MACAQUE","JAPAN","f","Alive",2019-06-05,,"TZ1AS","Genetic",,"Genetic","Yes",
"4KX5E","JAPANESE MACAQUE","JAPAN","m","Dead",2019-06-09,2020-08-16,"JLGWH","Observed",,,"Yes",
"GS7BM","JAPANESE MACAQUE","JAPAN","f","Dead",2019-07-15,2019-08-10,,,,,"Yes",
"LRI61","JAPANESE MACAQUE","JAPAN","m","Dead",2019-07-06,2019-08-08,"JA3FC","Observed",,,"Yes",
"9WE39","JAPANESE MACAQUE","JAPAN","f","Dead",2019-06-26,2019-07-23,,,,,"Yes",
"Y2ZQR","JAPANESE MACAQUE","JAPAN","m","Dead",2019-07-22,2020-09-21,"6UDLL","Observed",,,"Yes",
"ICLLE","JAPANESE MACAQUE","JAPAN","m","Dead",2019-06-15,2019-08-20,"EX7EM","Observed",,,"Yes",
"YGD4K","JAPANESE MACAQUE","JAPAN","m","Dead",2019-07-08,2019-08-24,"WHB38","Observed",,,"Yes",
"LTE6Q","JAPANESE MACAQUE","JAPAN","f","Dead",2019-08-06,2020-09-02,"ZSXJI","Observed",,,"Yes",
"4WI1L","JAPANESE MACAQUE","JAPAN","f","Dead",2019-07-15,2020-12-09,"K6MTX","Observed",,,"Yes",
"7G2XM","JAPANESE MACAQUE","JAPAN","f","Alive",2019-07-14,,"H3K63","Genetic",,"Genetic","Yes",
"349UE","JAPANESE MACAQUE","JAPAN","f","Dead",2019-09-30,2020-12-11,"ZE5XC","Observed",,,"Yes",
"QUS6I","JAPANESE MACAQUE","JAPAN","f","Alive",2019-07-15,,"Z71IV","Genetic",,"Genetic","Yes",
"7MULH","JAPANESE MACAQUE","JAPAN","m","Dead",2019-12-17,2019-12-25,"YCS3W","Observed",,,"Yes",
"4WZ6U","JAPANESE MACAQUE","JAPAN","m","Alive",2019-08-23,,"50T6R","Observed",,,"Yes",
"6B8EX","JAPANESE MACAQUE","JAPAN","m","Dead",2019-11-03,2021-02-28,"2CNPT","Observed",,,"Yes",
"FGL82","JAPANESE MACAQUE","JAPAN","m","Alive",2019-06-14,,"WY8H1","Genetic",,"Genetic","Yes",
"DH89Q","JAPANESE MACAQUE","JAPAN","m","Alive",2019-04-07,,"Y0LJF","Genetic",,"Genetic","Yes",
"SPF2M","JAPANESE MACAQUE","JAPAN","m","Alive",2020-02-26,,"Z4BDW","Observed",,,"Yes",
"EY3KU","JAPANESE MACAQUE","JAPAN","m","Dead",2020-04-02,2020-02-27,,,,,"Yes",
"1EEUC","JAPANESE MACAQUE","JAPAN","f","Dead",2019-06-27,2020-05-06,,,,,"Yes",
"H4AGR","JAPANESE MACAQUE","JAPAN","f","Dead",2020-04-30,2020-05-18,"DNSSU","Observed",,,"Yes",
"QESVW","JAPANESE MACAQUE","JAPAN","m","Dead",2020-04-10,2020-04-07,,,,,"Yes",
"YXBM9","JAPANESE MACAQUE","JAPAN","m","Alive",2020-05-18,,"P2TBS","Observed",,,"Yes",
"N56LB","JAPANESE MACAQUE","JAPAN","f","Alive",2020-03-24,,"GVKP9","Observed",,,"Yes",
"3BJ6Y","JAPANESE MACAQUE","JAPAN","m","Dead",2020-04-10,2020-05-24,,,,,"Yes",
"WQC98","JAPANESE MACAQUE","JAPAN","m","Alive",2020-03-23,,"EX7EM","Observed",,,"Yes",
"48782","JAPANESE MACAQUE","JAPAN","m","Dead",2020-05-13,2020-05-30,,,,,"Yes",
"897M1","JAPANESE MACAQUE","JAPAN","m","Dead",2020-04-29,2020-05-30,,,,,"Yes",
"JPUVT","JAPANESE MACAQUE","JAPAN","m","Dead",2020-05-19,2020-06-19,,,,,"Yes",
"NLVJK","JAPANESE MACAQUE","JAPAN","f","Alive",2020-05-30,,"LMGR4","Genetic",,"Genetic","Yes",
"057VE","JAPANESE MACAQUE","JAPAN","m","Alive",2020-02-22,,"X5YRC","Genetic",,"Genetic","Yes",
"ZNS1B","JAPANESE MACAQUE","JAPAN","f","Alive",2019-08-11,,"51R9P","Genetic",,"Genetic","Yes",
"NJ063","JAPANESE MACAQUE","JAPAN","m","Alive",2019-05-14,,"LDSRL","Genetic",,"Genetic","Yes",
"WDWYP","JAPANESE MACAQUE","JAPAN","f","Alive",2020-05-02,,"P08BX","Genetic",,"Genetic","Yes",
"MIP4E","JAPANESE MACAQUE","JAPAN","f","Dead",2020-06-15,2020-09-22,"X1TL4","Observed",,,"Yes",
"BNVQQ","JAPANESE MACAQUE","JAPAN","m","Alive",2019-08-22,,"XCPFR","Genetic",,"Genetic","Yes",
"6HTST","JAPANESE MACAQUE","JAPAN","m","Alive",2020-06-03,,"C2MLW","Genetic",,"Genetic","Yes",
"NQV1K","JAPANESE MACAQUE","JAPAN","m","Alive",2020-04-30,,"50T6R","Genetic",,"Genetic","Yes",
"JURCD","JAPANESE MACAQUE","JAPAN","f","Alive",2019-09-08,,"PT5MQ","Genetic",,"Genetic","Yes",
"GFSQ9","JAPANESE MACAQUE","JAPAN","f","Alive",2020-04-22,,"3RFEI","Genetic",,"Genetic","Yes",
"LJ9HC","JAPANESE MACAQUE","JAPAN","f","Dead",2020-05-16,2021-02-10,"2UN23","Genetic",,"Genetic","Yes",
"IYQEW","JAPANESE MACAQUE","JAPAN","f","Dead",2020-05-20,2020-06-07,"DE4LD","Observed",,,"Yes",
"PTDF6","JAPANESE MACAQUE","JAPAN","m","Alive",2019-06-28,,"IC30D","Genetic",,"Genetic","Yes",
"5ICKM","JAPANESE MACAQUE","JAPAN","f","Alive",2020-04-28,,"VCMR5","Genetic",,"Genetic","Yes",
"53GIP","JAPANESE MACAQUE","JAPAN","m","Alive",2020-04-16,,"NQQAE","Genetic",,"Genetic","Yes",
"9AIJG","JAPANESE MACAQUE","JAPAN","m","Alive",2020-03-25,,"8HFGH","Genetic",,"Genetic","Yes",
"GZK75","JAPANESE MACAQUE","JAPAN","f","Dead",2020-05-19,2020-08-10,"WHB38","Observed",,,"Yes",
"W25NB","JAPANESE MACAQUE","JAPAN","m","Alive",2020-04-15,,"846HM","Genetic",,"Genetic","Yes",
"JCBBI","JAPANESE MACAQUE","JAPAN","m","Alive",2020-04-17,,"MS39U","Genetic",,"Genetic","Yes",
"NV1C5","JAPANESE MACAQUE","JAPAN","m","Alive",2020-05-02,,"FVNPH","Observed",,,"Yes",
"TLCJ3","JAPANESE MACAQUE","JAPAN","f","Alive",2020-05-27,,"KMY5Y","Genetic",,"Genetic","Yes",
"YMD5H","JAPANESE MACAQUE","JAPAN","f","Alive",2020-05-28,,"9GLDX","Observed",,,"Yes",
"FAW71","JAPANESE MACAQUE","JAPAN","f","Alive",2020-04-27,,"RHP9P","Genetic",,"Genetic","Yes",
"A6SZY","JAPANESE MACAQUE","JAPAN","f","Alive",2020-06-21,,"VS2WN","Genetic",,"Genetic","Yes",
"5CW02","JAPANESE MACAQUE","JAPAN","m","Alive",2020-06-08,,"Z71IV","Genetic",,"Genetic","Yes",
"3P4M4","JAPANESE MACAQUE","JAPAN","m","Alive",2020-02-21,,"SHD00","Genetic",,"Genetic","Yes",
"7H4LT","JAPANESE MACAQUE","JAPAN","f","Alive",2019-08-13,,,,,,"Yes",
"HJCVQ","JAPANESE MACAQUE","Japan","f","Alive",2020-04-10,,"F6EVE","Genetic",,"Genetic","Yes",
"JFICN","JAPANESE MACAQUE","JAPAN","m","Alive",2020-03-14,,"2NWVV","Genetic",,"Genetic","Yes",
"WQICE","JAPANESE MACAQUE","JAPAN","m","Alive",2020-06-21,,"4HH3N","Genetic",,"Genetic","Yes",
"KTX15","JAPANESE MACAQUE","JAPAN","f","Alive",2020-06-08,,"WATAP","Genetic",,"Genetic","Yes",
"9MNQM","JAPANESE MACAQUE","JAPAN","f","Alive",2019-07-31,,,,,,"Yes",
"ILMVK","JAPANESE MACAQUE","JAPAN","f","Alive",2020-05-23,,"M6D4X","Genetic",,"Genetic","Yes",
"9KJ15","JAPANESE MACAQUE","JAPAN","f","Alive",2020-05-02,,"GZCSZ","Genetic",,"Genetic","Yes",
"KJNT6","JAPANESE MACAQUE","JAPAN","f","Alive",2020-05-09,,"FTDPA","Genetic",,"Genetic","Yes",
"KEK7W","JAPANESE MACAQUE","JAPAN","f","Alive",2020-05-16,,"F5Q5E","Observed",,,"Yes",
"ZI2K6","JAPANESE MACAQUE","JAPAN","m","Alive",2020-04-26,,"6BAM3","Genetic",,"Genetic","Yes",
"H856E","JAPANESE MACAQUE","JAPAN","f","Alive",2020-05-10,,"HBCEP","Genetic",,"Genetic","Yes",
"B05TR","JAPANESE MACAQUE","JAPAN","m","Alive",2020-06-10,,"74QBS","Observed",,,"Yes",
"NHFWM","JAPANESE MACAQUE","JAPAN","f","Alive",2020-06-10,,"GFJPA","Genetic",,"Genetic","Yes",
"MR5KF","JAPANESE MACAQUE","JAPAN","f","Dead",2020-05-23,2020-08-05,"CBX9A","Observed",,,"Yes",
"4B36E","JAPANESE MACAQUE","JAPAN","f","Alive",2020-05-30,,"X8AZF","Genetic",,"Genetic","Yes",
"9G66U","JAPANESE MACAQUE","JAPAN","f","Alive",2019-09-01,,"74QBS","Genetic",,"Genetic","Yes",
"M67GX","JAPANESE MACAQUE","JAPAN","m","Alive",2019-05-10,,,,,,"Yes",
