"pdf","pagenum","storet_code","state","name","county","lake_type","drainage_area","surface_area","mean_depth","total_inflow","retention_time","retention_time_units","alkalinity","conductivity","secchi","tp","po4","tin","tn","p_pnt_source_muni","p_pnt_source_industrial","p_pnt_source_septic","p_nonpnt_source","p_total","n_pnt_source_muni","n_pnt_source_industrial","n_pnt_source_septic","n_nonpnt_source","n_total","p_total_out","p_percent_retention","p_surface_area_loading","n_total_out","n_percent_retention","n_surface_area_loading","lat","long","chl"
475,17,"0108","ALABAMA","MITCHELL LAKE","e CHILTON COOSA  A","IMPOUNDMENT",25325,23.63,1.3,434.5,1,"days",52,141,0.9,0.053,0.022,0.29,0.56,6025,NA,20,1079840,1085885,11385,NA,800,13010680,13022865,1126335,NA,45.95,12247875,6,551.1,32.808333,-86.445833,6.2
475,170,"3705","NORTH CAROLINA","HICKORY LAKE","ALEXANDER CALDRELL CATAUDA","IMPOUNDMENT",3392.9,16.63,9.5,55.9,33,"days",12,50,1,0.047,0.008,0.32,0.5,11015,NA,NA,90050,101065,27455,NA,NA,1791145,1818600,71355,29,6.08,1155610,36,109.4,35.783333,-81.354167,7.3
475,171,"3706","NORTH CAROLINA","HIGH ROCK LAKE","DAVIDSON, ROWAN","IMPOUNDMENT",10360,64.29,4.9,136.6,27,"days",20,63,0.6,0.09,0.017,0.58,0.88,298345,NA,NA,651730,950075,806615,NA,NA,4812145,5618760,437005,54,14.78,5529775,2,87.4,35.601667,-80.235278,NA
475,172,"3707","NORTH CAROLINA","HIWASSEE LAKE","CHEROKEE","IMPOUNDMENT",2507.1,25.41,21.3,53.8,116,"days",10,50,2,0.015,0.007,0.24,0.42,4415,NA,25,40930,45370,13240,NA,875,941430,955545,25000,45,1.79,1013130,NA,37.6,35.151667,-84.177222,5.7
475,173,"3708","NORTH CAROLINA","LAKE JAMES","BURKE MCDORELL","IMPOUNDMENT",986.8,26.35,13.5,19.8,208,"days",14,57,1.8,0.02,0.006,0.16,0.475,1710,NA,15,27880,29605,7870,NA,470,418965,427305,48705,NA,1.12,375270,12,16.2,35.733889,-81.891944,7.7
475,174,"3709","NORTH CAROLINA","LAKE JUNALUSKA","HAYHOOD","IMPOUNDMENT",164.7,0.81,5.6,4.1,13,"days",16,105,1,0.031,0.009,0.56,0.91,NA,NA,NA,5165,5165,NA,NA,NA,122655,122655,5740,NA,6.38,140225,NA,151.4,35.525833,-82.966111,7.2
475,175,"3710","NORTH CAROLINA","LOOKOUT SHOALS LAKE","CATAWBA, ALEXANDER, IREDELL","IMPOUNDMENT",3755.5,4.14,9.3,56.9,7,"days",16,50,1,0.026,0.008,0.37,0.57,1395,NA,NA,75260,76655,4185,NA,NA,1254635,1258820,77025,NA,18.52,1242605,1,304.1,35.795833,-81.095833,NA
475,176,"3711","NORTH CAROLINA","MOUNTAIN ISLAND LAKE","GASTON HECKLENBURG","IMPOUNDMENT",4822.6,13.09,5.4,67.2,12,"days",15,60,1,0.018,0.005,0.27,0.48,NA,NA,NA,56395,56395,NA,NA,NA,1685175,1685175,42815,24,4.31,1810470,NA,128.7,35.336667,-80.986111,5.6
475,177,"3713","NORTH CAROLINA","LAKE NORMAN","CATARBA IRADELL LINCOLN MECKLENBURG","IMPOUNDMENT",4636.1,131.57,10.2,72.4,239,"days",15,55,1.3,0.019,0.005,0.33,0.55,8765,NA,200,87025,95990,23760,NA,7495,1751405,1782660,30965,68,0.73,1617200,9,13.5,35.438889,-80.95,5.8
475,178,"3715","NORTH CAROLINA","RHODHISS LAKE","BURKE CALDRELL","IMPOUNDMENT",2823.1,14.22,6.3,48.44,21,"days",15,56,1,0.061,0.019,0.305,0.51,41140,NA,NA,161295,202435,123375,NA,NA,1278660,1402035,106660,47,14.24,1268715,10,98.6,35.775556,-81.625,3.6
475,179,"3716","NORTH CAROLINA","SANTEETLAH LAKE","GRAHAM","IMPOUNDMENT",455.8,11.59,16.8,14.5,161,"days",10,50,3.4,0.011,0.006,0.16,0.33,1235,NA,NA,6630,7865,3310,NA,NA,228705,232015,5315,32,0.68,184830,20,20,35.375833,-83.876111,5.4
475,18,"0107","ALABAMA","MARTIN LAKE","COOSA ELMORE TALLAPOOSA","IMPOUNDMENT",7674.2,157.83,12.9,123.5,176,"days",11,50,1.6,0.017,0.004,0.17,0.38,61930,NA,30,151385,213345,128075,NA,1170,2602825,2732070,81110,62,1.35,3572695,NA,17.3,32.866667,-85.908333,6.4
475,180,"3717","NORTH CAROLINA","LAKE TILLERY","MONTGOMERY STANLY","IMPOUNDMENT",12090.1,21.29,9.7,154.8,15,"days",22,70,0.8,0.04,0.008,0.47,0.81,1555,NA,65,315985,317605,4650,NA,2350,4860675,4867675,264015,17,14.92,5244970,NA,228.6,35.210556,-80.07,6.8
475,181,"3719","NORTH CAROLINA","WACCAMAW LAKE","COLUMBUS","NATURAL",251.2,36.17,1.5,2.6,242,"days",11,63,1.1,0.018,0.004,0.12,0.63,NA,NA,125,2050,2175,NA,NA,4675,98270,102945,1270,42,0.06,60215,42,2.8,34.303056,-78.524444,NA
475,182,"3718","NORTH CAROLINA","WATERVILLE LAKE","HAYHOOD","IMPOUNDMENT",1178.4,1.38,22.7,23.8,15,"days",33,348,0.8,0.103,0.041,0.86,1.14,23470,NA,NA,105280,128750,131375,NA,NA,1210275,1341650,63440,51,93.3,921575,31,972.2,35.775,-83.1,3.8
475,183,"3928","OHIO","ATWOOD RESERVOIR","CARROL TUSCAHAWAS","IMPOUNDMENT",181,6.23,4.7,1.9,178,"days",47,266,1,0.031,0.005,0.205,0.905,2525,NA,55,7800,10380,6250,NA,2130,127210,135590,3625,65,1.67,99260,27,21.8,40.529722,-81.274444,16.4
475,184,"3901","OHIO","BEACH CITY RESERVOIR","STARK TUSCARAWAS","IMPOUNDMENT",777,1.7,1.2,7.6,3,"days",72,470,0.3,0.122,0.015,1.99,2.91,3990,NA,560,41605,46155,11970,NA,20970,828365,361305,38480,17,27.15,758765,12,506.6,40.635556,-81.56,10.9
475,185,"3929","OHIO","BERLIN RESERVOIR","MAHONING PORTAGE STARK","IMPOUNDMENT",642.3,8.9,4.9,6.4,81,"days",74,400,0.9,0.042,0.006,0.9,1.47,34990,NA,180,17095,52265,83870,NA,6685,441030,531585,12595,76,5.87,394940,26,59.7,41.043611,-81.004444,15.5
475,186,"3902","OHIO","BUCKEYE LAKE","FAIRFIELD LICKING PERRY","NATURAL",114.5,12.71,1.9,1.2,233,"days",77,287,0.3,0.179,0.02,0.38,2.69,1580,NA,235,4675,6490,3805,NA,8840,99110,111755,5915,9,0.51,86465,23,8.8,39.903611,-82.519444,186.6
475,187,"3905","OHIO","CHARLES MILL RESERVOIR","ASHLAND RICHLAND","IMPOUNDMENT",562,5.46,1.7,5.4,20,"days",127,380,0.4,0.127,0.011,0.465,1.795,17380,NA,50,12920,30350,47700,NA,1895,447055,496650,25060,17,5.56,448155,10,91,40.777222,-82.391667,67.1
475,188,"3906","OHIO","DEER CREEK RESERVOIR","FAYETTE PICKAWAY","IMPOUNDMENT",717.4,5.17,5,7.2,42,"days",194,480,0.8,0.098,0.036,2.98,3.46,10515,NA,NA,18120,28635,26605,NA,NA,728935,755540,22850,20,5.54,796410,NA,146.1,39.622222,-83.217222,9.9
475,189,"3907","OHIO","DELAWARE RESERVOIR","DELAWARE","IMPOUNDMENT",999.7,5.26,3.3,9.8,23,"days",148,470,0.4,0.086,0.024,2.34,3,13850,NA,120,51705,65675,49160,NA,4495,1125790,1179445,38245,42,12.49,1054250,11,224.2,40.360556,-83.068889,10.9
475,19,"0109","ALABAMA","PICKWICK LAKE","COLBERTLAUDERDALE AL, TISHOMINGO MS, HARDING","IMPOUNDMENT",85003.7,174.56,6.5,1489.6,9,"days",56,157,1.1,0.056,0.035,0.535,0.685,73575,215570,60,2519700,2808905,219915,624035,2345,59982835,60829130,2995305,NA,16.09,55474895,9,348.5,35.002778,-88.201389,2.4
475,190,"3908","OHIO","DILLON RESERVOIR","MUSKINGUM","IMPOUNDMENT",1921.8,5.36,3,20.7,9,"days",135,400,0.5,0.163,0.037,1.59,2.7,71770,75,30,104545,176420,825185,NA,1100,1686705,2512990,86675,51,32.91,1963950,22,468.8,39.993889,-82.083889,27.4
475,191,"3912","OHIO","LAKE GRANT","BROWN","IMPOUNDMENT",68.1,0.76,1.9,0.7,24,"days",55,195,0.3,0.113,0.019,0.57,1.8,1480,NA,NA,4985,6465,4440,NA,NA,38775,43215,5480,15,8.51,52300,NA,56.9,39.014444,-83.93,40.5
475,192,"3930","OHIO","HOLIDAY LAKE","HURON","IMPOUNDMENT",35.7,0.91,3.9,0.4,103,"days",127,546,0.9,0.125,0.034,0.575,2.335,6250,NA,35,1365,7650,18740,NA,1385,42480,62605,1495,80,8.41,28635,54,68.8,41.102778,-82.726667,NA
475,193,"3914","OHIO","HOOVER RESERVOIR","DELAWARE FRANKLIN","IMPOUNDMENT",492.1,11.43,6.5,4.9,179,"days",92,299,0.9,0.04,0.008,1.64,2.3,5425,NA,50,14395,19870,14720,NA,1875,357950,374545,6985,65,1.74,336455,10,32.8,40.109444,-82.884444,13
475,194,"3915","OHIO","INDIAN LAKE","LOGAN","IMPOUNDMENT",258.5,24.82,2.3,2.4,275,"days",126,359,0.4,0.12,0.012,0.38,2.07,NA,NA,290,6675,6965,NA,NA,10825,250220,261045,9500,NA,0.28,195610,25,10.5,40.470556,-83.876389,76.9
475,195,"3917","OHIO","LAKE LORAMIE","SHELBY AUGLAIZE","IMPOUNDMENT",201.2,3.18,1.5,1.9,29,"days",142,373,0.2,0.185,0.019,1.38,3.6,4825,NA,40,8540,13405,14470,NA,1475,235600,251545,22195,NA,4.22,347415,NA,79.1,40.364722,-84.360278,104.1
475,196,"3921","OHIO","MOSQUITO CREEK RESERVOIR ","TRUMBULL","IMPOUNDMENT",252.5,31.57,2.7,2.4,352,"days",45,218,0.9,0.058,0.006,0.15,1.14,3625,NA,NA,6360,9985,7710,NA,NA,184965,192675,5425,46,0.32,139900,27,6.1,41.390833,-80.75,36.3
475,197,"3931","OHIO","OSHAUGHNESSY RESERVOIR","DELAWARE","IMPOUNDMENT",2535.6,3.35,4.8,23.1,9,"days",192,508,0.5,0.208,0.159,3.07,3.9,57755,NA,195,178990,236940,163275,NA,7390,3134615,3305280,153670,35,70.73,3301920,0,986.7,40.245,-83.146389,NA
475,198,"3924","OHIO","PLEASANT HILL RESERVOIR","ASHLAND RICHLAND","IMPOUNDMENT",510.2,3.44,4.8,5.1,35,"days",130,329,1.1,0.036,0.01,0.455,1.095,8580,NA,NA,3485,12065,20695,NA,NA,284740,305435,9495,21,3.51,267180,13,88.8,40.640833,-82.3575,22.8
475,199,"3932","OHIO","ROCKY FORK RESERVOIR","HIGHLAND","IMPOUNDMENT",295.3,8.17,5.1,3.4,142,"days",154,350,0.7,0.067,0.01,0.79,1.27,5305,NA,NA,11475,16780,15495,NA,NA,248165,263660,4945,71,2.05,188435,29,32.3,39.1875,-83.441944,38
475,200,"3933","OHIO","LAKE SHAWNEE","GREENE","NATURAL",28.2,0.77,2.5,0.3,73,"days",161,422,0.7,0.069,0.009,2.38,3.595,NA,NA,5,455,460,NA,NA,160,37975,38135,550,NA,0.6,30495,20,49.5,39.651389,-83.768611,39.6
475,201,"3927","OHIO","GRAND LAKE OF ST. MARYS","AUGLAIZE MERCER","NATURAL",290.4,44.52,3,2.9,1.6,"years",97,350,0.4,0.148,0.014,0.2,2.295,1445,NA,275,19950,21670,4340,NA,10325,391790,406455,15020,31,0.49,237835,41,9.1,40.535278,-84.569722,79.2
475,202,"3934","OHIO","TAPPAN RESERVOIR","HARRISON","IMPOUNDMENT",184.1,9.51,4.6,2,241,"days",75,626,0.9,0.04,0.007,0.28,1.01,NA,NA,35,2695,2730,NA,NA,1265,87025,88290,5550,NA,0.29,120520,NA,9.3,40.355556,-81.223611,37.7
475,203,"3641","PENNSYLVANIA","ALLEGHENY RESERVOIR","McKEAN","IMPOUNDMENT",5646.2,48.77,14.4,105.8,77,"days",28,131,2.2,0.016,0.006,0.38,0.77,39690,2750,10,119215,161665,183870,7135,385,2286830,2478220,102530,37,3.31,4461615,NA,50.8,42.083333,-78.916667,3.7
475,205,"4219","PENNSYLVANIA","BEAVER RUN RESERVOIR","WESTMORELAND","IMPOUNDMENT",110.6,4.55,7.3,3.5,110,"days",15,260,2.9,0.009,0.006,0.835,0.965,610,NA,5,7140,7755,5640,NA,45,156540,162225,1325,83,1.7,89850,45,35.7,40.510278,-79.553333,5.2
475,206,"4220","PENNSYLVANIA","BELTZVILLE LAKE","CARBON","IMPOUNDMENT",249.7,3.83,12.8,3.8,138,"days",10,46,3.5,0.01,0.005,0.815,1.02,NA,NA,NA,2105,2105,NA,NA,NA,152350,152350,1490,29,0.55,129130,15,39.8,40.851389,-75.635,4.9
475,207,"4201","PENNSYLVANIA","BLANCHARD RESERVOIR","CENTRE","IMPOUNDMENT",878,7,1.6,12,11,"days",93,280,1.2,0.064,0.046,1.3,1.6,64840,NA,60,2735,67635,170715,NA,2185,222135,395035,35745,47,9.66,794465,NA,56.4,41.045556,-77.609722,15.2
475,208,"4221","PENNSYLVANIA","LAKE CANADOHTA","CRAWFORD","NATURAL",20.4,0.69,8.8,0.8,100,"days",38,117,1.6,0.02,0.005,0.13,0.55,15,NA,140,385,540,45,NA,5330,21420,26795,375,31,0.78,33530,NA,38.8,41.808889,-79.839444,19.2
475,209,"4226","PENNSYLVANIA","CONEWAGO LAKE (PINCHOT)","YORK","IMPOUNDMENT",45.6,1.38,2.7,0.8,72,"days",49,132,1.2,0.027,0.008,0.245,0.96,NA,NA,NA,535,535,NA,NA,45,23625,23670,465,13,0.39,19180,19,17.2,40.090278,-76.873333,14
475,21,"0115","ALABAMA","LAKE PURDY","JEFFERSON SHELBY","IMPOUNDMENT",106.4,4.3,5.1,2.33,109,"days",96,205,1.6,0.049,0.014,0.17,0.73,7940,NA,5,6545,14490,23805,NA,265,57125,81195,5825,60,3.37,69375,15,18.9,33.478333,-86.636944,12.7
475,210,"4204","PENNSYLVANIA","CONNEAUT LAKE","CRAWFORD","NATURAL",69.7,3.78,7.3,2.6,106,"days",66,185,2.5,0.023,0.007,0.185,0.705,NA,NA,NA,1925,1925,NA,NA,NA,51925,51925,1345,30,0.51,65515,NA,13.7,41.627222,-80.306667,7.6
475,211,"4207","PENNSYLVANIA","GREENLANE RESERVOIR","MONTGOMERY","IMPOUNDMENT",182.2,3.29,5,4.9,50,"days",41,148,1,0.066,0.02,1.475,1.73,11885,13610,5,16715,42215,34155,40810,105,474950,550020,9225,78,12.83,278470,49,167.2,40.341667,-75.480556,24
475,212,"4222","PENNSYLVANIA","HARVEYS LAKE","LUZERNE","NATURAL",17.3,2.67,11,0.6,1.6,"years",20,91,4.1,0.015,0.006,0.16,0.415,NA,NA,115,600,715,NA,NA,4265,14235,18500,205,71,0.27,15960,14,6.9,41.355,-76.037222,6
475,213,"4223","PENNSYLVANIA","INDIAN LAKE","SOMERSET","IMPOUNDMENT",36.1,3.04,4.3,0.5,303,"days",10,104,2.5,0.008,0.005,0.52,0.75,25,NA,60,245,330,140,NA,2345,26300,28785,175,47,0.11,18920,34,9.5,40.027778,-78.873056,5.2
475,214,"4224","PENNSYLVANIA","LAKE NAOMI","MONROE","IMPOUNDMENT",49.5,2.02,0.9,1,21,"days",10,41,1.4,0.014,0.005,0.135,0.415,30,NA,15,515,560,85,NA,640,20940,21665,540,4,0.28,17695,18,10.7,41.109722,-75.46,5.5
475,215,"4225","PENNSYLVANIA","LAKE ONTELAUNEE","BERKS","IMPOUNDMENT",559.4,4.38,3.4,11.8,14,"days",70,207,0.7,0.04,0.011,2.15,2.7,3620,NA,30,17305,20955,11035,NA,1170,1060920,1073125,18255,13,4.78,1254715,NA,245,40.445833,-75.934722,NA
475,216,"4227","PENNSYLVANIA","POCONO LAKE","MONROE","IMPOUNDMENT",193.7,3.04,3.7,4.9,37,"days",10,32,1.5,0.024,0.007,0.13,0.495,1055,NA,15,1750,2820,5095,NA,565,102060,107720,2535,10,0.93,78400,27,35.4,41.097222,-75.537778,5
475,217,"4213","PENNSYLVANIA","PYMATUNING RESERVOIR","CRAWFORD ASHTABULA 0H","IMPOUNDMENT",398.9,66.45,3.7,5.3,1.4,"years",36,150,0.8,0.07,0.008,0.18,1.29,3215,NA,15,12285,15515,8050,NA,650,258620,267320,7675,51,0.23,203450,24,4,41.629167,-80.439444,56.3
475,218,"4216","PENNSYLVANIA","SHENANGD RIVER RESERVOIR","MERCER","IMPOUNDMENT",1512.6,14.41,2.5,17,21,"days",60,200,0.9,0.058,0.008,0.34,0.99,19295,1975,5,35275,56550,42380,4990,70,712755,760195,42060,26,3.92,894835,NA,52.8,41.286667,-80.429444,26.8
475,219,"4228","PENNSYLVANIA","STILLWATER LAKE","MONROE","IMPOUNDMENT",35,1.41,1,0.7,23,"days",10,33,1.3,0.015,0.004,0.18,0.63,NA,NA,5,350,355,NA,NA,105,19055,19160,355,0,0.25,13820,28,13.6,41.118056,-75.419444,18.2
475,22,"0112","ALABAMA","WEISS RESERVOIR","CHEROKEE ALT FLOYD GA","IMPOUNDMENT",13649.4,122.22,2.8,243.4,16,"days",45,113,0.5,0.092,0.034,0.26,0.64,254590,NA,130,900555,1155275,337255,NA,4955,8425585,8767795,706815,39,9.45,5920780,32,71.7,34.132778,-85.793889,11.3
475,220,"4229","PENNSYLVANIA","LAKE WALLENPAUPACK","PIKE WAYNE","IMPOUNDMENT",590.5,23.31,8.5,10,229,"days",16,54,2.7,0.015,0.006,0.25,0.55,620,NA,245,7465,8330,1260,NA,9140,289870,300270,6940,17,0.36,239080,20,12.9,41.453333,-75.1875,9.6
475,221,"4516","SOUTH CAROLINA","LAKE WILLIAM C. BOWEN","SPARTANBURG","IMPOUNDMENT",212.6,6.48,NA,3.16,NA,"years",15,50,1,0.022,0.007,0.36,0.545,245,NA,NA,2285,2530,310,NA,NA,79940,80250,2580,NA,0.39,63910,20,12.4,35.11,-82.092222,3.9
475,222,"4503","SOUTH CAROLINA","FISHING CREEK RES","CHESTER LANCASTER","IMPOUNDMENT",9867.9,13.64,5.4,133.074,6,"days",20,104,0.4,0.143,0.051,0.535,0.845,538500,NA,NA,184810,723310,1595320,NA,NA,5053855,6649175,662045,8,53.03,6736480,NA,487.5,34.602222,-80.890278,2.8
475,223,"4504","SOUTH CAROLINA","LAKE GREENWOOD","GREENWOOD, LAURENS, NEWBERRY","IMPOUNDMENT",2978.4,46.14,6.8,49.46,74,"days",19,58,0.9,0.061,0.011,0.47,0.75,345640,NA,NA,55110,400750,940355,NA,NA,1415175,2355530,90815,77,8.69,1448195,39,51.1,34.183333,-81.911111,8.2
475,224,"4505","SOUTH CAROLINA","LAKE HARTWELL","ANDERSON OCONEEO PICKENS SC FRANKLIN HART STEPHENS GA","IMPOUNDMENT",5407.9,226.43,13.9,119.759,304,"days",14,50,2,0.013,0.004,0.13,0.4,57950,25860,1540,102365,187715,140560,1255,54450,2723845,2920110,33850,82,0.83,3787435,NA,12.9,34.358333,-82.829167,NA
475,226,"4513","SOUTH CAROLINA","LAKE KEOWEE","OCONEE PICKENS","IMPOUNDMENT",1137,69.41,15.2,31.52,1.1,"years",13,32,3.3,0.008,0.003,0.17,0.32,1475,NA,NA,20150,21625,4905,NA,NA,405410,410315,16900,22,0.31,452275,NA,5.9,34.734722,-82.9125,2.8
475,227,"4506","SOUTH CAROLINA","LAKE MARION","BERKELEY CALHOUN CLARENDON ORANGEBURG SUMTER","IMPOUNDMENT",38073,447.59,4,473.224,44,"days",14,72,0.8,0.055,0.01,0.28,0.74,711285,NA,1900,869625,1582810,3184140,NA,7145,10438590,13629875,682610,57,3.54,10498300,23,30.5,33.433611,-80.365278,NA
475,228,"4512","SOUTH CAROLINA","LAKE MOULTRIE","BERKELEY","NATURAL",38850,263.05,5.7,414.016,42,"days",17,72,1.1,0.026,0.006,0.2,0.625,264310,NA,60,343750,608120,2065825,NA,2150,7216530,9284505,392415,35,2.31,10270315,NA,35.3,33.333333,-80.084722,8.8
475,229,"4507","SOUTH CAROLINA","LAKE MURRAY","FAIRFIELD LEXINGTON NEWBERRY SALUDA RICHLAND","IMPOUNDMENT",6268,205.58,12.7,86.66,348,"days",18,63,1.9,0.024,0.007,0.26,0.54,178375,NA,1425,117305,297105,855720,NA,53360,1864640,2773720,83275,72,1.45,1927285,31,13.5,34.049722,-81.216667,NA
475,23,"0114","ALABAMA","WILSON LAKE","LAUDERDALE COLBERT LAHRENCE  I  I","IMPOUNDMENT",79642.4,62.78,12.5,1433.4,6,"days",53,170,1.3,0.053,0.022,0.46,0.61,2860,NA,45,2403530,2406435,10730,NA,1630,60972410,60984770,2415185,NA,38.33,52359380,14,971.4,34.801389,-87.615278,7.4
475,230,"4508","SOUTH CAROLINA","LAKE ROBINSON","CHESTERFIELD DARLINGTON","IMPOUNDMENT",448.1,8.68,4.3,6.533,66,"days",10,50,1,0.014,0.005,0.26,0.81,925,NA,25,2355,3305,3490,NA,855,104755,109100,3295,0,0.38,93330,14,12.6,34.406944,-80.151389,8.6
475,231,"4515","SOUTH CAROLINA","SALUDA LAKE","GREENVILLE PICKENS","IMPOUNDMENT",753.7,2.25,4,17.68,6,"days",14,28,0.6,0.046,0.006,0.23,0.39,NA,NA,NA,34275,34275,NA,NA,NA,433920,433920,20440,40,15.23,243020,44,192.9,34.852778,-82.484167,1.5
475,232,"4514","SOUTH CAROLINA","LAKE SECESSION","ABBEVILLE ANDERSON","IMPOUNDMENT",499.9,3.56,NA,6.24,NA,"years",16,48,0.9,0.057,0.006,0.355,0.865,19050,NA,25,6420,25495,44450,NA,855,178970,224275,11995,53,7.16,188600,16,63,35.259722,-82.608333,10.7
475,233,"4510","SOUTH CAROLINA","WATEREE LAKE","FAIRFIELD KERSHAW LANCASTER","IMPOUNDMENT",12302.5,55.48,6.9,161.5,27,"days",18,100,0.6,0.094,0.034,0.45,0.79,503960,NA,NA,113560,617520,1646555,NA,NA,2463405,4109960,462785,25,11.13,4512345,NA,74.1,34.338889,-80.700833,8.4
475,234,"4511","SOUTH CAROLINA","LAKE WYLIE","YORK SC GASTON HECKLENBURG NC","IMPOUNDMENT",7821.8,53.1,7,110.19,39,"days",16,72,1,0.045,0.013,0.38,0.64,175855,NA,30,269070,444955,280360,NA,1130,3378850,3660340,176385,60,8.38,2753045,25,68.9,35.236667,-81.0125,5.4
475,235,"4701","TENNESSEE","BARKLEY LAKE","STEWART MONTGOMERY TRIGG LYON KY","IMPOUNDMENT",45578.8,234.4,4.6,984.95,16,"days",73,192,0.6,0.128,0.047,0.48,0.84,151515,NA,85,3876940,4028540,437895,NA,3195,29510835,29951925,4209050,NA,17.19,32674930,NA,127.8,37.009722,-88.218056,NA
475,237,"4704","TENNESSEE","BOONE RESERVOIR","WASHINGTON SULLIVAN CARTER","IMPOUNDMENT",4765.6,17.8,13.3,66.5,42,"days",80,185,1.5,0.052,0.029,0.995,1.205,95130,NA,120,95710,190960,299085,NA,4595,3830640,4134320,99020,48,10.73,2999590,27,232.3,36.438889,-82.437222,NA
475,238,"4725","TENNESSEE","SOUTH HOLSTON RESERVOIR","SULLIVAN IN WASHINGTON VA","IMPOUNDMENT",1820.8,30.68,26.4,25.32,370,"days",80,166,2.4,0.014,0.008,0.57,0.855,22030,NA,10,31950,53990,61465,NA,335,1330460,1392260,8300,85,1.76,894550,36,45.4,36.559444,-82.087778,7.7
475,239,"4706","TENNESSEE","CHEATHAM RESERVOIR","CHEATHAM DAVIDSON","IMPOUNDMENT",36682.2,30.15,4.3,625.1,2,"days",59,171,0.7,0.142,0.084,0.46,0.72,286690,NA,60,2892575,3179325,832305,NA,2280,20950475,21705060,4466890,NA,105.45,17655215,19,722.6,36.319167,-87.226111,8.2
475,24,"1002","DELAWARE","KILLEN POND","KENT","IMPOUNDMENT",46.4,0.3,1.5,0.68,8,"days",17,100,0.5,0.17,0.042,1.61,2.55,15,2345,5,2155,4520,90,12320,10,53550,65970,2410,47,15.07,62450,5,219.9,38.981111,-75.530556,116.2
475,240,"4720","TENNESSEE","OLD HICKORY RESERVOIR","DAVIDSON RUTHERFORD","IMPOUNDMENT",30233.1,91.06,5.6,519,11,"days",52,143,0.08,0.058,0.019,0.33,0.55,34500,NA,80,1324525,1359105,86820,NA,2925,16887315,16977060,1497710,NA,14.93,18096625,NA,186.4,36.294444,-86.654167,8.9
475,242,"4723","TENNESSEE","J PERCY PRIEST HES","DAVIDSON RUTHERFORD","IMPOUNDMENT",2310.3,57.47,8.5,40.58,139,"days",128,255,1.8,0.056,0.021,0.155,0.565,72720,825,30,199240,272815,121335,1920,1170,1443160,1567585,244995,10,4.75,1485790,5,27.3,36.154167,-86.601389,10
475,243,"4707","TENNESSEE","CHEROKEE LAKE","JEFFERSON HAMBLEN GRAINGER HARKINS","IMPOUNDMENT",8878.5,122.62,14.9,120.6,190,"days",90,265,1.3,0.051,0.022,0.78,1.27,34705,NA,30,435065,469800,87185,NA,1205,6738050,6826440,174735,63,3.83,6402390,6,55.7,36.165833,-83.495833,12.2
475,244,"4708","TENNESSEE","CHICKAMAUGA RESERVOIR","HAMILTON RHEA MEIGS MCMINN","IMPOUNDMENT",53846.1,143.25,5.4,924.8,11,"days",59,160,0.9,0.031,0.012,0.44,0.6,60155,NA,45,1246155,1306355,176255,NA,1790,46174325,46352370,1101375,16,9.12,26652990,42,323.6,35.102778,-85.225,3.1
475,246,"4712","TENNESSEE","FT LOUDON RESERVOIR","LOUDON KNOX BLOUNT","IMPOUNDMENT",24734.5,59.09,7.6,362.3,15,"days",68,210,0.9,0.054,0.025,0.55,0.96,402170,NA,170,599285,1001625,1027700,NA,6335,12924345,13958380,748450,25,16.95,17124690,NA,236.2,35.792222,-84.239444,4.8
475,248,"4717","TENNESSEE","NICKAJACK RESERVOIR","MARION HAMILTON","IMPOUNDMENT",56643.3,41.97,7.1,957.05,4,"days",57,162,1,0.051,0.025,0.495,0.725,378470,NA,60,1357255,1735785,1078890,NA,2335,22496415,23577640,1554460,10,41.36,23668705,NA,561.8,35.002778,-85.616667,2.7
475,25,"1005","DELAWARE","MOORES LAKE","KENT","IMPOUNDMENT",35.2,0.1,1.1,0.79,2,"days",20,141,0.7,0.245,0.071,2.4,3.5,2995,NA,10,4310,7315,3855,NA,385,95340,99580,5825,20,73.15,99275,0,995.8,39.126111,-75.519444,NA
475,250,"4722","TENNESSEE","WATTS BAR RESERVOIR","CUMBERLAND LOUDON MEIGS RHEA ROANE","IMPOUNDMENT",44832.9,157.82,7.9,741.05,23,"days",66,169,1,0.032,0.012,0.51,0.74,74930,NA,75,1235225,1310230,255640,NA,3370,21184645,21443655,1018950,22,8.3,20612910,4,135.9,35.6225,-84.783333,5.6
475,252,"4711","TENNESSEE","DOUGLAS LAKE","SEVIER JEFFERSON COCKE","IMPOUNDMENT",11766.4,123.03,14.1,191.7,116,"days",46,168,1.5,0.026,0.014,0.44,0.7,12870,NA,75,669425,682370,33890,NA,2825,9089940,9126655,286690,58,5.55,7702060,16,74.2,36.076667,-83.251389,4.6
475,253,"4713","TENNESSEE","GREAT FALLS LAKE","WHITE VAN BUREN","IMPOUNDMENT",4346,12.38,5,84.45,9,"days",73,165,1.4,0.02,0.007,0.405,0.72,20310,NA,20,120255,140585,60910,NA,780,2412680,2474370,72460,48,11.36,1862355,25,199.9,35.801667,-85.621111,4
475,254,"4727","TENNESSEE","REELFOOT LAKE","OBION","NATURAL",567.8,36.42,1.4,6.4,NA,"years",91,200,0.6,0.233,0.059,0.17,2.17,NA,61600,75,55610,117285,NA,201215,2845,272380,476440,NA,NA,3.22,NA,NA,13.1,36.361389,-89.426389,81
