Y,Injury,HuntYrs,Nonres,Lspman,Lnong,Gender,Age,Race,Marital,Edu,Inc,TownPop,FishYrs
0,0,10,0,0,0,1,47,1,1,14,80,25,10
0,0,35,0,0,0,1,55,1,1,6,10,0.1,35
0,0,23,0,1,0,1,49,1,0,6,80,1,33
0,0,10.1,0,0,0,1,44,0,0,12,120,25,10.1
0,0,39,0,1,0,1,55,1,1,12,80,5,39
0,0,10.1,0,1,0,1,55,1,1,10,40,2.5,10.1
0,0,9,0,1,0,1,24,1,0,12,10,75,20
0,0,30,0,1,0,1,57,1,1,14,40,1,10.2
0,0,20,0,0,0,1,55,1,1,16,80,25,20
0,0,18,0,1,0,1,30,1,1,12,40,5,20
0,0,35,1,0,1,1,48,1,1,14,120,25,45
0,0,10.1,0,1,0,1,35,1,0,12,80,1,10.1
0,0,20,0,0,0,1,47,1,1,12,80,1,10.2
0,0,7,0,1,0,1,20,1,0,12,120,5,12
0,0,20,0,0,0,1,45,1,1,12,120,100,10.2
0,0,39,0,1,0,1,45,1,1,16,80,25,39
0,0,25,0,0,0,1,43,0,0,12,40,2.5,25
0,0,30,0,1,0,1,53,1,1,14,80,5,30
1,0,15,0,1,0,1,30,1,1,16,10,1,25
1,0,30,0,1,0,1,38,1,1,16,80,0.1,30
1,0,45,0,1,0,1,50,1,1,14,80,1,45
0,0,2,0,1,0,0,41,1,1,16,80,1,10.2
0,0,10.1,0,0,0,1,42,1,0,16,40,25,10.1
0,0,35,1,0,0,1,47,1,1,12,80,5,40
0,0,20,0,0,0,1,50,1,1,12,40,2.5,5
0,0,8,0,1,0,1,27,1,1,14,40,1,15
1,0,10.1,0,0,0,1,48,1,1,12,40,1,10.1
0,0,5,0,1,0,1,24,1,0,14,10,25,5
0,0,43,0,1,0,1,49,1,1,14,80,100,43
0,0,15,0,1,0,1,20,1,0,12,10,25,15
0,0,50,0,1,0,1,64,1,1,16,120,0.1,52
0,0,40,0,0,0,1,58,0,1,10,40,1,40
0,0,12,0,1,0,1,27,1,1,10,80,1,12
0,0,10,0,1,0,1,24,1,0,12,80,2.5,10
0,0,20,0,0,0,1,49,0,0,14,40,25,30
0,0,14,0,0,0,1,21,1,0,10,80,100,14
0,0,30,0,1,0,1,42,0,0,12,10,25,30
0,0,10.1,0,0,0,1,44,1,0,14,40,25,10.1
0,0,25,0,1,0,1,54,1,1,14,40,1,25
0,0,40,0,1,0,1,45,1,1,12,80,2.5,40
1,0,30,0,1,0,1,48,1,1,14,40,2.5,30
0,0,25,0,1,0,1,49,1,1,10,40,2.5,25
0,0,35,0,0,0,1,47,1,1,16,80,1,35
0,0,25,0,1,0,1,45,1,1,10,80,2.5,25
0,0,1,0,1,0,1,25,1,0,14,80,2.5,23
0,0,45,0,1,0,1,52,1,1,12,40,1,30
0,0,10,0,1,0,1,39,1,1,16,80,2.5,15
0,0,50,0,1,0,1,61,1,1,12,40,75,55
0,0,20,1,0,0,1,34,1,1,16,80,75,30
0,0,35,0,1,0,1,40,1,1,14,80,1,35
0,0,10.1,0,0,0,1,48,1,1,12,80,25,10.1
0,0,40,1,0,1,1,68,1,1,16,80,2.5,50
0,0,30,0,1,0,1,43,1,1,10,40,1,30
0,0,25,0,1,0,1,33,1,1,16,80,5,25
1,0,40,0,1,0,1,50,1,0,14,40,1,40
0,0,10.1,0,0,0,0,21,1,0,12,10,0.1,10.1
0,0,30,0,1,0,1,50,1,1,12,80,0.1,30
0,0,33,0,1,0,1,47,1,1,12,40,1,33
0,0,10.1,0,0,0,1,50,1,0,14,80,1,10.1
0,0,25,0,1,0,1,34,1,1,12,40,1,25
1,0,25,0,1,0,1,47,1,1,12,40,1,25
0,0,10.1,0,0,0,1,25,1,1,16,80,5,10.1
1,0,30,0,1,0,1,45,1,1,14,120,25,30
0,0,10.1,0,0,0,1,55,1,1,12,40,1,10.1
0,0,18,0,0,0,1,45,1,1,16,80,25,18
0,0,8,0,1,0,1,30,1,1,14,40,1,20
0,0,10.1,0,0,0,1,65,0,1,12,40,5,0
1,0,20,1,0,1,1,37,1,1,12,80,1,20
0,0,10.1,0,0,0,1,57,1,1,14,40,2.5,10.1
0,0,10.1,0,0,0,1,64,1,1,12,80,0.1,10.1
0,0,10.1,0,0,0,1,53,1,1,12,40,0.1,10.1
0,0,15,0,0,0,1,37,1,1,16,120,100,15
0,0,33,0,1,0,1,43,1,1,10,40,1,33
0,0,5,0,1,0,1,21,0,0,12,80,2.5,5
0,0,12,0,1,0,1,35,1,1,14,40,1,30
0,0,24,0,1,0,1,36,1,1,12,40,1,24
0,0,50,0,1,0,1,57,1,1,14,80,1,50
0,0,10.1,0,0,0,1,46,1,1,12,80,0.1,10.1
0,0,35,0,1,0,1,50,1,1,12,80,1,35
0,0,30,0,0,0,1,42,1,1,12,40,2.5,36
0,0,3,0,1,0,1,18,1,1,10,80,0.1,10
0,0,45,0,1,0,1,58,0,1,14,80,5,45
0,0,30,0,1,0,1,40,1,1,12,40,0.1,35
0,0,15,0,0,0,1,43,1,1,16,80,25,45
0,0,35,0,1,0,1,44,1,1,16,80,5,35
1,0,50,0,0,0,1,67,1,1,14,40,1,40
0,0,10.1,0,0,0,0,44,1,1,12,80,25,10.1
0,0,10.1,0,0,0,1,46,1,1,12,80,25,10.1
0,0,30,0,0,0,1,41,1,1,14,120,1,30
0,0,10.1,0,0,0,1,39,1,1,10,80,2.5,10.1
0,0,35,0,1,0,1,43,1,1,12,120,75,35
0,0,40,0,1,0,1,53,1,1,14,80,25,40
1,0,10.1,0,0,0,1,40,1,0,16,80,25,10.1
0,1,17,0,1,0,1,21,1,0,14,40,2.5,17
0,0,18,0,0,0,0,31,1,1,14,80,1,24
0,0,10.1,0,0,0,1,55,1,1,14,120,0.1,10.1
0,0,10.2,0,0,0,1,56,1,1,12,80,0.1,10.2
0,0,10.1,0,0,0,1,57,1,0,14,80,2.5,10.1
0,0,10.1,0,0,0,1,46,1,0,14,40,25,10.1
0,0,10.1,0,0,0,1,58,1,1,12,80,1,10.1
1,0,20,0,0,0,1,35,1,1,16,40,1,20
1,0,12,0,0,0,1,63,1,0,12,80,25,12
0,0,24,0,0,0,1,42,1,1,16,80,1,30
0,0,10.1,0,0,0,1,55,1,1,14,80,1,10.1
1,0,30,0,0,0,1,18,1,1,12,40,0.1,30
0,0,50,0,1,0,1,64,1,1,12,80,25,50
0,0,40,0,0,0,1,46,1,0,16,120,5,10.2
0,0,10.2,0,0,0,1,57,0,1,6,10,1,30
0,0,50,0,1,0,1,60,1,1,14,40,1,10
0,0,10.1,0,0,0,1,61,1,1,14,80,1,10.1
1,0,40,0,0,0,1,53,1,1,12,80,1,40
1,0,30,1,0,1,1,36,1,1,12,120,100,30
1,0,40,0,1,0,1,52,1,1,12,80,1,40
0,0,17,0,0,0,1,19,1,0,14,40,1,17
0,0,5,0,0,0,1,18,1,0,10,80,2.5,5
0,0,10.1,0,0,0,1,21,1,0,14,40,25,10.1
0,0,10.1,0,0,0,1,54,1,0,12,40,1,10.1
0,0,30,0,0,0,1,43,1,1,12,40,1,25
0,0,10.1,0,0,0,1,65,1,1,16,40,2.5,10.1
1,0,35,0,1,0,1,43,1,1,12,40,1,35
0,0,10.1,0,0,0,1,23,1,0,14,80,25,10.1
0,0,10.2,0,0,0,1,63,1,1,12,40,75,60
0,0,18,0,1,0,1,30,1,1,14,80,1,20
0,0,30,0,0,0,1,44,1,1,12,40,1,35
0,0,8,0,1,0,1,19,1,0,12,80,75,10
1,0,32,0,1,0,1,43,1,1,12,40,1,32
0,0,19,0,1,0,1,19,1,0,14,120,1,19
0,0,10.1,0,0,0,1,59,1,1,16,80,5,10.2
1,0,25,0,1,0,1,28,1,1,12,40,0.1,15
0,0,10.1,0,0,0,1,55,1,1,16,80,25,10.1
0,0,10,0,0,0,1,21,1,0,16,10,1,10
0,0,10.1,0,0,0,1,59,1,1,16,80,25,10.1
0,0,50,0,1,0,1,63,1,1,16,120,25,55
0,0,10.1,0,0,0,1,44,1,1,14,80,5,10.1
0,0,20,0,0,0,1,47,0,1,16,40,1,20
0,0,3,0,1,0,1,42,1,1,14,40,25,30
0,0,10.1,0,0,0,1,39,1,1,16,120,75,10.1
0,0,10.1,0,0,0,1,40,1,1,16,80,75,10.1
0,0,30,0,1,0,1,37,1,1,12,80,1,30
0,0,20,0,0,0,1,43,1,1,16,80,25,25
0,0,31,0,1,0,1,37,0,1,12,40,1,31
0,0,10.1,0,0,0,1,41,1,1,14,80,0.1,10.1
1,0,45,0,1,0,1,54,1,0,16,40,25,45
0,0,50,0,0,0,1,40,1,1,10,40,1,50
1,0,20,0,0,0,1,46,1,0,14,40,1,47
0,0,30,0,1,0,1,36,1,1,16,80,1,30
0,0,50,0,0,0,1,62,1,1,10,10,0.1,50
0,0,10,0,0,0,1,57,1,0,14,10,0.1,10
0,0,25,0,0,0,1,46,1,0,12,40,2.5,25
1,0,30,0,0,0,1,45,0,0,12,40,1,30
1,0,50,0,1,0,1,62,1,1,16,120,5,50
0,0,10.1,0,0,0,1,63,0,1,12,40,75,10.1
0,0,40,0,0,0,1,49,1,0,16,120,5,40
0,0,10.1,0,0,0,1,41,1,1,16,40,1,10.1
0,0,10.1,0,0,0,1,54,1,1,14,40,5,10.1
0,0,20,0,0,0,1,42,1,0,16,120,25,20
0,0,40,0,0,0,1,44,1,1,16,80,1,40
0,0,23,0,1,0,1,35,1,1,16,120,25,10.2
0,0,10.1,0,0,0,1,67,1,1,10,40,25,10.1
1,0,25,0,0,0,1,47,0,1,12,40,2.5,25
0,0,20,0,0,0,1,40,1,1,10,80,2.5,20
0,0,20,0,1,0,1,25,1,1,14,80,2.5,20
0,0,15,0,1,0,1,31,1,1,16,80,1,20
1,0,41,0,1,0,1,51,1,0,0,80,1,43
0,0,10.1,0,0,0,1,47,1,1,10,40,25,10.1
0,0,10.1,0,0,0,1,21,1,0,12,10,0.1,10.1
0,0,35,0,1,0,1,48,1,1,12,40,25,35
1,0,25,0,1,0,1,53,0,1,14,80,2.5,25
0,0,50,0,0,0,1,64,0,0,14,40,1,50
0,0,10.2,0,0,0,0,48,0,1,12,40,100,30
0,0,23,0,1,0,1,37,1,1,12,80,2.5,23
0,0,25,0,0,0,1,41,0,1,12,80,2.5,25
0,0,10.1,0,0,0,1,42,1,1,12,40,1,10.1
0,0,10.1,0,0,0,1,46,1,1,6,40,0.1,10.1
0,0,10.1,0,0,0,1,54,1,0,12,40,25,10.1
0,0,22,0,1,0,1,35,1,1,16,80,2.5,22
0,0,30,0,0,0,1,42,1,1,12,80,1,35
0,0,10.1,0,0,0,1,47,1,0,16,80,25,10.1
0,0,15,0,1,0,1,38,1,0,12,80,1,10.2
0,0,12,0,1,0,1,22,1,0,14,80,25,12
0,0,30,0,0,0,1,35,1,1,16,80,1,30
0,1,40,0,1,0,1,54,1,1,14,120,25,40
0,0,45,0,0,0,1,49,1,1,16,80,100,45
0,0,24,0,1,0,1,30,1,1,14,40,2.5,24
1,0,30,0,0,0,1,62,1,0,14,40,5,10
0,0,10.1,0,0,0,1,48,0,0,14,80,75,10.1
0,0,30,0,1,0,1,63,1,1,16,40,25,30
0,0,10.1,0,0,0,1,38,1,0,12,40,0.1,10.1
0,0,40,1,0,1,1,67,1,0,16,40,100,40
0,0,12,0,1,0,1,34,1,1,12,40,2.5,30
0,0,20,0,0,0,1,32,1,1,14,80,1,25
0,0,40,0,1,0,1,47,1,1,12,10,25,40
0,0,40,0,0,0,1,51,1,1,16,120,25,40
1,0,40,0,1,0,1,52,1,1,12,80,2.5,40
0,0,28,1,0,0,1,28,1,1,14,80,2.5,28
0,0,25,0,1,0,1,49,1,1,16,120,25,25
0,0,10.1,0,0,0,1,40,1,1,12,80,25,10.1
0,0,18,0,0,0,0,18,1,0,12,80,0.1,18
0,0,40,1,0,1,1,57,1,1,14,80,1,10.2
1,0,35,0,1,0,1,55,1,1,16,120,1,35
0,0,20,0,1,0,1,36,1,1,6,40,5,20
0,0,10.1,0,0,0,1,33,1,1,16,80,25,10.1
0,0,50,1,0,1,1,66,1,1,12,40,25,5
1,0,8,0,1,0,0,18,1,0,14,10,2.5,10
0,0,17,0,0,0,1,27,1,0,14,10,25,17
0,0,50,1,0,1,1,65,1,1,14,80,25,50
0,0,50,1,0,0,1,63,1,1,16,40,25,50
1,0,39,0,1,0,1,55,1,1,16,80,1,39
0,0,50,1,0,1,1,61,1,1,14,40,1,50
0,0,5,0,0,0,1,20,1,0,14,10,5,10
0,0,20,1,0,1,1,36,1,1,14,80,5,10.2
0,0,30,0,1,0,1,48,1,1,12,80,75,30
0,0,50,0,1,0,1,18,1,1,10,80,0.1,50
0,0,25,1,0,0,1,58,1,1,14,120,100,10.2
0,0,15,0,1,0,1,28,1,1,10,40,0.1,15
1,0,41,1,0,1,1,46,1,1,14,40,1,41
0,0,40,0,1,0,1,45,1,1,12,80,25,40
